model,mode,class_a,class_b,pair_a,pair_b,same_class,cosine
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_1,certainty_to_uncertainty_3,True,0.4707123637199402
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_1,certainty_to_uncertainty_4,True,0.38634273409843445
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_1,certainty_to_uncertainty_5,True,0.30067697167396545
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_1,certainty_to_uncertainty_6,True,0.5108395218849182
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_1,certainty_to_uncertainty_7,True,0.3886682987213135
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_1,active_to_passive_0,False,-0.03068029135465622
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_1,active_to_passive_1,False,-0.0709330216050148
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_1,active_to_passive_2,False,0.08925500512123108
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_1,active_to_passive_3,False,0.18070457875728607
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_1,active_to_passive_4,False,0.01358698308467865
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_1,active_to_passive_5,False,-0.07786154001951218
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_1,active_to_passive_6,False,0.06675662100315094
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_1,active_to_passive_7,False,0.0415702648460865
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_1,formalization_0,False,0.19113916158676147
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_1,formalization_1,False,0.19586290419101715
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_1,formalization_2,False,0.19274619221687317
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_1,formalization_3,False,0.17180129885673523
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_1,formalization_4,False,0.08480764180421829
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_1,formalization_5,False,0.188863605260849
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_1,formalization_6,False,0.07837840914726257
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_1,formalization_7,False,0.1513242870569229
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_2,certainty_to_uncertainty_3,True,0.5939390063285828
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_2,certainty_to_uncertainty_4,True,0.6841809153556824
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_2,certainty_to_uncertainty_5,True,0.633743405342102
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_2,certainty_to_uncertainty_6,True,0.6221199035644531
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_2,certainty_to_uncertainty_7,True,0.5130228996276855
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_2,active_to_passive_0,False,0.1659843772649765
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_2,active_to_passive_1,False,0.07023369520902634
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_2,active_to_passive_2,False,0.27807408571243286
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_2,active_to_passive_3,False,0.23131471872329712
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_2,active_to_passive_4,False,0.2868419587612152
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_2,active_to_passive_5,False,0.05077763646841049
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_2,active_to_passive_6,False,0.01957152597606182
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_2,active_to_passive_7,False,0.1310248076915741
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_2,formalization_0,False,-0.016172491014003754
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_2,formalization_1,False,0.059346240013837814
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_2,formalization_2,False,0.13983154296875
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_2,formalization_3,False,0.03924092650413513
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_2,formalization_4,False,0.05035175755620003
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_2,formalization_5,False,0.041176553815603256
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_2,formalization_6,False,-0.030851561576128006
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_2,formalization_7,False,0.3392108976840973
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_3,certainty_to_uncertainty_4,True,0.5831847190856934
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_3,certainty_to_uncertainty_5,True,0.3234906792640686
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_3,certainty_to_uncertainty_6,True,0.4902639389038086
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_3,certainty_to_uncertainty_7,True,0.30509841442108154
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_3,active_to_passive_0,False,0.12384957820177078
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_3,active_to_passive_1,False,-0.0400204062461853
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_3,active_to_passive_2,False,0.29050683975219727
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_3,active_to_passive_3,False,0.3246738016605377
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_3,active_to_passive_4,False,0.0991324931383133
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_3,active_to_passive_5,False,-0.014109058305621147
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_3,active_to_passive_6,False,0.09321360290050507
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_3,active_to_passive_7,False,0.11784814298152924
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_3,formalization_0,False,-0.022202514111995697
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_3,formalization_1,False,0.011339523829519749
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_3,formalization_2,False,0.253368616104126
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_3,formalization_3,False,-0.057153381407260895
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_3,formalization_4,False,-0.009898445568978786
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_3,formalization_5,False,-0.007722612004727125
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_3,formalization_6,False,-0.03923407196998596
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_3,formalization_7,False,0.2542038857936859
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_4,certainty_to_uncertainty_5,True,0.5699984431266785
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_4,certainty_to_uncertainty_6,True,0.6268314719200134
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_4,certainty_to_uncertainty_7,True,0.5050167441368103
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_4,active_to_passive_0,False,0.14153718948364258
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_4,active_to_passive_1,False,0.04031907021999359
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_4,active_to_passive_2,False,0.244826078414917
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_4,active_to_passive_3,False,0.19712787866592407
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_4,active_to_passive_4,False,0.2183908373117447
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_4,active_to_passive_5,False,0.024397075176239014
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_4,active_to_passive_6,False,0.015376894734799862
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_4,active_to_passive_7,False,0.1098228469491005
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_4,formalization_0,False,-0.048045944422483444
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_4,formalization_1,False,-0.01121152751147747
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_4,formalization_2,False,0.07113809138536453
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_4,formalization_3,False,-0.06864572316408157
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_4,formalization_4,False,-0.0036166987847536802
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_4,formalization_5,False,-0.08393941074609756
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_4,formalization_6,False,-0.0549970306456089
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_4,formalization_7,False,0.32720518112182617
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_5,certainty_to_uncertainty_6,True,0.5077658891677856
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_5,certainty_to_uncertainty_7,True,0.6621838212013245
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_5,active_to_passive_0,False,0.23191659152507782
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_5,active_to_passive_1,False,0.2314995378255844
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_5,active_to_passive_2,False,0.04631606489419937
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_5,active_to_passive_3,False,-0.010191275738179684
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_5,active_to_passive_4,False,0.23973393440246582
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_5,active_to_passive_5,False,0.12120659649372101
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_5,active_to_passive_6,False,-0.0727565661072731
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_5,active_to_passive_7,False,0.22810514271259308
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_5,formalization_0,False,0.0022888898383826017
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_5,formalization_1,False,-0.051920369267463684
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_5,formalization_2,False,-0.14060112833976746
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_5,formalization_3,False,-0.09984590113162994
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_5,formalization_4,False,-0.2156420648097992
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_5,formalization_5,False,-0.04313889518380165
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_5,formalization_6,False,-0.06646031141281128
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_5,formalization_7,False,0.19999584555625916
bert-base-uncased,final,certainty_to_uncertainty,certainty_to_uncertainty,certainty_to_uncertainty_6,certainty_to_uncertainty_7,True,0.4645615816116333
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_6,active_to_passive_0,False,0.16829824447631836
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_6,active_to_passive_1,False,0.12318412214517593
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_6,active_to_passive_2,False,0.21101075410842896
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_6,active_to_passive_3,False,0.27306509017944336
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_6,active_to_passive_4,False,0.12896110117435455
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_6,active_to_passive_5,False,0.03976987302303314
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_6,active_to_passive_6,False,0.04957367852330208
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_6,active_to_passive_7,False,0.07791806757450104
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_6,formalization_0,False,0.03767967224121094
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_6,formalization_1,False,0.1664610356092453
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_6,formalization_2,False,0.11741536855697632
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_6,formalization_3,False,0.0933518260717392
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_6,formalization_4,False,0.14597542583942413
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_6,formalization_5,False,0.06415469944477081
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_6,formalization_6,False,0.061458464711904526
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_6,formalization_7,False,0.3810204863548279
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_7,active_to_passive_0,False,0.0636119544506073
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_7,active_to_passive_1,False,0.07895579189062119
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_7,active_to_passive_2,False,0.07633829116821289
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_7,active_to_passive_3,False,-0.03476649895310402
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_7,active_to_passive_4,False,0.15451131761074066
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_7,active_to_passive_5,False,0.014615644700825214
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_7,active_to_passive_6,False,-0.026029318571090698
bert-base-uncased,final,certainty_to_uncertainty,active_to_passive,certainty_to_uncertainty_7,active_to_passive_7,False,0.09443236887454987
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_7,formalization_0,False,-0.03598015382885933
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_7,formalization_1,False,-0.06785622984170914
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_7,formalization_2,False,-0.04553409665822983
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_7,formalization_3,False,-0.033587709069252014
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_7,formalization_4,False,0.005180855747312307
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_7,formalization_5,False,-0.022332599386572838
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_7,formalization_6,False,-0.014920080080628395
bert-base-uncased,final,certainty_to_uncertainty,formalization,certainty_to_uncertainty_7,formalization_7,False,0.10970954596996307
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_0,active_to_passive_1,True,0.3240417242050171
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_0,active_to_passive_2,True,0.38044503331184387
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_0,active_to_passive_3,True,0.36253324151039124
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_0,active_to_passive_4,True,0.3794722557067871
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_0,active_to_passive_5,True,0.46616387367248535
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_0,active_to_passive_6,True,0.10067431628704071
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_0,active_to_passive_7,True,0.42898693680763245
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_0,formalization_0,False,-0.0691729187965393
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_0,formalization_1,False,-0.011189722456037998
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_0,formalization_2,False,-0.1146438717842102
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_0,formalization_3,False,0.05267130956053734
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_0,formalization_4,False,-0.2160968780517578
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_0,formalization_5,False,-0.04788113385438919
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_0,formalization_6,False,-0.05934565141797066
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_0,formalization_7,False,0.22848063707351685
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_1,active_to_passive_2,True,0.1879967600107193
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_1,active_to_passive_3,True,0.14400357007980347
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_1,active_to_passive_4,True,0.1781565099954605
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_1,active_to_passive_5,True,0.28829193115234375
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_1,active_to_passive_6,True,0.12315584719181061
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_1,active_to_passive_7,True,0.1632455438375473
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_1,formalization_0,False,-0.02456623502075672
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_1,formalization_1,False,-0.022979166358709335
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_1,formalization_2,False,-0.1555056869983673
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_1,formalization_3,False,-0.005806589964777231
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_1,formalization_4,False,-0.13372011482715607
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_1,formalization_5,False,-0.0244162455201149
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_1,formalization_6,False,0.05911600589752197
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_1,formalization_7,False,0.1069597452878952
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_2,active_to_passive_3,True,0.46334776282310486
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_2,active_to_passive_4,True,0.2954617738723755
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_2,active_to_passive_5,True,0.36670351028442383
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_2,active_to_passive_6,True,0.2652818560600281
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_2,active_to_passive_7,True,0.236734077334404
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_2,formalization_0,False,0.006510773207992315
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_2,formalization_1,False,-0.022103428840637207
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_2,formalization_2,False,0.14558762311935425
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_2,formalization_3,False,0.16223372519016266
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_2,formalization_4,False,0.1063881441950798
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_2,formalization_5,False,0.08534368872642517
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_2,formalization_6,False,0.03109421208500862
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_2,formalization_7,False,0.1792822927236557
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_3,active_to_passive_4,True,0.23963822424411774
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_3,active_to_passive_5,True,0.16587556898593903
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_3,active_to_passive_6,True,0.34583407640457153
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_3,active_to_passive_7,True,0.20683786273002625
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_3,formalization_0,False,0.09699855744838715
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_3,formalization_1,False,0.20958413183689117
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_3,formalization_2,False,0.29663071036338806
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_3,formalization_3,False,0.2086545079946518
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_3,formalization_4,False,0.2053748220205307
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_3,formalization_5,False,0.21079492568969727
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_3,formalization_6,False,0.051057107746601105
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_3,formalization_7,False,0.3230283856391907
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_4,active_to_passive_5,True,0.2286641150712967
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_4,active_to_passive_6,True,0.060260795056819916
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_4,active_to_passive_7,True,0.21011635661125183
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_4,formalization_0,False,-0.004082122817635536
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_4,formalization_1,False,0.0753323957324028
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_4,formalization_2,False,-0.07295741885900497
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_4,formalization_3,False,0.11935979127883911
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_4,formalization_4,False,-0.05103053152561188
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_4,formalization_5,False,0.07856527715921402
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_4,formalization_6,False,0.022298578172922134
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_4,formalization_7,False,0.41814732551574707
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_5,active_to_passive_6,True,0.06188517063856125
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_5,active_to_passive_7,True,0.3997573256492615
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_5,formalization_0,False,0.047651972621679306
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_5,formalization_1,False,0.024464458227157593
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_5,formalization_2,False,-0.05621858686208725
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_5,formalization_3,False,-0.006628626491874456
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_5,formalization_4,False,-0.10328561067581177
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_5,formalization_5,False,-0.008824043907225132
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_5,formalization_6,False,0.034240927547216415
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_5,formalization_7,False,0.05142651125788689
bert-base-uncased,final,active_to_passive,active_to_passive,active_to_passive_6,active_to_passive_7,True,0.12235452234745026
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_6,formalization_0,False,-0.026391468942165375
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_6,formalization_1,False,-0.020491275936365128
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_6,formalization_2,False,0.11369612067937851
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_6,formalization_3,False,0.05514836683869362
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_6,formalization_4,False,0.06854118406772614
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_6,formalization_5,False,0.09054604917764664
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_6,formalization_6,False,0.0562516488134861
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_6,formalization_7,False,0.04672902449965477
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_7,formalization_0,False,-0.03293866664171219
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_7,formalization_1,False,-0.06539041548967361
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_7,formalization_2,False,0.015057549811899662
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_7,formalization_3,False,0.01817920245230198
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_7,formalization_4,False,-0.1192033439874649
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_7,formalization_5,False,0.041354335844516754
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_7,formalization_6,False,-0.07278148084878922
bert-base-uncased,final,active_to_passive,formalization,active_to_passive_7,formalization_7,False,0.0027038019616156816
bert-base-uncased,final,formalization,formalization,formalization_0,formalization_1,True,0.5380203723907471
bert-base-uncased,final,formalization,formalization,formalization_0,formalization_2,True,0.4180504381656647
bert-base-uncased,final,formalization,formalization,formalization_0,formalization_3,True,0.36146220564842224
bert-base-uncased,final,formalization,formalization,formalization_0,formalization_4,True,0.49967339634895325
bert-base-uncased,final,formalization,formalization,formalization_0,formalization_5,True,0.6272136569023132
bert-base-uncased,final,formalization,formalization,formalization_0,formalization_6,True,0.5544276833534241
bert-base-uncased,final,formalization,formalization,formalization_0,formalization_7,True,0.19382809102535248
bert-base-uncased,final,formalization,formalization,formalization_1,formalization_2,True,0.3558165431022644
bert-base-uncased,final,formalization,formalization,formalization_1,formalization_3,True,0.3087915778160095
bert-base-uncased,final,formalization,formalization,formalization_1,formalization_4,True,0.39834171533584595
bert-base-uncased,final,formalization,formalization,formalization_1,formalization_5,True,0.47980010509490967
bert-base-uncased,final,formalization,formalization,formalization_1,formalization_6,True,0.5211291909217834
bert-base-uncased,final,formalization,formalization,formalization_1,formalization_7,True,0.3183145225048065
bert-base-uncased,final,formalization,formalization,formalization_2,formalization_3,True,0.26635172963142395
bert-base-uncased,final,formalization,formalization,formalization_2,formalization_4,True,0.6180457472801208
bert-base-uncased,final,formalization,formalization,formalization_2,formalization_5,True,0.37344032526016235
bert-base-uncased,final,formalization,formalization,formalization_2,formalization_6,True,0.310124933719635
bert-base-uncased,final,formalization,formalization,formalization_2,formalization_7,True,0.2203168272972107
bert-base-uncased,final,formalization,formalization,formalization_3,formalization_4,True,0.445787638425827
bert-base-uncased,final,formalization,formalization,formalization_3,formalization_5,True,0.37215036153793335
bert-base-uncased,final,formalization,formalization,formalization_3,formalization_6,True,0.22528088092803955
bert-base-uncased,final,formalization,formalization,formalization_3,formalization_7,True,0.23981478810310364
bert-base-uncased,final,formalization,formalization,formalization_4,formalization_5,True,0.4867222011089325
bert-base-uncased,final,formalization,formalization,formalization_4,formalization_6,True,0.38123539090156555
