model,target_class,source_set,source,prompt_style,layer,control,gain,vector_class,prompt,generated,generated_chars,target_marker_hit,target_step0_prob,target_step0_rank,target_best_prob,target_best_rank,target_top1_any,target_top5_any,target_top10_any
distilgpt2,question,hard_out_of_template,"Although the sensor failed twice, the archive remained intact.",copy_sentence,2,negative_target,1.0,question,"Copy this sentence:
Although the sensor failed twice, the archive remained intact.
Copy:","The archive was not damaged.
The archive was not damaged.
The archive was not damaged.
The archive",98.0,0.0,3.4511413105065e-05,1902.0,7.059412018861622e-05,172.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"Although the sensor failed twice, the archive remained intact.",same_sentence,2,none,0.0,,"Same sentence:
Although the sensor failed twice, the archive remained intact.
Same:","The archive was not damaged.
The archive was not damaged.
The archive was not damaged.
The archive",98.0,0.0,9.818583930609748e-05,538.0,0.00021248505800031126,38.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"Although the sensor failed twice, the archive remained intact.",same_sentence,2,target,1.0,question,"Same sentence:
Although the sensor failed twice, the archive remained intact.
Same:","The same:
The same:
The same?
The same?
The same?
The same?",59.0,1.0,0.00041209018672816455,150.0,0.9170862436294556,1.0,1.0,1.0,1.0
distilgpt2,question,hard_out_of_template,"Although the sensor failed twice, the archive remained intact.",same_sentence,2,wrong_marker,1.0,exclamation,"Same sentence:
Although the sensor failed twice, the archive remained intact.
Same:","The archive was updated with a new version!
The archive is now live!
The latest update!!!",89.0,0.0,0.00016868390957824886,420.0,0.0011849324218928814,31.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"Although the sensor failed twice, the archive remained intact.",same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
Although the sensor failed twice, the archive remained intact.
Same:","The sensor failed twice, but the archive remained intact.
Same, but the archive remained intact.
Same,",102.0,0.0,0.0001737076381687075,442.0,0.00019561845692805946,90.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"Although the sensor failed twice, the archive remained intact.",same_sentence,2,negative_target,1.0,question,"Same sentence:
Although the sensor failed twice, the archive remained intact.
Same:","The archive was also used for the following images:
The archive was also used for the following images.
The",107.0,0.0,2.584633148217108e-05,1484.0,4.3542153434827924e-05,288.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Dr. Ivanov reviewed 17 documents before sunrise.,copy_sentence,2,none,0.0,,"Copy this sentence:
Dr. Ivanov reviewed 17 documents before sunrise.
Copy:","Dr. Ivanov reviewed 17 documents before sunrise.
Copy:
Dr. Ivanov reviewed 17 documents before sunrise",102.0,0.0,0.00012286593846511096,886.0,0.00012286593846511096,57.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Dr. Ivanov reviewed 17 documents before sunrise.,copy_sentence,2,target,1.0,question,"Copy this sentence:
Dr. Ivanov reviewed 17 documents before sunrise.
Copy:","This is a very simple question.
No. No. No? No? No? No? No? No",62.0,1.0,0.0005918657407164574,180.0,0.938393771648407,1.0,1.0,1.0,1.0
distilgpt2,question,hard_out_of_template,Dr. Ivanov reviewed 17 documents before sunrise.,copy_sentence,2,wrong_marker,1.0,exclamation,"Copy this sentence:
Dr. Ivanov reviewed 17 documents before sunrise.
Copy:","Dr. Ivanov reviewed 17 documents before sunrise.
Copy!
Dr. Ivanov!!!!!",70.0,0.0,0.00023266563948709518,430.0,0.0006485952180810273,18.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Dr. Ivanov reviewed 17 documents before sunrise.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
Dr. Ivanov reviewed 17 documents before sunrise.
Copy:","Dr. Ivanov reviewed 17 documents before sunrise.
Copy:
Dr. Ivanov reviewed 17 documents before sunrise",102.0,0.0,0.00015805377915967256,479.0,0.00015805377915967256,64.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Dr. Ivanov reviewed 17 documents before sunrise.,copy_sentence,2,negative_target,1.0,question,"Copy this sentence:
Dr. Ivanov reviewed 17 documents before sunrise.
Copy:","The following is a copy of the following text.
The following is a copy of the following text.
The",97.0,0.0,2.3690456146141514e-05,2153.0,0.00010500178905203938,692.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Dr. Ivanov reviewed 17 documents before sunrise.,same_sentence,2,none,0.0,,"Same sentence:
Dr. Ivanov reviewed 17 documents before sunrise.
Same:","Dr. Ivanov reviewed 17 documents before sunrise.
Same:
Dr. Ivanov reviewed 17 documents before sunrise",102.0,0.0,8.82886815816164e-05,696.0,8.82886815816164e-05,33.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Dr. Ivanov reviewed 17 documents before sunrise.,same_sentence,2,target,1.0,question,"Same sentence:
Dr. Ivanov reviewed 17 documents before sunrise.
Same:","Dr. Ivanov reviewed 17 documents before sunrise.
Same:
Dr. Ivanov reviewed 17 documents before sunrise",102.0,0.0,0.0002823276736307889,272.0,0.24140162765979767,2.0,0.0,1.0,1.0
distilgpt2,question,hard_out_of_template,Dr. Ivanov reviewed 17 documents before sunrise.,same_sentence,2,wrong_marker,1.0,exclamation,"Same sentence:
Dr. Ivanov reviewed 17 documents before sunrise.
Same:","Dr. Ivanov reviewed 17 documents before sunrise.
Same!
Dr. Ivanov!
Dr. Ivan",75.0,0.0,0.00014367143739946187,594.0,0.0010391903342679143,12.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Dr. Ivanov reviewed 17 documents before sunrise.,same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
Dr. Ivanov reviewed 17 documents before sunrise.
Same:","Dr. Ivanov reviewed 17 documents before sunset.
Same:
Dr. Ivanov reviewed 17 documents before sunset",100.0,0.0,0.00010571111488388851,486.0,0.00040789233753457665,81.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Dr. Ivanov reviewed 17 documents before sunrise.,same_sentence,2,negative_target,1.0,question,"Same sentence:
Dr. Ivanov reviewed 17 documents before sunrise.
Same:","Dr. Ivanov reviewed 17 documents before sunrise.
Same sentence:
Dr. Ivanov reviewed 17 documents before",103.0,0.0,2.6579749828670174e-05,1521.0,7.088090933393687e-05,169.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The bridge was inspected after the storm ended.,copy_sentence,2,none,0.0,,"Copy this sentence:
The bridge was inspected after the storm ended.
Copy:","The bridge was inspected after the storm ended.
Copy:
The bridge was inspected after the storm ended.",101.0,0.0,0.00017150847997982055,567.0,0.00017150847997982055,52.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The bridge was inspected after the storm ended.,copy_sentence,2,target,1.0,question,"Copy this sentence:
The bridge was inspected after the storm ended.
Copy:","This is a very simple question.
Well, yes.
Well, yes? Well, yes? Well,",70.0,1.0,0.0009608693071641028,90.0,0.6077930927276611,1.0,1.0,1.0,1.0
distilgpt2,question,hard_out_of_template,The bridge was inspected after the storm ended.,copy_sentence,2,wrong_marker,1.0,exclamation,"Copy this sentence:
The bridge was inspected after the storm ended.
Copy:","The bridge was inspected after the storm ended.
The bridge was inspected after the storm ended!
The bridge was",110.0,0.0,0.0002663369523361325,341.0,0.0002663369523361325,17.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The bridge was inspected after the storm ended.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
The bridge was inspected after the storm ended.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",47.0,0.0,0.00023169626365415752,500.0,0.001051416271366179,13.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The bridge was inspected after the storm ended.,copy_sentence,2,negative_target,1.0,question,"Copy this sentence:
The bridge was inspected after the storm ended.
Copy:","The bridge was inspected after the storm ended.
The bridge was inspected after the storm ended.
The bridge was",110.0,0.0,2.7688987756846473e-05,2087.0,0.00010352842218708247,72.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The bridge was inspected after the storm ended.,same_sentence,2,none,0.0,,"Same sentence:
The bridge was inspected after the storm ended.
Same:","The bridge was inspected after the storm ended.
Same:
The bridge was inspected after the storm ended.",101.0,0.0,5.948770558461547e-05,871.0,5.948770558461547e-05,27.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The bridge was inspected after the storm ended.,same_sentence,2,target,1.0,question,"Same sentence:
The bridge was inspected after the storm ended.
Same:","The bridge was inspected after the storm ended.
The bridge was inspected after the storm ended.
The bridge was",110.0,0.0,0.00040482787881046534,150.0,0.3970552384853363,2.0,0.0,1.0,1.0
distilgpt2,question,hard_out_of_template,The bridge was inspected after the storm ended.,same_sentence,2,wrong_marker,1.0,exclamation,"Same sentence:
The bridge was inspected after the storm ended.
Same:","The bridge was inspected after the storm ended.
The bridge was inspected after the storm ended!
The bridge was",110.0,0.0,0.00012821072596125305,588.0,0.00020786409731954336,16.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The bridge was inspected after the storm ended.,same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
The bridge was inspected after the storm ended.
Same:","The bridge was inspected after the storm ended.
The bridge was inspected after the storm ended.
The bridge was",110.0,0.0,6.265431147767231e-05,775.0,0.00016558375500608236,50.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The bridge was inspected after the storm ended.,same_sentence,2,negative_target,1.0,question,"Same sentence:
The bridge was inspected after the storm ended.
Same:","The bridge was inspected after the storm ended.
The bridge was inspected after the storm ended.
The bridge was",110.0,0.0,1.914695712912362e-05,1983.0,6.999081233516335e-05,76.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",copy_sentence,2,none,0.0,,"Copy this sentence:
When the lights went out, Elena saved the last checkpoint.
Copy:","The last checkpoint was the last checkpoint.
Copy:
The last checkpoint was the last checkpoint.
Copy:",101.0,0.0,0.0003308142186142504,308.0,0.0018944699550047517,37.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",copy_sentence,2,target,1.0,question,"Copy this sentence:
When the lights went out, Elena saved the last checkpoint.
Copy:","This is a very simple question.
Well, yes.
Well, yes? Well, yes? Well,",70.0,1.0,0.0009976961882784963,98.0,0.5411633253097534,1.0,1.0,1.0,1.0
distilgpt2,question,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",copy_sentence,2,wrong_marker,1.0,exclamation,"Copy this sentence:
When the lights went out, Elena saved the last checkpoint.
Copy:","This is the final step!
This is the final step!
This is the final step!
This!",77.0,0.0,0.0003687032440211624,266.0,0.000402614357881248,30.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
When the lights went out, Elena saved the last checkpoint.
Copy:","This is a copy of the original script.
The script is a script that will be used to write a script",97.0,0.0,0.0003331993066240102,429.0,0.0003331993066240102,141.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",copy_sentence,2,negative_target,1.0,question,"Copy this sentence:
When the lights went out, Elena saved the last checkpoint.
Copy:","The next day, Elena was able to get to the checkpoint and the next day she was able to get to the",97.0,0.0,5.615299232886173e-05,1177.0,7.48581878724508e-05,233.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",same_sentence,2,none,0.0,,"Same sentence:
When the lights went out, Elena saved the last checkpoint.
Same:","When the lights went out, Elena saved the last checkpoint.
Same:
When the lights went out, Elena",96.0,0.0,7.442646165145561e-05,477.0,0.00015473923122044653,16.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",same_sentence,2,target,1.0,question,"Same sentence:
When the lights went out, Elena saved the last checkpoint.
Same:","The same:
The same:
The same:
The same?
The same?
The same?",59.0,1.0,0.0002922082203440368,228.0,0.823540210723877,1.0,1.0,1.0,1.0
distilgpt2,question,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",same_sentence,2,wrong_marker,1.0,exclamation,"Same sentence:
When the lights went out, Elena saved the last checkpoint.
Same:","The last checkpoint was the last checkpoint!
The last checkpoint!
The last checkpoint!
The last checkpoint!",107.0,0.0,0.00014226626080926508,422.0,0.004283350892364979,13.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
When the lights went out, Elena saved the last checkpoint.
Same:","When Elena was going to go to the next time she was going to have.
When Elena was going to go",93.0,0.0,8.508778410032392e-05,378.0,0.010424526408314705,16.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",same_sentence,2,negative_target,1.0,question,"Same sentence:
When the lights went out, Elena saved the last checkpoint.
Same:","The next day, Elena was able to get to the checkpoint and the next day she was able to get to the",97.0,0.0,3.813237708527595e-05,841.0,7.321434532059357e-05,216.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,copy_sentence,2,none,0.0,,"Copy this sentence:
The experiment ran for 14 days in a sealed chamber.
Copy:","The experiment ran for 14 days in a sealed chamber.
Copy:
The experiment ran for 14 days in a",93.0,0.0,0.00020139754633419216,553.0,0.00020139754633419216,41.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,copy_sentence,2,target,1.0,question,"Copy this sentence:
The experiment ran for 14 days in a sealed chamber.
Copy:","This is a simple question:
No.
No?
No?
No?
No?
No",49.0,1.0,0.0008625763584859669,119.0,0.9096682071685791,1.0,1.0,1.0,1.0
distilgpt2,question,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,copy_sentence,2,wrong_marker,1.0,exclamation,"Copy this sentence:
The experiment ran for 14 days in a sealed chamber.
Copy:","The experiment ran for 14 days in a sealed chamber.
Copy!
The experiment ran for 14 days in a",93.0,0.0,0.0003036203852389008,324.0,0.000786688644438982,18.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
The experiment ran for 14 days in a sealed chamber.
Copy:","The experiment was run for 14 days in a sealed chamber.
The experiment was run for 14 days in a sealed",102.0,0.0,0.00011687837832141668,860.0,0.00012929282092954963,65.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,copy_sentence,2,negative_target,1.0,question,"Copy this sentence:
The experiment ran for 14 days in a sealed chamber.
Copy:","The experiment was then used to test the following conditions:
The experiment was then used to test the following conditions:",125.0,0.0,3.1885079806670547e-05,1848.0,3.1885079806670547e-05,224.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,same_sentence,2,none,0.0,,"Same sentence:
The experiment ran for 14 days in a sealed chamber.
Same:","The experiment ran for 14 days in a sealed chamber.
Same:
The experiment ran for 14 days in a",93.0,0.0,6.041337474016473e-05,868.0,9.81080811470747e-05,24.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,same_sentence,2,target,1.0,question,"Same sentence:
The experiment ran for 14 days in a sealed chamber.
Same:","The experiment ran for 12 days.
No:
No? No? No? No? No? No?",59.0,1.0,0.00024466775357723236,253.0,0.9554430246353149,1.0,1.0,1.0,1.0
distilgpt2,question,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,same_sentence,2,wrong_marker,1.0,exclamation,"Same sentence:
The experiment ran for 14 days in a sealed chamber.
Same:","The experiment ran for 14 days in a sealed chamber.
Same!
The experiment ran for 14 days!",89.0,0.0,0.00012597920431289822,564.0,0.0012730529997497797,12.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
The experiment ran for 14 days in a sealed chamber.
Same:","The experiment ran for 14 days in a sealed chamber.
Same:
The experiment ran for 14 days in a",93.0,0.0,5.292204878060147e-05,750.0,0.00032896583434194326,19.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,same_sentence,2,negative_target,1.0,question,"Same sentence:
The experiment ran for 14 days in a sealed chamber.
Same:","The experiment was conducted in the chamber.
The experiment was conducted in the chamber.
The experiment was conducted in",121.0,0.0,2.177884744014591e-05,1591.0,2.177884744014591e-05,720.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,A backup copy was created before the server rebooted.,copy_sentence,2,none,0.0,,"Copy this sentence:
A backup copy was created before the server rebooted.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",47.0,0.0,0.0003157769679091871,312.0,0.0003157769679091871,24.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,A backup copy was created before the server rebooted.,copy_sentence,2,target,1.0,question,"Copy this sentence:
A backup copy was created before the server rebooted.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",47.0,0.0,0.001131937257014215,82.0,0.31937965750694275,2.0,0.0,1.0,1.0
distilgpt2,question,hard_out_of_template,A backup copy was created before the server rebooted.,copy_sentence,2,wrong_marker,1.0,exclamation,"Copy this sentence:
A backup copy was created before the server rebooted.
Copy:","This is the last time you have a backup copy!
This is the last time you have a backup!",86.0,0.0,0.0004451546701602638,233.0,0.000718180148396641,24.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,A backup copy was created before the server rebooted.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
A backup copy was created before the server rebooted.
Copy:","the file of the file that was copied.
The copy of the file that was copied.
The copy of the",91.0,0.0,8.810035069473088e-05,1221.0,0.00014232851390261203,100.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,A backup copy was created before the server rebooted.,copy_sentence,2,negative_target,1.0,question,"Copy this sentence:
A backup copy was created before the server rebooted.
Copy:",The backup copy was copied to the backup copy of the backup copy of the backup copy of the backup copy of the,109.0,0.0,4.6808378101559356e-05,1355.0,4.6808378101559356e-05,643.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,A backup copy was created before the server rebooted.,same_sentence,2,none,0.0,,"Same sentence:
A backup copy was created before the server rebooted.
Same:","A backup copy was created before the server rebooted.
Same:
A backup copy was created before the server",103.0,0.0,8.385780529351905e-05,656.0,8.385780529351905e-05,28.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,A backup copy was created before the server rebooted.,same_sentence,2,target,1.0,question,"Same sentence:
A backup copy was created before the server rebooted.
Same:","A:
A:
A:
A:
A:
A:
A:
A:",23.0,0.0,0.0003203839005436748,208.0,0.17294420301914215,2.0,0.0,1.0,1.0
distilgpt2,question,hard_out_of_template,A backup copy was created before the server rebooted.,same_sentence,2,wrong_marker,1.0,exclamation,"Same sentence:
A backup copy was created before the server rebooted.
Same:","A backup copy was created before the server rebooted.
Same!
This is the new version!
This",89.0,0.0,0.00013910910638514906,566.0,0.0011846123961731791,11.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,A backup copy was created before the server rebooted.,same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
A backup copy was created before the server rebooted.
Same:","A backup copy was created before the server rebooted.
A backup copy was created before the server rebooted.",107.0,0.0,0.00010075663885800168,638.0,0.00041813182178884745,23.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,A backup copy was created before the server rebooted.,same_sentence,2,negative_target,1.0,question,"Same sentence:
A backup copy was created before the server rebooted.
Same:","The backup copy was created before the server rebooted.
The backup copy was created before the server rebooted.",111.0,0.0,3.1437459256267175e-05,1344.0,0.00011908190208487213,61.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",copy_sentence,2,none,0.0,,"Copy this sentence:
Because the battery was low, the robot returned to the dock.
Copy:","The robot returned to the dock.
Copy:
The robot returned to the dock.
Copy:
The",79.0,0.0,0.00014508343883790076,537.0,0.00014508343883790076,36.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",copy_sentence,2,target,1.0,question,"Copy this sentence:
Because the battery was low, the robot returned to the dock.
Copy:",,0.0,0.0,0.0006531580584123731,112.0,0.023459607735276222,2.0,0.0,1.0,1.0
distilgpt2,question,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",copy_sentence,2,wrong_marker,1.0,exclamation,"Copy this sentence:
Because the battery was low, the robot returned to the dock.
Copy:","This is the robot that was in the dock!
This is the robot!
This!!!!!",68.0,0.0,0.0002465996367391199,315.0,0.001931487931869924,22.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
Because the battery was low, the robot returned to the dock.
Copy:","The robot was a very good robot.
The robot was a very good robot.
The robot was a very",86.0,0.0,0.00013746139302384108,503.0,0.0010134074836969376,33.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",copy_sentence,2,negative_target,1.0,question,"Copy this sentence:
Because the battery was low, the robot returned to the dock.
Copy:","The robot was sent to the dock.
The robot was sent to the dock.
The robot was sent to",85.0,0.0,2.9559265385614708e-05,1661.0,2.9559265385614708e-05,374.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",same_sentence,2,none,0.0,,"Same sentence:
Because the battery was low, the robot returned to the dock.
Same:","The robot returned to the dock.
Same:
The robot returned to the dock.
Same:
The",79.0,0.0,4.046976755489595e-05,802.0,0.00015379943943116814,19.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",same_sentence,2,target,1.0,question,"Same sentence:
Because the battery was low, the robot returned to the dock.
Same:","The robot returned to the dock.
The robot returned to the dock?
No. No? No? No",78.0,1.0,0.000248343771090731,225.0,0.8897299766540527,1.0,1.0,1.0,1.0
distilgpt2,question,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",same_sentence,2,wrong_marker,1.0,exclamation,"Same sentence:
Because the battery was low, the robot returned to the dock.
Same:","The robot returned to the dock.
The robot returned to the dock!
The robot returned!
The robot",93.0,0.0,0.00010095169272972271,507.0,0.000749728933442384,11.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
Because the battery was low, the robot returned to the dock.
Same:","The robot returned to the dock.
The robot returned to the dock.
The robot returned to the dock.",95.0,0.0,6.364995351759717e-05,581.0,0.0015890448121353984,8.0,0.0,0.0,1.0
distilgpt2,question,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",same_sentence,2,negative_target,1.0,question,"Same sentence:
Because the battery was low, the robot returned to the dock.
Same:","The robot was not able to move the robot to the dock.
The robot was not able to move the robot",94.0,0.0,1.9992874513263814e-05,1422.0,6.97434225003235e-05,181.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Professor Kim compared three models on Tuesday.,copy_sentence,2,none,0.0,,"Copy this sentence:
Professor Kim compared three models on Tuesday.
Copy:","Professor Kim compared three models on Tuesday.
Copy:
Professor Kim compared three models on Tuesday.
Copy:",107.0,0.0,0.00018561157048679888,511.0,0.00018561157048679888,32.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Professor Kim compared three models on Tuesday.,copy_sentence,2,target,1.0,question,"Copy this sentence:
Professor Kim compared three models on Tuesday.
Copy:",,0.0,0.0,0.0008802834781818092,110.0,0.02501254715025425,2.0,0.0,1.0,1.0
distilgpt2,question,hard_out_of_template,Professor Kim compared three models on Tuesday.,copy_sentence,2,wrong_marker,1.0,exclamation,"Copy this sentence:
Professor Kim compared three models on Tuesday.
Copy:","The first model was the one that was created by the original model!
The second model!!!!!",89.0,0.0,0.00034259946551173925,296.0,0.0026676335837692022,17.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Professor Kim compared three models on Tuesday.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
Professor Kim compared three models on Tuesday.
Copy:","Professor Kim, who took the first step in the first step in the first.
Professor Kim, who took the",98.0,0.0,0.00012737438373733312,1087.0,0.0004676025710068643,83.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Professor Kim compared three models on Tuesday.,copy_sentence,2,negative_target,1.0,question,"Copy this sentence:
Professor Kim compared three models on Tuesday.
Copy:","Professor Kim said:
The model was shown to be the first to show that the model was not a copy of",96.0,0.0,2.6809697374119423e-05,1741.0,4.2455580114619806e-05,258.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Professor Kim compared three models on Tuesday.,same_sentence,2,none,0.0,,"Same sentence:
Professor Kim compared three models on Tuesday.
Same:","Professor Kim compared three models on Tuesday.
Same:
Professor Kim compared three models on Tuesday.
Same:",107.0,0.0,8.691192488186061e-05,485.0,0.00012275268090888858,15.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Professor Kim compared three models on Tuesday.,same_sentence,2,target,1.0,question,"Same sentence:
Professor Kim compared three models on Tuesday.
Same:","Professor Kim compared three models on Tuesday.
Same:
Professor Kim compared three models on Tuesday?
No.",105.0,1.0,0.0003156876191496849,201.0,0.7596744894981384,1.0,1.0,1.0,1.0
distilgpt2,question,hard_out_of_template,Professor Kim compared three models on Tuesday.,same_sentence,2,wrong_marker,1.0,exclamation,"Same sentence:
Professor Kim compared three models on Tuesday.
Same:","Professor Kim compared three models on Tuesday.
Same!
Professor Kim!
Professor Kim!!!!!",87.0,0.0,0.00018700395594350994,369.0,0.0018717634957283735,7.0,0.0,0.0,1.0
distilgpt2,question,hard_out_of_template,Professor Kim compared three models on Tuesday.,same_sentence,2,random_norm,1.0,random_norm,"Same sentence:
Professor Kim compared three models on Tuesday.
Same:","Professor Kim said:
Professor Kim said:
Professor Kim said:
Professor Kim said:
Professor Kim said",98.0,0.0,0.00013244578440207988,230.0,0.00030769556178711355,55.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,Professor Kim compared three models on Tuesday.,same_sentence,2,negative_target,1.0,question,"Same sentence:
Professor Kim compared three models on Tuesday.
Same:","Professor Kim said:
The model was used to show that the model was used to show that the model was used",102.0,0.0,2.4155178834917024e-05,1065.0,3.1063889764482155e-05,465.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The package was delivered to Building 12 at noon.,copy_sentence,2,none,0.0,,"Copy this sentence:
The package was delivered to Building 12 at noon.
Copy:","The package was delivered to Building 12 at noon.
Copy:
The package was delivered to Building 12 at noon",104.0,0.0,0.00010979725630022585,1038.0,0.00010979725630022585,82.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The package was delivered to Building 12 at noon.,copy_sentence,2,target,1.0,question,"Copy this sentence:
The package was delivered to Building 12 at noon.
Copy:",,0.0,0.0,0.0005616432172246277,189.0,0.027307232841849327,2.0,0.0,1.0,1.0
distilgpt2,question,hard_out_of_template,The package was delivered to Building 12 at noon.,copy_sentence,2,wrong_marker,1.0,exclamation,"Copy this sentence:
The package was delivered to Building 12 at noon.
Copy:","This is the package that you have!
This is the package that you have!
This is the package!",90.0,0.0,0.00014343796647153795,661.0,0.00023108086315914989,34.0,0.0,0.0,0.0
distilgpt2,question,hard_out_of_template,The package was delivered to Building 12 at noon.,copy_sentence,2,random_norm,1.0,random_norm,"Copy this sentence:
The package was delivered to Building 12 at noon.
Copy:",Copy: Copy: Copy: Copy: Copy: Copy: Copy: Copy: Copy: Copy: Copy: Copy:,71.0,0.0,0.00023865098773967475,551.0,0.00042378646321594715,15.0,0.0,0.0,0.0
