language,template_id,kind,label,source,op_a,op_b,op_c,ab_text,ba_text,abc_text,bca_text,cab_text,acb_text,cba_text,bac_text
en,30,triple,QMT,The teacher fixed the bug after the review.,Q,M,T,,,Is it reportedly true that the teacher will fix the bug after the review?,Will the teacher reportedly fixed the bug after the review?,Is it reportedly true that the teacher will fix the bug after the review?,Is it reportedly true that the teacher will fix the bug after the review?,Will the teacher reportedly fixed the bug after the review?,Will it be true that the teacher reportedly fixed the bug after the review?
en,31,pair,NQ_vs_QN,The engineer fixed the bug before the deadline.,N,Q,,Did the engineer fail to fix the bug before the deadline?,Is it false that the engineer fixed the bug before the deadline?,,,,,,
en,31,pair,NM_vs_MN,The engineer fixed the bug before the deadline.,N,M,,The engineer did not fix apparently the bug before the deadline.,The engineer apparently did not fix the bug before the deadline.,,,,,,
en,31,pair,NT_vs_TN,The engineer fixed the bug before the deadline.,N,T,,The engineer failed to will fix the bug before the deadline.,The engineer did not fix the bug before the deadline.,,,,,,
en,31,pair,QM_vs_MQ,The engineer fixed the bug before the deadline.,Q,M,,Is it apparently true that the engineer fixed the bug before the deadline?,Did the engineer apparently fix the bug before the deadline?,,,,,,
en,31,pair,QT_vs_TQ,The engineer fixed the bug before the deadline.,Q,T,,Will it be true that the engineer fixed the bug before the deadline?,Will the engineer fixed the bug before the deadline?,,,,,,
en,31,pair,MT_vs_TM,The engineer fixed the bug before the deadline.,M,T,,The engineer apparently will fix the bug before the deadline.,The engineer will fix apparently the bug before the deadline.,,,,,,
en,31,triple,NQM,The engineer fixed the bug before the deadline.,N,Q,M,,,Is it apparently true that the engineer did not fix the bug before the deadline?,Is it false that the engineer fixed apparently the bug before the deadline?,Did the engineer fail to fix the bug before the deadline?,Did the engineer fail to fix the bug before the deadline?,Is it false that the engineer apparently fixed the bug before the deadline?,Is it false that the engineer fixed apparently the bug before the deadline?
en,31,triple,NQT,The engineer fixed the bug before the deadline.,N,Q,T,,,Will it be true that the engineer did not fix the bug before the deadline?,Is it false that the engineer will fix the bug before the deadline?,Will the engineer did not fix the bug before the deadline?,Will the engineer did not fix the bug before the deadline?,Is it false that the engineer will fix the bug before the deadline?,Is it false that the engineer will fix the bug before the deadline?
en,31,triple,NMT,The engineer fixed the bug before the deadline.,N,M,T,,,The engineer failed to will fix apparently the bug before the deadline.,The engineer apparently did not fix the bug before the deadline.,The engineer did not fix apparently the bug before the deadline.,The engineer failed to will fix apparently the bug before the deadline.,The engineer did not fix apparently the bug before the deadline.,The engineer apparently failed to will fix the bug before the deadline.
en,31,triple,QMT,The engineer fixed the bug before the deadline.,Q,M,T,,,Is it apparently true that the engineer will fix the bug before the deadline?,Will the engineer apparently fixed the bug before the deadline?,Is it apparently true that the engineer will fix the bug before the deadline?,Is it apparently true that the engineer will fix the bug before the deadline?,Will the engineer apparently fixed the bug before the deadline?,Will it be true that the engineer apparently fixed the bug before the deadline?
en,32,pair,NQ_vs_QN,The manager fixed the bug before the deadline.,N,Q,,Did the manager fail to fix the bug before the deadline?,Is it false that the manager fixed the bug before the deadline?,,,,,,
en,32,pair,NM_vs_MN,The manager fixed the bug before the deadline.,N,M,,The manager did not fix apparently the bug before the deadline.,The manager apparently did not fix the bug before the deadline.,,,,,,
en,32,pair,NT_vs_TN,The manager fixed the bug before the deadline.,N,T,,The manager failed to will fix the bug before the deadline.,The manager did not fix the bug before the deadline.,,,,,,
en,32,pair,QM_vs_MQ,The manager fixed the bug before the deadline.,Q,M,,Is it apparently true that the manager fixed the bug before the deadline?,Did the manager apparently fix the bug before the deadline?,,,,,,
en,32,pair,QT_vs_TQ,The manager fixed the bug before the deadline.,Q,T,,Will it be true that the manager fixed the bug before the deadline?,Will the manager fixed the bug before the deadline?,,,,,,
en,32,pair,MT_vs_TM,The manager fixed the bug before the deadline.,M,T,,The manager apparently will fix the bug before the deadline.,The manager will fix apparently the bug before the deadline.,,,,,,
en,32,triple,NQM,The manager fixed the bug before the deadline.,N,Q,M,,,Is it apparently true that the manager did not fix the bug before the deadline?,Is it false that the manager fixed apparently the bug before the deadline?,Did the manager fail to fix the bug before the deadline?,Did the manager fail to fix the bug before the deadline?,Is it false that the manager apparently fixed the bug before the deadline?,Is it false that the manager fixed apparently the bug before the deadline?
en,32,triple,NQT,The manager fixed the bug before the deadline.,N,Q,T,,,Will it be true that the manager did not fix the bug before the deadline?,Is it false that the manager will fix the bug before the deadline?,Will the manager did not fix the bug before the deadline?,Will the manager did not fix the bug before the deadline?,Is it false that the manager will fix the bug before the deadline?,Is it false that the manager will fix the bug before the deadline?
en,32,triple,NMT,The manager fixed the bug before the deadline.,N,M,T,,,The manager failed to will fix apparently the bug before the deadline.,The manager apparently did not fix the bug before the deadline.,The manager did not fix apparently the bug before the deadline.,The manager failed to will fix apparently the bug before the deadline.,The manager did not fix apparently the bug before the deadline.,The manager apparently failed to will fix the bug before the deadline.
en,32,triple,QMT,The manager fixed the bug before the deadline.,Q,M,T,,,Is it apparently true that the manager will fix the bug before the deadline?,Will the manager apparently fixed the bug before the deadline?,Is it apparently true that the manager will fix the bug before the deadline?,Is it apparently true that the manager will fix the bug before the deadline?,Will the manager apparently fixed the bug before the deadline?,Will it be true that the manager apparently fixed the bug before the deadline?
en,33,pair,NQ_vs_QN,The programmer completed the repair during the meeting.,N,Q,,Did the programmer fail to complete the repair during the meeting?,Is it false that the programmer completed the repair during the meeting?,,,,,,
en,33,pair,NM_vs_MN,The programmer completed the repair during the meeting.,N,M,,The programmer refused to complete allegedly the repair during the meeting.,The programmer allegedly refused to complete the repair during the meeting.,,,,,,
en,33,pair,NT_vs_TN,The programmer completed the repair during the meeting.,N,T,,The programmer failed to will complete the repair during the meeting.,The programmer did not complete the repair during the meeting.,,,,,,
en,33,pair,QM_vs_MQ,The programmer completed the repair during the meeting.,Q,M,,Is it allegedly true that the programmer completed the repair during the meeting?,Did the programmer allegedly complete the repair during the meeting?,,,,,,
en,33,pair,QT_vs_TQ,The programmer completed the repair during the meeting.,Q,T,,Will it be true that the programmer completed the repair during the meeting?,Will the programmer completed the repair during the meeting?,,,,,,
en,33,pair,MT_vs_TM,The programmer completed the repair during the meeting.,M,T,,The programmer allegedly will complete the repair during the meeting.,The programmer will complete allegedly the repair during the meeting.,,,,,,
en,33,triple,NQM,The programmer completed the repair during the meeting.,N,Q,M,,,Is it allegedly true that the programmer refused to complete the repair during the meeting?,Is it false that the programmer completed allegedly the repair during the meeting?,Did the programmer fail to complete the repair during the meeting?,Did the programmer fail to complete the repair during the meeting?,Is it false that the programmer allegedly completed the repair during the meeting?,Is it false that the programmer completed allegedly the repair during the meeting?
en,33,triple,NQT,The programmer completed the repair during the meeting.,N,Q,T,,,Will it be true that the programmer refused to complete the repair during the meeting?,Is it false that the programmer will complete the repair during the meeting?,Will the programmer refused to complete the repair during the meeting?,Will the programmer refused to complete the repair during the meeting?,Is it false that the programmer will complete the repair during the meeting?,Is it false that the programmer will complete the repair during the meeting?
en,33,triple,NMT,The programmer completed the repair during the meeting.,N,M,T,,,The programmer failed to will complete allegedly the repair during the meeting.,The programmer allegedly did not complete the repair during the meeting.,The programmer did not complete allegedly the repair during the meeting.,The programmer failed to will complete allegedly the repair during the meeting.,The programmer did not complete allegedly the repair during the meeting.,The programmer allegedly failed to will complete the repair during the meeting.
en,33,triple,QMT,The programmer completed the repair during the meeting.,Q,M,T,,,Is it allegedly true that the programmer will complete the repair during the meeting?,Will the programmer allegedly completed the repair during the meeting?,Is it allegedly true that the programmer will complete the repair during the meeting?,Is it allegedly true that the programmer will complete the repair during the meeting?,Will the programmer allegedly completed the repair during the meeting?,Will it be true that the programmer allegedly completed the repair during the meeting?
en,34,pair,NQ_vs_QN,The manager approved the treatment before the deadline.,N,Q,,Did the manager fail to approve the treatment before the deadline?,Is it false that the manager approved the treatment before the deadline?,,,,,,
en,34,pair,NM_vs_MN,The manager approved the treatment before the deadline.,N,M,,The manager refused to approve reportedly the treatment before the deadline.,The manager reportedly refused to approve the treatment before the deadline.,,,,,,
en,34,pair,NT_vs_TN,The manager approved the treatment before the deadline.,N,T,,The manager failed to plans to approve the treatment before the deadline.,The manager did not approve the treatment before the deadline.,,,,,,
en,34,pair,QM_vs_MQ,The manager approved the treatment before the deadline.,Q,M,,Is it reportedly true that the manager approved the treatment before the deadline?,Did the manager reportedly approve the treatment before the deadline?,,,,,,
en,34,pair,QT_vs_TQ,The manager approved the treatment before the deadline.,Q,T,,Will it be true that the manager approved the treatment before the deadline?,Will the manager approved the treatment before the deadline?,,,,,,
en,34,pair,MT_vs_TM,The manager approved the treatment before the deadline.,M,T,,The manager reportedly plans to approve the treatment before the deadline.,The manager plans to approve reportedly the treatment before the deadline.,,,,,,
en,34,triple,NQM,The manager approved the treatment before the deadline.,N,Q,M,,,Is it reportedly true that the manager refused to approve the treatment before the deadline?,Is it false that the manager approved reportedly the treatment before the deadline?,Did the manager fail to approve the treatment before the deadline?,Did the manager fail to approve the treatment before the deadline?,Is it false that the manager reportedly approved the treatment before the deadline?,Is it false that the manager approved reportedly the treatment before the deadline?
en,34,triple,NQT,The manager approved the treatment before the deadline.,N,Q,T,,,Will it be true that the manager refused to approve the treatment before the deadline?,Is it false that the manager plans to approve the treatment before the deadline?,Will the manager refused to approve the treatment before the deadline?,Will the manager refused to approve the treatment before the deadline?,Is it false that the manager plans to approve the treatment before the deadline?,Is it false that the manager plans to approve the treatment before the deadline?
en,34,triple,NMT,The manager approved the treatment before the deadline.,N,M,T,,,The manager failed to plans to approve reportedly the treatment before the deadline.,The manager reportedly did not approve the treatment before the deadline.,The manager did not approve reportedly the treatment before the deadline.,The manager failed to plans to approve reportedly the treatment before the deadline.,The manager did not approve reportedly the treatment before the deadline.,The manager reportedly failed to plans to approve the treatment before the deadline.
en,34,triple,QMT,The manager approved the treatment before the deadline.,Q,M,T,,,Is it reportedly true that the manager plans to approve the treatment before the deadline?,Will the manager reportedly approved the treatment before the deadline?,Is it reportedly true that the manager plans to approve the treatment before the deadline?,Is it reportedly true that the manager plans to approve the treatment before the deadline?,Will the manager reportedly approved the treatment before the deadline?,Will it be true that the manager reportedly approved the treatment before the deadline?
en,35,pair,NQ_vs_QN,The engineer completed the repair before the deadline.,N,Q,,Did the engineer fail to complete the repair before the deadline?,Is it false that the engineer completed the repair before the deadline?,,,,,,
en,35,pair,NM_vs_MN,The engineer completed the repair before the deadline.,N,M,,The engineer did not complete reportedly the repair before the deadline.,The engineer reportedly did not complete the repair before the deadline.,,,,,,
en,35,pair,NT_vs_TN,The engineer completed the repair before the deadline.,N,T,,The engineer failed to is going to complete the repair before the deadline.,The engineer did not complete the repair before the deadline.,,,,,,
en,35,pair,QM_vs_MQ,The engineer completed the repair before the deadline.,Q,M,,Is it reportedly true that the engineer completed the repair before the deadline?,Did the engineer reportedly complete the repair before the deadline?,,,,,,
en,35,pair,QT_vs_TQ,The engineer completed the repair before the deadline.,Q,T,,Will it be true that the engineer completed the repair before the deadline?,Will the engineer completed the repair before the deadline?,,,,,,
en,35,pair,MT_vs_TM,The engineer completed the repair before the deadline.,M,T,,The engineer reportedly is going to complete the repair before the deadline.,The engineer is going to complete reportedly the repair before the deadline.,,,,,,
en,35,triple,NQM,The engineer completed the repair before the deadline.,N,Q,M,,,Is it reportedly true that the engineer did not complete the repair before the deadline?,Is it false that the engineer completed reportedly the repair before the deadline?,Did the engineer fail to complete the repair before the deadline?,Did the engineer fail to complete the repair before the deadline?,Is it false that the engineer reportedly completed the repair before the deadline?,Is it false that the engineer completed reportedly the repair before the deadline?
en,35,triple,NQT,The engineer completed the repair before the deadline.,N,Q,T,,,Will it be true that the engineer did not complete the repair before the deadline?,Is it false that the engineer is going to complete the repair before the deadline?,Will the engineer did not complete the repair before the deadline?,Will the engineer did not complete the repair before the deadline?,Is it false that the engineer is going to complete the repair before the deadline?,Is it false that the engineer is going to complete the repair before the deadline?
en,35,triple,NMT,The engineer completed the repair before the deadline.,N,M,T,,,The engineer failed to is going to complete reportedly the repair before the deadline.,The engineer reportedly did not complete the repair before the deadline.,The engineer did not complete reportedly the repair before the deadline.,The engineer failed to is going to complete reportedly the repair before the deadline.,The engineer did not complete reportedly the repair before the deadline.,The engineer reportedly failed to is going to complete the repair before the deadline.
en,35,triple,QMT,The engineer completed the repair before the deadline.,Q,M,T,,,Is it reportedly true that the engineer is going to complete the repair before the deadline?,Will the engineer reportedly completed the repair before the deadline?,Is it reportedly true that the engineer is going to complete the repair before the deadline?,Is it reportedly true that the engineer is going to complete the repair before the deadline?,Will the engineer reportedly completed the repair before the deadline?,Will it be true that the engineer reportedly completed the repair before the deadline?
en,36,pair,NQ_vs_QN,The engineer approved the treatment before the deadline.,N,Q,,Did the engineer fail to approve the treatment before the deadline?,Is it false that the engineer approved the treatment before the deadline?,,,,,,
en,36,pair,NM_vs_MN,The engineer approved the treatment before the deadline.,N,M,,The engineer refused to approve reportedly the treatment before the deadline.,The engineer reportedly refused to approve the treatment before the deadline.,,,,,,
en,36,pair,NT_vs_TN,The engineer approved the treatment before the deadline.,N,T,,The engineer failed to plans to approve the treatment before the deadline.,The engineer did not approve the treatment before the deadline.,,,,,,
en,36,pair,QM_vs_MQ,The engineer approved the treatment before the deadline.,Q,M,,Is it reportedly true that the engineer approved the treatment before the deadline?,Did the engineer reportedly approve the treatment before the deadline?,,,,,,
en,36,pair,QT_vs_TQ,The engineer approved the treatment before the deadline.,Q,T,,Will it be true that the engineer approved the treatment before the deadline?,Will the engineer approved the treatment before the deadline?,,,,,,
en,36,pair,MT_vs_TM,The engineer approved the treatment before the deadline.,M,T,,The engineer reportedly plans to approve the treatment before the deadline.,The engineer plans to approve reportedly the treatment before the deadline.,,,,,,
en,36,triple,NQM,The engineer approved the treatment before the deadline.,N,Q,M,,,Is it reportedly true that the engineer refused to approve the treatment before the deadline?,Is it false that the engineer approved reportedly the treatment before the deadline?,Did the engineer fail to approve the treatment before the deadline?,Did the engineer fail to approve the treatment before the deadline?,Is it false that the engineer reportedly approved the treatment before the deadline?,Is it false that the engineer approved reportedly the treatment before the deadline?
en,36,triple,NQT,The engineer approved the treatment before the deadline.,N,Q,T,,,Will it be true that the engineer refused to approve the treatment before the deadline?,Is it false that the engineer plans to approve the treatment before the deadline?,Will the engineer refused to approve the treatment before the deadline?,Will the engineer refused to approve the treatment before the deadline?,Is it false that the engineer plans to approve the treatment before the deadline?,Is it false that the engineer plans to approve the treatment before the deadline?
en,36,triple,NMT,The engineer approved the treatment before the deadline.,N,M,T,,,The engineer failed to plans to approve reportedly the treatment before the deadline.,The engineer reportedly did not approve the treatment before the deadline.,The engineer did not approve reportedly the treatment before the deadline.,The engineer failed to plans to approve reportedly the treatment before the deadline.,The engineer did not approve reportedly the treatment before the deadline.,The engineer reportedly failed to plans to approve the treatment before the deadline.
en,36,triple,QMT,The engineer approved the treatment before the deadline.,Q,M,T,,,Is it reportedly true that the engineer plans to approve the treatment before the deadline?,Will the engineer reportedly approved the treatment before the deadline?,Is it reportedly true that the engineer plans to approve the treatment before the deadline?,Is it reportedly true that the engineer plans to approve the treatment before the deadline?,Will the engineer reportedly approved the treatment before the deadline?,Will it be true that the engineer reportedly approved the treatment before the deadline?
en,37,pair,NQ_vs_QN,The scientist completed the repair in the morning.,N,Q,,Did the scientist fail to complete the repair in the morning?,Is it false that the scientist completed the repair in the morning?,,,,,,
en,37,pair,NM_vs_MN,The scientist completed the repair in the morning.,N,M,,The scientist failed to complete allegedly the repair in the morning.,The scientist allegedly failed to complete the repair in the morning.,,,,,,
en,37,pair,NT_vs_TN,The scientist completed the repair in the morning.,N,T,,The scientist failed to plans to complete the repair in the morning.,The scientist did not complete the repair in the morning.,,,,,,
en,37,pair,QM_vs_MQ,The scientist completed the repair in the morning.,Q,M,,Is it allegedly true that the scientist completed the repair in the morning?,Did the scientist allegedly complete the repair in the morning?,,,,,,
en,37,pair,QT_vs_TQ,The scientist completed the repair in the morning.,Q,T,,Will it be true that the scientist completed the repair in the morning?,Will the scientist completed the repair in the morning?,,,,,,
en,37,pair,MT_vs_TM,The scientist completed the repair in the morning.,M,T,,The scientist allegedly plans to complete the repair in the morning.,The scientist plans to complete allegedly the repair in the morning.,,,,,,
en,37,triple,NQM,The scientist completed the repair in the morning.,N,Q,M,,,Is it allegedly true that the scientist failed to complete the repair in the morning?,Is it false that the scientist completed allegedly the repair in the morning?,Did the scientist fail to complete the repair in the morning?,Did the scientist fail to complete the repair in the morning?,Is it false that the scientist allegedly completed the repair in the morning?,Is it false that the scientist completed allegedly the repair in the morning?
en,37,triple,NQT,The scientist completed the repair in the morning.,N,Q,T,,,Will it be true that the scientist failed to complete the repair in the morning?,Is it false that the scientist plans to complete the repair in the morning?,Will the scientist failed to complete the repair in the morning?,Will the scientist failed to complete the repair in the morning?,Is it false that the scientist plans to complete the repair in the morning?,Is it false that the scientist plans to complete the repair in the morning?
en,37,triple,NMT,The scientist completed the repair in the morning.,N,M,T,,,The scientist failed to plans to complete allegedly the repair in the morning.,The scientist allegedly did not complete the repair in the morning.,The scientist did not complete allegedly the repair in the morning.,The scientist failed to plans to complete allegedly the repair in the morning.,The scientist did not complete allegedly the repair in the morning.,The scientist allegedly failed to plans to complete the repair in the morning.
en,37,triple,QMT,The scientist completed the repair in the morning.,Q,M,T,,,Is it allegedly true that the scientist plans to complete the repair in the morning?,Will the scientist allegedly completed the repair in the morning?,Is it allegedly true that the scientist plans to complete the repair in the morning?,Is it allegedly true that the scientist plans to complete the repair in the morning?,Will the scientist allegedly completed the repair in the morning?,Will it be true that the scientist allegedly completed the repair in the morning?
en,38,pair,NQ_vs_QN,The doctor accepted the explanation before the deadline.,N,Q,,Did the doctor fail to accept the explanation before the deadline?,Is it false that the doctor accepted the explanation before the deadline?,,,,,,
en,38,pair,NM_vs_MN,The doctor accepted the explanation before the deadline.,N,M,,The doctor failed to accept apparently the explanation before the deadline.,The doctor apparently failed to accept the explanation before the deadline.,,,,,,
en,38,pair,NT_vs_TN,The doctor accepted the explanation before the deadline.,N,T,,The doctor failed to plans to accept the explanation before the deadline.,The doctor did not accept the explanation before the deadline.,,,,,,
en,38,pair,QM_vs_MQ,The doctor accepted the explanation before the deadline.,Q,M,,Is it apparently true that the doctor accepted the explanation before the deadline?,Did the doctor apparently accept the explanation before the deadline?,,,,,,
en,38,pair,QT_vs_TQ,The doctor accepted the explanation before the deadline.,Q,T,,Will it be true that the doctor accepted the explanation before the deadline?,Will the doctor accepted the explanation before the deadline?,,,,,,
en,38,pair,MT_vs_TM,The doctor accepted the explanation before the deadline.,M,T,,The doctor apparently plans to accept the explanation before the deadline.,The doctor plans to accept apparently the explanation before the deadline.,,,,,,
en,38,triple,NQM,The doctor accepted the explanation before the deadline.,N,Q,M,,,Is it apparently true that the doctor failed to accept the explanation before the deadline?,Is it false that the doctor accepted apparently the explanation before the deadline?,Did the doctor fail to accept the explanation before the deadline?,Did the doctor fail to accept the explanation before the deadline?,Is it false that the doctor apparently accepted the explanation before the deadline?,Is it false that the doctor accepted apparently the explanation before the deadline?
en,38,triple,NQT,The doctor accepted the explanation before the deadline.,N,Q,T,,,Will it be true that the doctor failed to accept the explanation before the deadline?,Is it false that the doctor plans to accept the explanation before the deadline?,Will the doctor failed to accept the explanation before the deadline?,Will the doctor failed to accept the explanation before the deadline?,Is it false that the doctor plans to accept the explanation before the deadline?,Is it false that the doctor plans to accept the explanation before the deadline?
en,38,triple,NMT,The doctor accepted the explanation before the deadline.,N,M,T,,,The doctor failed to plans to accept apparently the explanation before the deadline.,The doctor apparently did not accept the explanation before the deadline.,The doctor did not accept apparently the explanation before the deadline.,The doctor failed to plans to accept apparently the explanation before the deadline.,The doctor did not accept apparently the explanation before the deadline.,The doctor apparently failed to plans to accept the explanation before the deadline.
en,38,triple,QMT,The doctor accepted the explanation before the deadline.,Q,M,T,,,Is it apparently true that the doctor plans to accept the explanation before the deadline?,Will the doctor apparently accepted the explanation before the deadline?,Is it apparently true that the doctor plans to accept the explanation before the deadline?,Is it apparently true that the doctor plans to accept the explanation before the deadline?,Will the doctor apparently accepted the explanation before the deadline?,Will it be true that the doctor apparently accepted the explanation before the deadline?
en,39,pair,NQ_vs_QN,The programmer completed the repair after the review.,N,Q,,Did the programmer fail to complete the repair after the review?,Is it false that the programmer completed the repair after the review?,,,,,,
en,39,pair,NM_vs_MN,The programmer completed the repair after the review.,N,M,,The programmer refused to complete apparently the repair after the review.,The programmer apparently refused to complete the repair after the review.,,,,,,
en,39,pair,NT_vs_TN,The programmer completed the repair after the review.,N,T,,The programmer failed to is going to complete the repair after the review.,The programmer did not complete the repair after the review.,,,,,,
en,39,pair,QM_vs_MQ,The programmer completed the repair after the review.,Q,M,,Is it apparently true that the programmer completed the repair after the review?,Did the programmer apparently complete the repair after the review?,,,,,,
en,39,pair,QT_vs_TQ,The programmer completed the repair after the review.,Q,T,,Will it be true that the programmer completed the repair after the review?,Will the programmer completed the repair after the review?,,,,,,
en,39,pair,MT_vs_TM,The programmer completed the repair after the review.,M,T,,The programmer apparently is going to complete the repair after the review.,The programmer is going to complete apparently the repair after the review.,,,,,,
en,39,triple,NQM,The programmer completed the repair after the review.,N,Q,M,,,Is it apparently true that the programmer refused to complete the repair after the review?,Is it false that the programmer completed apparently the repair after the review?,Did the programmer fail to complete the repair after the review?,Did the programmer fail to complete the repair after the review?,Is it false that the programmer apparently completed the repair after the review?,Is it false that the programmer completed apparently the repair after the review?
en,39,triple,NQT,The programmer completed the repair after the review.,N,Q,T,,,Will it be true that the programmer refused to complete the repair after the review?,Is it false that the programmer is going to complete the repair after the review?,Will the programmer refused to complete the repair after the review?,Will the programmer refused to complete the repair after the review?,Is it false that the programmer is going to complete the repair after the review?,Is it false that the programmer is going to complete the repair after the review?
en,39,triple,NMT,The programmer completed the repair after the review.,N,M,T,,,The programmer failed to is going to complete apparently the repair after the review.,The programmer apparently did not complete the repair after the review.,The programmer did not complete apparently the repair after the review.,The programmer failed to is going to complete apparently the repair after the review.,The programmer did not complete apparently the repair after the review.,The programmer apparently failed to is going to complete the repair after the review.
en,39,triple,QMT,The programmer completed the repair after the review.,Q,M,T,,,Is it apparently true that the programmer is going to complete the repair after the review?,Will the programmer apparently completed the repair after the review?,Is it apparently true that the programmer is going to complete the repair after the review?,Is it apparently true that the programmer is going to complete the repair after the review?,Will the programmer apparently completed the repair after the review?,Will it be true that the programmer apparently completed the repair after the review?
en,40,pair,NQ_vs_QN,The programmer approved the treatment in the morning.,N,Q,,Did the programmer fail to approve the treatment in the morning?,Is it false that the programmer approved the treatment in the morning?,,,,,,
en,40,pair,NM_vs_MN,The programmer approved the treatment in the morning.,N,M,,The programmer did not approve allegedly the treatment in the morning.,The programmer allegedly did not approve the treatment in the morning.,,,,,,
en,40,pair,NT_vs_TN,The programmer approved the treatment in the morning.,N,T,,The programmer failed to plans to approve the treatment in the morning.,The programmer did not approve the treatment in the morning.,,,,,,
en,40,pair,QM_vs_MQ,The programmer approved the treatment in the morning.,Q,M,,Is it allegedly true that the programmer approved the treatment in the morning?,Did the programmer allegedly approve the treatment in the morning?,,,,,,
en,40,pair,QT_vs_TQ,The programmer approved the treatment in the morning.,Q,T,,Will it be true that the programmer approved the treatment in the morning?,Will the programmer approved the treatment in the morning?,,,,,,
en,40,pair,MT_vs_TM,The programmer approved the treatment in the morning.,M,T,,The programmer allegedly plans to approve the treatment in the morning.,The programmer plans to approve allegedly the treatment in the morning.,,,,,,
en,40,triple,NQM,The programmer approved the treatment in the morning.,N,Q,M,,,Is it allegedly true that the programmer did not approve the treatment in the morning?,Is it false that the programmer approved allegedly the treatment in the morning?,Did the programmer fail to approve the treatment in the morning?,Did the programmer fail to approve the treatment in the morning?,Is it false that the programmer allegedly approved the treatment in the morning?,Is it false that the programmer approved allegedly the treatment in the morning?
en,40,triple,NQT,The programmer approved the treatment in the morning.,N,Q,T,,,Will it be true that the programmer did not approve the treatment in the morning?,Is it false that the programmer plans to approve the treatment in the morning?,Will the programmer did not approve the treatment in the morning?,Will the programmer did not approve the treatment in the morning?,Is it false that the programmer plans to approve the treatment in the morning?,Is it false that the programmer plans to approve the treatment in the morning?
en,40,triple,NMT,The programmer approved the treatment in the morning.,N,M,T,,,The programmer failed to plans to approve allegedly the treatment in the morning.,The programmer allegedly did not approve the treatment in the morning.,The programmer did not approve allegedly the treatment in the morning.,The programmer failed to plans to approve allegedly the treatment in the morning.,The programmer did not approve allegedly the treatment in the morning.,The programmer allegedly failed to plans to approve the treatment in the morning.
en,40,triple,QMT,The programmer approved the treatment in the morning.,Q,M,T,,,Is it allegedly true that the programmer plans to approve the treatment in the morning?,Will the programmer allegedly approved the treatment in the morning?,Is it allegedly true that the programmer plans to approve the treatment in the morning?,Is it allegedly true that the programmer plans to approve the treatment in the morning?,Will the programmer allegedly approved the treatment in the morning?,Will it be true that the programmer allegedly approved the treatment in the morning?
en,41,pair,NQ_vs_QN,The programmer confirmed the answer during the meeting.,N,Q,,Did the programmer fail to confirm the answer during the meeting?,Is it false that the programmer confirmed the answer during the meeting?,,,,,,
en,41,pair,NM_vs_MN,The programmer confirmed the answer during the meeting.,N,M,,The programmer refused to confirm allegedly the answer during the meeting.,The programmer allegedly refused to confirm the answer during the meeting.,,,,,,
en,41,pair,NT_vs_TN,The programmer confirmed the answer during the meeting.,N,T,,The programmer failed to plans to confirm the answer during the meeting.,The programmer did not confirm the answer during the meeting.,,,,,,
en,41,pair,QM_vs_MQ,The programmer confirmed the answer during the meeting.,Q,M,,Is it allegedly true that the programmer confirmed the answer during the meeting?,Did the programmer allegedly confirm the answer during the meeting?,,,,,,
en,41,pair,QT_vs_TQ,The programmer confirmed the answer during the meeting.,Q,T,,Will it be true that the programmer confirmed the answer during the meeting?,Will the programmer confirmed the answer during the meeting?,,,,,,
en,41,pair,MT_vs_TM,The programmer confirmed the answer during the meeting.,M,T,,The programmer allegedly plans to confirm the answer during the meeting.,The programmer plans to confirm allegedly the answer during the meeting.,,,,,,
en,41,triple,NQM,The programmer confirmed the answer during the meeting.,N,Q,M,,,Is it allegedly true that the programmer refused to confirm the answer during the meeting?,Is it false that the programmer confirmed allegedly the answer during the meeting?,Did the programmer fail to confirm the answer during the meeting?,Did the programmer fail to confirm the answer during the meeting?,Is it false that the programmer allegedly confirmed the answer during the meeting?,Is it false that the programmer confirmed allegedly the answer during the meeting?
en,41,triple,NQT,The programmer confirmed the answer during the meeting.,N,Q,T,,,Will it be true that the programmer refused to confirm the answer during the meeting?,Is it false that the programmer plans to confirm the answer during the meeting?,Will the programmer refused to confirm the answer during the meeting?,Will the programmer refused to confirm the answer during the meeting?,Is it false that the programmer plans to confirm the answer during the meeting?,Is it false that the programmer plans to confirm the answer during the meeting?
en,41,triple,NMT,The programmer confirmed the answer during the meeting.,N,M,T,,,The programmer failed to plans to confirm allegedly the answer during the meeting.,The programmer allegedly did not confirm the answer during the meeting.,The programmer did not confirm allegedly the answer during the meeting.,The programmer failed to plans to confirm allegedly the answer during the meeting.,The programmer did not confirm allegedly the answer during the meeting.,The programmer allegedly failed to plans to confirm the answer during the meeting.
en,41,triple,QMT,The programmer confirmed the answer during the meeting.,Q,M,T,,,Is it allegedly true that the programmer plans to confirm the answer during the meeting?,Will the programmer allegedly confirmed the answer during the meeting?,Is it allegedly true that the programmer plans to confirm the answer during the meeting?,Is it allegedly true that the programmer plans to confirm the answer during the meeting?,Will the programmer allegedly confirmed the answer during the meeting?,Will it be true that the programmer allegedly confirmed the answer during the meeting?
en,42,pair,NQ_vs_QN,The programmer confirmed the answer in the morning.,N,Q,,Did the programmer fail to confirm the answer in the morning?,Is it false that the programmer confirmed the answer in the morning?,,,,,,
