language,template_id,source,N_text,Q_text,M_text,T_text,NQ_text,QN_text,NM_text,MN_text,NT_text,TN_text,QM_text,MQ_text,QT_text,TQ_text,MT_text,TM_text,NQM_abc_text,NQM_bca_text,NQM_cab_text,NQM_acb_text,NQM_cba_text,NQM_bac_text,NQT_abc_text,NQT_bca_text,NQT_cab_text,NQT_acb_text,NQT_cba_text,NQT_bac_text,NMT_abc_text,NMT_bca_text,NMT_cab_text,NMT_acb_text,NMT_cba_text,NMT_bac_text,QMT_abc_text,QMT_bca_text,QMT_cab_text,QMT_acb_text,QMT_cba_text,QMT_bac_text
fr,88,Le ingenieur a accepte l'explication apres l'examen.,Le ingenieur n'a pas voulu accepter l'explication apres l'examen.,Le ingenieur peut-il accepter l'explication apres l'examen?,Le ingenieur selon le rapport a accepte l'explication apres l'examen.,Le ingenieur va accepter l'explication apres l'examen.,Le ingenieur n'a-t-il pas reussi a accepter l'explication apres l'examen?,Est-il faux que le ingenieur a accepte l'explication apres l'examen?,Le ingenieur n'a pas voulu accepter selon le rapport l'explication apres l'examen.,Le ingenieur selon le rapport n'a pas voulu accepter l'explication apres l'examen.,Le ingenieur n'a pas reussi a va accepter l'explication apres l'examen.,Le ingenieur n'a pas voulu accepter l'explication apres l'examen.,Est-il selon le rapport vrai que le ingenieur a accepte l'explication apres l'examen?,Le ingenieur a-t-il selon le rapport accepter l'explication apres l'examen?,Sera-t-il vrai que le ingenieur a accepte l'explication apres l'examen?,Le ingenieur va-t-il a accepte l'explication apres l'examen?,Le ingenieur selon le rapport va accepter l'explication apres l'examen.,Le ingenieur va accepter selon le rapport l'explication apres l'examen.,Est-il selon le rapport vrai que le ingenieur n'a pas voulu accepter l'explication apres l'examen?,Est-il faux que le ingenieur a accepte selon le rapport l'explication apres l'examen?,Le ingenieur n'a-t-il pas reussi a accepter l'explication apres l'examen?,Le ingenieur n'a-t-il pas reussi a accepter l'explication apres l'examen?,Est-il faux que le ingenieur selon le rapport a accepte l'explication apres l'examen?,Est-il faux que le ingenieur a accepte selon le rapport l'explication apres l'examen?,Sera-t-il vrai que le ingenieur n'a pas voulu accepter l'explication apres l'examen?,Est-il faux que le ingenieur va accepter l'explication apres l'examen?,Le ingenieur va-t-il n'a pas voulu accepter l'explication apres l'examen?,Le ingenieur va-t-il n'a pas voulu accepter l'explication apres l'examen?,Est-il faux que le ingenieur va accepter l'explication apres l'examen?,Est-il faux que le ingenieur va accepter l'explication apres l'examen?,Le ingenieur n'a pas reussi a va accepter selon le rapport l'explication apres l'examen.,Le ingenieur selon le rapport n'a pas voulu accepter l'explication apres l'examen.,Le ingenieur n'a pas voulu accepter selon le rapport l'explication apres l'examen.,Le ingenieur n'a pas reussi a va accepter selon le rapport l'explication apres l'examen.,Le ingenieur n'a pas voulu accepter selon le rapport l'explication apres l'examen.,Le ingenieur selon le rapport n'a pas reussi a va accepter l'explication apres l'examen.,Est-il selon le rapport vrai que le ingenieur va accepter l'explication apres l'examen?,Le ingenieur va-t-il selon le rapport a accepte l'explication apres l'examen?,Est-il selon le rapport vrai que le ingenieur va accepter l'explication apres l'examen?,Est-il selon le rapport vrai que le ingenieur va accepter l'explication apres l'examen?,Le ingenieur va-t-il selon le rapport a accepte l'explication apres l'examen?,Sera-t-il vrai que le ingenieur selon le rapport a accepte l'explication apres l'examen?
fr,89,Le directeur a approuve le traitement le matin.,Le directeur a refuse de approuver le traitement le matin.,Le directeur peut-il approuver le traitement le matin?,Le directeur pretendument a approuve le traitement le matin.,Le directeur va approuver le traitement le matin.,Le directeur n'a-t-il pas reussi a approuver le traitement le matin?,Est-il faux que le directeur a approuve le traitement le matin?,Le directeur a refuse de approuver pretendument le traitement le matin.,Le directeur pretendument a refuse de approuver le traitement le matin.,Le directeur n'a pas reussi a va approuver le traitement le matin.,Le directeur n'a pas voulu approuver le traitement le matin.,Est-il pretendument vrai que le directeur a approuve le traitement le matin?,Le directeur a-t-il pretendument approuver le traitement le matin?,Sera-t-il vrai que le directeur a approuve le traitement le matin?,Le directeur va-t-il a approuve le traitement le matin?,Le directeur pretendument va approuver le traitement le matin.,Le directeur va approuver pretendument le traitement le matin.,Est-il pretendument vrai que le directeur a refuse de approuver le traitement le matin?,Est-il faux que le directeur a approuve pretendument le traitement le matin?,Le directeur n'a-t-il pas reussi a approuver le traitement le matin?,Le directeur n'a-t-il pas reussi a approuver le traitement le matin?,Est-il faux que le directeur pretendument a approuve le traitement le matin?,Est-il faux que le directeur a approuve pretendument le traitement le matin?,Sera-t-il vrai que le directeur a refuse de approuver le traitement le matin?,Est-il faux que le directeur va approuver le traitement le matin?,Le directeur va-t-il a refuse de approuver le traitement le matin?,Le directeur va-t-il a refuse de approuver le traitement le matin?,Est-il faux que le directeur va approuver le traitement le matin?,Est-il faux que le directeur va approuver le traitement le matin?,Le directeur n'a pas reussi a va approuver pretendument le traitement le matin.,Le directeur pretendument n'a pas voulu approuver le traitement le matin.,Le directeur n'a pas voulu approuver pretendument le traitement le matin.,Le directeur n'a pas reussi a va approuver pretendument le traitement le matin.,Le directeur n'a pas voulu approuver pretendument le traitement le matin.,Le directeur pretendument n'a pas reussi a va approuver le traitement le matin.,Est-il pretendument vrai que le directeur va approuver le traitement le matin?,Le directeur va-t-il pretendument a approuve le traitement le matin?,Est-il pretendument vrai que le directeur va approuver le traitement le matin?,Est-il pretendument vrai que le directeur va approuver le traitement le matin?,Le directeur va-t-il pretendument a approuve le traitement le matin?,Sera-t-il vrai que le directeur pretendument a approuve le traitement le matin?
fr,90,Le analyste a confirme la reponse avant la date limite.,Le analyste a refuse de confirmer la reponse avant la date limite.,Le analyste peut-il confirmer la reponse avant la date limite?,Le analyste apparemment a confirme la reponse avant la date limite.,Le analyste va confirmer la reponse avant la date limite.,Le analyste n'a-t-il pas reussi a confirmer la reponse avant la date limite?,Est-il faux que le analyste a confirme la reponse avant la date limite?,Le analyste a refuse de confirmer apparemment la reponse avant la date limite.,Le analyste apparemment a refuse de confirmer la reponse avant la date limite.,Le analyste n'a pas reussi a va confirmer la reponse avant la date limite.,Le analyste n'a pas voulu confirmer la reponse avant la date limite.,Est-il apparemment vrai que le analyste a confirme la reponse avant la date limite?,Le analyste a-t-il apparemment confirmer la reponse avant la date limite?,Sera-t-il vrai que le analyste a confirme la reponse avant la date limite?,Le analyste va-t-il a confirme la reponse avant la date limite?,Le analyste apparemment va confirmer la reponse avant la date limite.,Le analyste va confirmer apparemment la reponse avant la date limite.,Est-il apparemment vrai que le analyste a refuse de confirmer la reponse avant la date limite?,Est-il faux que le analyste a confirme apparemment la reponse avant la date limite?,Le analyste n'a-t-il pas reussi a confirmer la reponse avant la date limite?,Le analyste n'a-t-il pas reussi a confirmer la reponse avant la date limite?,Est-il faux que le analyste apparemment a confirme la reponse avant la date limite?,Est-il faux que le analyste a confirme apparemment la reponse avant la date limite?,Sera-t-il vrai que le analyste a refuse de confirmer la reponse avant la date limite?,Est-il faux que le analyste va confirmer la reponse avant la date limite?,Le analyste va-t-il a refuse de confirmer la reponse avant la date limite?,Le analyste va-t-il a refuse de confirmer la reponse avant la date limite?,Est-il faux que le analyste va confirmer la reponse avant la date limite?,Est-il faux que le analyste va confirmer la reponse avant la date limite?,Le analyste n'a pas reussi a va confirmer apparemment la reponse avant la date limite.,Le analyste apparemment n'a pas voulu confirmer la reponse avant la date limite.,Le analyste n'a pas voulu confirmer apparemment la reponse avant la date limite.,Le analyste n'a pas reussi a va confirmer apparemment la reponse avant la date limite.,Le analyste n'a pas voulu confirmer apparemment la reponse avant la date limite.,Le analyste apparemment n'a pas reussi a va confirmer la reponse avant la date limite.,Est-il apparemment vrai que le analyste va confirmer la reponse avant la date limite?,Le analyste va-t-il apparemment a confirme la reponse avant la date limite?,Est-il apparemment vrai que le analyste va confirmer la reponse avant la date limite?,Est-il apparemment vrai que le analyste va confirmer la reponse avant la date limite?,Le analyste va-t-il apparemment a confirme la reponse avant la date limite?,Sera-t-il vrai que le analyste apparemment a confirme la reponse avant la date limite?
fr,91,Le medecin a confirme la reponse avant la date limite.,Le medecin n'a pas reussi a confirmer la reponse avant la date limite.,Le medecin peut-il confirmer la reponse avant la date limite?,Le medecin pretendument a confirme la reponse avant la date limite.,Le medecin prevoit de confirmer la reponse avant la date limite.,Le medecin n'a-t-il pas reussi a confirmer la reponse avant la date limite?,Est-il faux que le medecin a confirme la reponse avant la date limite?,Le medecin n'a pas reussi a confirmer pretendument la reponse avant la date limite.,Le medecin pretendument n'a pas reussi a confirmer la reponse avant la date limite.,Le medecin n'a pas reussi a prevoit de confirmer la reponse avant la date limite.,Le medecin n'a pas voulu confirmer la reponse avant la date limite.,Est-il pretendument vrai que le medecin a confirme la reponse avant la date limite?,Le medecin a-t-il pretendument confirmer la reponse avant la date limite?,Sera-t-il vrai que le medecin a confirme la reponse avant la date limite?,Le medecin va-t-il a confirme la reponse avant la date limite?,Le medecin pretendument prevoit de confirmer la reponse avant la date limite.,Le medecin prevoit de confirmer pretendument la reponse avant la date limite.,Est-il pretendument vrai que le medecin n'a pas reussi a confirmer la reponse avant la date limite?,Est-il faux que le medecin a confirme pretendument la reponse avant la date limite?,Le medecin n'a-t-il pas reussi a confirmer la reponse avant la date limite?,Le medecin n'a-t-il pas reussi a confirmer la reponse avant la date limite?,Est-il faux que le medecin pretendument a confirme la reponse avant la date limite?,Est-il faux que le medecin a confirme pretendument la reponse avant la date limite?,Sera-t-il vrai que le medecin n'a pas reussi a confirmer la reponse avant la date limite?,Est-il faux que le medecin prevoit de confirmer la reponse avant la date limite?,Le medecin va-t-il n'a pas reussi a confirmer la reponse avant la date limite?,Le medecin va-t-il n'a pas reussi a confirmer la reponse avant la date limite?,Est-il faux que le medecin prevoit de confirmer la reponse avant la date limite?,Est-il faux que le medecin prevoit de confirmer la reponse avant la date limite?,Le medecin n'a pas reussi a prevoit de confirmer pretendument la reponse avant la date limite.,Le medecin pretendument n'a pas voulu confirmer la reponse avant la date limite.,Le medecin n'a pas voulu confirmer pretendument la reponse avant la date limite.,Le medecin n'a pas reussi a prevoit de confirmer pretendument la reponse avant la date limite.,Le medecin n'a pas voulu confirmer pretendument la reponse avant la date limite.,Le medecin pretendument n'a pas reussi a prevoit de confirmer la reponse avant la date limite.,Est-il pretendument vrai que le medecin prevoit de confirmer la reponse avant la date limite?,Le medecin va-t-il pretendument a confirme la reponse avant la date limite?,Est-il pretendument vrai que le medecin prevoit de confirmer la reponse avant la date limite?,Est-il pretendument vrai que le medecin prevoit de confirmer la reponse avant la date limite?,Le medecin va-t-il pretendument a confirme la reponse avant la date limite?,Sera-t-il vrai que le medecin pretendument a confirme la reponse avant la date limite?
fr,92,Le analyste a termine la reparation pendant la reunion.,Le analyste a refuse de terminer la reparation pendant la reunion.,Le analyste peut-il terminer la reparation pendant la reunion?,Le analyste pretendument a termine la reparation pendant la reunion.,Le analyste prevoit de terminer la reparation pendant la reunion.,Le analyste n'a-t-il pas reussi a terminer la reparation pendant la reunion?,Est-il faux que le analyste a termine la reparation pendant la reunion?,Le analyste a refuse de terminer pretendument la reparation pendant la reunion.,Le analyste pretendument a refuse de terminer la reparation pendant la reunion.,Le analyste n'a pas reussi a prevoit de terminer la reparation pendant la reunion.,Le analyste n'a pas voulu terminer la reparation pendant la reunion.,Est-il pretendument vrai que le analyste a termine la reparation pendant la reunion?,Le analyste a-t-il pretendument terminer la reparation pendant la reunion?,Sera-t-il vrai que le analyste a termine la reparation pendant la reunion?,Le analyste va-t-il a termine la reparation pendant la reunion?,Le analyste pretendument prevoit de terminer la reparation pendant la reunion.,Le analyste prevoit de terminer pretendument la reparation pendant la reunion.,Est-il pretendument vrai que le analyste a refuse de terminer la reparation pendant la reunion?,Est-il faux que le analyste a termine pretendument la reparation pendant la reunion?,Le analyste n'a-t-il pas reussi a terminer la reparation pendant la reunion?,Le analyste n'a-t-il pas reussi a terminer la reparation pendant la reunion?,Est-il faux que le analyste pretendument a termine la reparation pendant la reunion?,Est-il faux que le analyste a termine pretendument la reparation pendant la reunion?,Sera-t-il vrai que le analyste a refuse de terminer la reparation pendant la reunion?,Est-il faux que le analyste prevoit de terminer la reparation pendant la reunion?,Le analyste va-t-il a refuse de terminer la reparation pendant la reunion?,Le analyste va-t-il a refuse de terminer la reparation pendant la reunion?,Est-il faux que le analyste prevoit de terminer la reparation pendant la reunion?,Est-il faux que le analyste prevoit de terminer la reparation pendant la reunion?,Le analyste n'a pas reussi a prevoit de terminer pretendument la reparation pendant la reunion.,Le analyste pretendument n'a pas voulu terminer la reparation pendant la reunion.,Le analyste n'a pas voulu terminer pretendument la reparation pendant la reunion.,Le analyste n'a pas reussi a prevoit de terminer pretendument la reparation pendant la reunion.,Le analyste n'a pas voulu terminer pretendument la reparation pendant la reunion.,Le analyste pretendument n'a pas reussi a prevoit de terminer la reparation pendant la reunion.,Est-il pretendument vrai que le analyste prevoit de terminer la reparation pendant la reunion?,Le analyste va-t-il pretendument a termine la reparation pendant la reunion?,Est-il pretendument vrai que le analyste prevoit de terminer la reparation pendant la reunion?,Est-il pretendument vrai que le analyste prevoit de terminer la reparation pendant la reunion?,Le analyste va-t-il pretendument a termine la reparation pendant la reunion?,Sera-t-il vrai que le analyste pretendument a termine la reparation pendant la reunion?
fr,93,Le scientifique a soutenu la theorie pendant la reunion.,Le scientifique n'a pas reussi a soutenir la theorie pendant la reunion.,Le scientifique peut-il soutenir la theorie pendant la reunion?,Le scientifique apparemment a soutenu la theorie pendant la reunion.,Le scientifique tentera de soutenir la theorie pendant la reunion.,Le scientifique n'a-t-il pas reussi a soutenir la theorie pendant la reunion?,Est-il faux que le scientifique a soutenu la theorie pendant la reunion?,Le scientifique n'a pas reussi a soutenir apparemment la theorie pendant la reunion.,Le scientifique apparemment n'a pas reussi a soutenir la theorie pendant la reunion.,Le scientifique n'a pas reussi a tentera de soutenir la theorie pendant la reunion.,Le scientifique n'a pas voulu soutenir la theorie pendant la reunion.,Est-il apparemment vrai que le scientifique a soutenu la theorie pendant la reunion?,Le scientifique a-t-il apparemment soutenir la theorie pendant la reunion?,Sera-t-il vrai que le scientifique a soutenu la theorie pendant la reunion?,Le scientifique va-t-il a soutenu la theorie pendant la reunion?,Le scientifique apparemment tentera de soutenir la theorie pendant la reunion.,Le scientifique tentera de soutenir apparemment la theorie pendant la reunion.,Est-il apparemment vrai que le scientifique n'a pas reussi a soutenir la theorie pendant la reunion?,Est-il faux que le scientifique a soutenu apparemment la theorie pendant la reunion?,Le scientifique n'a-t-il pas reussi a soutenir la theorie pendant la reunion?,Le scientifique n'a-t-il pas reussi a soutenir la theorie pendant la reunion?,Est-il faux que le scientifique apparemment a soutenu la theorie pendant la reunion?,Est-il faux que le scientifique a soutenu apparemment la theorie pendant la reunion?,Sera-t-il vrai que le scientifique n'a pas reussi a soutenir la theorie pendant la reunion?,Est-il faux que le scientifique tentera de soutenir la theorie pendant la reunion?,Le scientifique va-t-il n'a pas reussi a soutenir la theorie pendant la reunion?,Le scientifique va-t-il n'a pas reussi a soutenir la theorie pendant la reunion?,Est-il faux que le scientifique tentera de soutenir la theorie pendant la reunion?,Est-il faux que le scientifique tentera de soutenir la theorie pendant la reunion?,Le scientifique n'a pas reussi a tentera de soutenir apparemment la theorie pendant la reunion.,Le scientifique apparemment n'a pas voulu soutenir la theorie pendant la reunion.,Le scientifique n'a pas voulu soutenir apparemment la theorie pendant la reunion.,Le scientifique n'a pas reussi a tentera de soutenir apparemment la theorie pendant la reunion.,Le scientifique n'a pas voulu soutenir apparemment la theorie pendant la reunion.,Le scientifique apparemment n'a pas reussi a tentera de soutenir la theorie pendant la reunion.,Est-il apparemment vrai que le scientifique tentera de soutenir la theorie pendant la reunion?,Le scientifique va-t-il apparemment a soutenu la theorie pendant la reunion?,Est-il apparemment vrai que le scientifique tentera de soutenir la theorie pendant la reunion?,Est-il apparemment vrai que le scientifique tentera de soutenir la theorie pendant la reunion?,Le scientifique va-t-il apparemment a soutenu la theorie pendant la reunion?,Sera-t-il vrai que le scientifique apparemment a soutenu la theorie pendant la reunion?
fr,94,Le medecin a confirme la reponse pendant la reunion.,Le medecin n'a pas voulu confirmer la reponse pendant la reunion.,Le medecin peut-il confirmer la reponse pendant la reunion?,Le medecin selon le rapport a confirme la reponse pendant la reunion.,Le medecin prevoit de confirmer la reponse pendant la reunion.,Le medecin n'a-t-il pas reussi a confirmer la reponse pendant la reunion?,Est-il faux que le medecin a confirme la reponse pendant la reunion?,Le medecin n'a pas voulu confirmer selon le rapport la reponse pendant la reunion.,Le medecin selon le rapport n'a pas voulu confirmer la reponse pendant la reunion.,Le medecin n'a pas reussi a prevoit de confirmer la reponse pendant la reunion.,Le medecin n'a pas voulu confirmer la reponse pendant la reunion.,Est-il selon le rapport vrai que le medecin a confirme la reponse pendant la reunion?,Le medecin a-t-il selon le rapport confirmer la reponse pendant la reunion?,Sera-t-il vrai que le medecin a confirme la reponse pendant la reunion?,Le medecin va-t-il a confirme la reponse pendant la reunion?,Le medecin selon le rapport prevoit de confirmer la reponse pendant la reunion.,Le medecin prevoit de confirmer selon le rapport la reponse pendant la reunion.,Est-il selon le rapport vrai que le medecin n'a pas voulu confirmer la reponse pendant la reunion?,Est-il faux que le medecin a confirme selon le rapport la reponse pendant la reunion?,Le medecin n'a-t-il pas reussi a confirmer la reponse pendant la reunion?,Le medecin n'a-t-il pas reussi a confirmer la reponse pendant la reunion?,Est-il faux que le medecin selon le rapport a confirme la reponse pendant la reunion?,Est-il faux que le medecin a confirme selon le rapport la reponse pendant la reunion?,Sera-t-il vrai que le medecin n'a pas voulu confirmer la reponse pendant la reunion?,Est-il faux que le medecin prevoit de confirmer la reponse pendant la reunion?,Le medecin va-t-il n'a pas voulu confirmer la reponse pendant la reunion?,Le medecin va-t-il n'a pas voulu confirmer la reponse pendant la reunion?,Est-il faux que le medecin prevoit de confirmer la reponse pendant la reunion?,Est-il faux que le medecin prevoit de confirmer la reponse pendant la reunion?,Le medecin n'a pas reussi a prevoit de confirmer selon le rapport la reponse pendant la reunion.,Le medecin selon le rapport n'a pas voulu confirmer la reponse pendant la reunion.,Le medecin n'a pas voulu confirmer selon le rapport la reponse pendant la reunion.,Le medecin n'a pas reussi a prevoit de confirmer selon le rapport la reponse pendant la reunion.,Le medecin n'a pas voulu confirmer selon le rapport la reponse pendant la reunion.,Le medecin selon le rapport n'a pas reussi a prevoit de confirmer la reponse pendant la reunion.,Est-il selon le rapport vrai que le medecin prevoit de confirmer la reponse pendant la reunion?,Le medecin va-t-il selon le rapport a confirme la reponse pendant la reunion?,Est-il selon le rapport vrai que le medecin prevoit de confirmer la reponse pendant la reunion?,Est-il selon le rapport vrai que le medecin prevoit de confirmer la reponse pendant la reunion?,Le medecin va-t-il selon le rapport a confirme la reponse pendant la reunion?,Sera-t-il vrai que le medecin selon le rapport a confirme la reponse pendant la reunion?
fr,95,Le ingenieur a confirme la reponse avant la date limite.,Le ingenieur a refuse de confirmer la reponse avant la date limite.,Le ingenieur peut-il confirmer la reponse avant la date limite?,Le ingenieur pretendument a confirme la reponse avant la date limite.,Le ingenieur prevoit de confirmer la reponse avant la date limite.,Le ingenieur n'a-t-il pas reussi a confirmer la reponse avant la date limite?,Est-il faux que le ingenieur a confirme la reponse avant la date limite?,Le ingenieur a refuse de confirmer pretendument la reponse avant la date limite.,Le ingenieur pretendument a refuse de confirmer la reponse avant la date limite.,Le ingenieur n'a pas reussi a prevoit de confirmer la reponse avant la date limite.,Le ingenieur n'a pas voulu confirmer la reponse avant la date limite.,Est-il pretendument vrai que le ingenieur a confirme la reponse avant la date limite?,Le ingenieur a-t-il pretendument confirmer la reponse avant la date limite?,Sera-t-il vrai que le ingenieur a confirme la reponse avant la date limite?,Le ingenieur va-t-il a confirme la reponse avant la date limite?,Le ingenieur pretendument prevoit de confirmer la reponse avant la date limite.,Le ingenieur prevoit de confirmer pretendument la reponse avant la date limite.,Est-il pretendument vrai que le ingenieur a refuse de confirmer la reponse avant la date limite?,Est-il faux que le ingenieur a confirme pretendument la reponse avant la date limite?,Le ingenieur n'a-t-il pas reussi a confirmer la reponse avant la date limite?,Le ingenieur n'a-t-il pas reussi a confirmer la reponse avant la date limite?,Est-il faux que le ingenieur pretendument a confirme la reponse avant la date limite?,Est-il faux que le ingenieur a confirme pretendument la reponse avant la date limite?,Sera-t-il vrai que le ingenieur a refuse de confirmer la reponse avant la date limite?,Est-il faux que le ingenieur prevoit de confirmer la reponse avant la date limite?,Le ingenieur va-t-il a refuse de confirmer la reponse avant la date limite?,Le ingenieur va-t-il a refuse de confirmer la reponse avant la date limite?,Est-il faux que le ingenieur prevoit de confirmer la reponse avant la date limite?,Est-il faux que le ingenieur prevoit de confirmer la reponse avant la date limite?,Le ingenieur n'a pas reussi a prevoit de confirmer pretendument la reponse avant la date limite.,Le ingenieur pretendument n'a pas voulu confirmer la reponse avant la date limite.,Le ingenieur n'a pas voulu confirmer pretendument la reponse avant la date limite.,Le ingenieur n'a pas reussi a prevoit de confirmer pretendument la reponse avant la date limite.,Le ingenieur n'a pas voulu confirmer pretendument la reponse avant la date limite.,Le ingenieur pretendument n'a pas reussi a prevoit de confirmer la reponse avant la date limite.,Est-il pretendument vrai que le ingenieur prevoit de confirmer la reponse avant la date limite?,Le ingenieur va-t-il pretendument a confirme la reponse avant la date limite?,Est-il pretendument vrai que le ingenieur prevoit de confirmer la reponse avant la date limite?,Est-il pretendument vrai que le ingenieur prevoit de confirmer la reponse avant la date limite?,Le ingenieur va-t-il pretendument a confirme la reponse avant la date limite?,Sera-t-il vrai que le ingenieur pretendument a confirme la reponse avant la date limite?
fr,96,Le chercheur a accepte l'explication avant la date limite.,Le chercheur n'a pas voulu accepter l'explication avant la date limite.,Le chercheur peut-il accepter l'explication avant la date limite?,Le chercheur selon le rapport a accepte l'explication avant la date limite.,Le chercheur va accepter l'explication avant la date limite.,Le chercheur n'a-t-il pas reussi a accepter l'explication avant la date limite?,Est-il faux que le chercheur a accepte l'explication avant la date limite?,Le chercheur n'a pas voulu accepter selon le rapport l'explication avant la date limite.,Le chercheur selon le rapport n'a pas voulu accepter l'explication avant la date limite.,Le chercheur n'a pas reussi a va accepter l'explication avant la date limite.,Le chercheur n'a pas voulu accepter l'explication avant la date limite.,Est-il selon le rapport vrai que le chercheur a accepte l'explication avant la date limite?,Le chercheur a-t-il selon le rapport accepter l'explication avant la date limite?,Sera-t-il vrai que le chercheur a accepte l'explication avant la date limite?,Le chercheur va-t-il a accepte l'explication avant la date limite?,Le chercheur selon le rapport va accepter l'explication avant la date limite.,Le chercheur va accepter selon le rapport l'explication avant la date limite.,Est-il selon le rapport vrai que le chercheur n'a pas voulu accepter l'explication avant la date limite?,Est-il faux que le chercheur a accepte selon le rapport l'explication avant la date limite?,Le chercheur n'a-t-il pas reussi a accepter l'explication avant la date limite?,Le chercheur n'a-t-il pas reussi a accepter l'explication avant la date limite?,Est-il faux que le chercheur selon le rapport a accepte l'explication avant la date limite?,Est-il faux que le chercheur a accepte selon le rapport l'explication avant la date limite?,Sera-t-il vrai que le chercheur n'a pas voulu accepter l'explication avant la date limite?,Est-il faux que le chercheur va accepter l'explication avant la date limite?,Le chercheur va-t-il n'a pas voulu accepter l'explication avant la date limite?,Le chercheur va-t-il n'a pas voulu accepter l'explication avant la date limite?,Est-il faux que le chercheur va accepter l'explication avant la date limite?,Est-il faux que le chercheur va accepter l'explication avant la date limite?,Le chercheur n'a pas reussi a va accepter selon le rapport l'explication avant la date limite.,Le chercheur selon le rapport n'a pas voulu accepter l'explication avant la date limite.,Le chercheur n'a pas voulu accepter selon le rapport l'explication avant la date limite.,Le chercheur n'a pas reussi a va accepter selon le rapport l'explication avant la date limite.,Le chercheur n'a pas voulu accepter selon le rapport l'explication avant la date limite.,Le chercheur selon le rapport n'a pas reussi a va accepter l'explication avant la date limite.,Est-il selon le rapport vrai que le chercheur va accepter l'explication avant la date limite?,Le chercheur va-t-il selon le rapport a accepte l'explication avant la date limite?,Est-il selon le rapport vrai que le chercheur va accepter l'explication avant la date limite?,Est-il selon le rapport vrai que le chercheur va accepter l'explication avant la date limite?,Le chercheur va-t-il selon le rapport a accepte l'explication avant la date limite?,Sera-t-il vrai que le chercheur selon le rapport a accepte l'explication avant la date limite?
fr,97,Le directeur a termine la reparation avant la date limite.,Le directeur n'a pas voulu terminer la reparation avant la date limite.,Le directeur peut-il terminer la reparation avant la date limite?,Le directeur selon le rapport a termine la reparation avant la date limite.,Le directeur prevoit de terminer la reparation avant la date limite.,Le directeur n'a-t-il pas reussi a terminer la reparation avant la date limite?,Est-il faux que le directeur a termine la reparation avant la date limite?,Le directeur n'a pas voulu terminer selon le rapport la reparation avant la date limite.,Le directeur selon le rapport n'a pas voulu terminer la reparation avant la date limite.,Le directeur n'a pas reussi a prevoit de terminer la reparation avant la date limite.,Le directeur n'a pas voulu terminer la reparation avant la date limite.,Est-il selon le rapport vrai que le directeur a termine la reparation avant la date limite?,Le directeur a-t-il selon le rapport terminer la reparation avant la date limite?,Sera-t-il vrai que le directeur a termine la reparation avant la date limite?,Le directeur va-t-il a termine la reparation avant la date limite?,Le directeur selon le rapport prevoit de terminer la reparation avant la date limite.,Le directeur prevoit de terminer selon le rapport la reparation avant la date limite.,Est-il selon le rapport vrai que le directeur n'a pas voulu terminer la reparation avant la date limite?,Est-il faux que le directeur a termine selon le rapport la reparation avant la date limite?,Le directeur n'a-t-il pas reussi a terminer la reparation avant la date limite?,Le directeur n'a-t-il pas reussi a terminer la reparation avant la date limite?,Est-il faux que le directeur selon le rapport a termine la reparation avant la date limite?,Est-il faux que le directeur a termine selon le rapport la reparation avant la date limite?,Sera-t-il vrai que le directeur n'a pas voulu terminer la reparation avant la date limite?,Est-il faux que le directeur prevoit de terminer la reparation avant la date limite?,Le directeur va-t-il n'a pas voulu terminer la reparation avant la date limite?,Le directeur va-t-il n'a pas voulu terminer la reparation avant la date limite?,Est-il faux que le directeur prevoit de terminer la reparation avant la date limite?,Est-il faux que le directeur prevoit de terminer la reparation avant la date limite?,Le directeur n'a pas reussi a prevoit de terminer selon le rapport la reparation avant la date limite.,Le directeur selon le rapport n'a pas voulu terminer la reparation avant la date limite.,Le directeur n'a pas voulu terminer selon le rapport la reparation avant la date limite.,Le directeur n'a pas reussi a prevoit de terminer selon le rapport la reparation avant la date limite.,Le directeur n'a pas voulu terminer selon le rapport la reparation avant la date limite.,Le directeur selon le rapport n'a pas reussi a prevoit de terminer la reparation avant la date limite.,Est-il selon le rapport vrai que le directeur prevoit de terminer la reparation avant la date limite?,Le directeur va-t-il selon le rapport a termine la reparation avant la date limite?,Est-il selon le rapport vrai que le directeur prevoit de terminer la reparation avant la date limite?,Est-il selon le rapport vrai que le directeur prevoit de terminer la reparation avant la date limite?,Le directeur va-t-il selon le rapport a termine la reparation avant la date limite?,Sera-t-il vrai que le directeur selon le rapport a termine la reparation avant la date limite?
