template_id,kind,source,a,b,c,ab,ba,abc,bca,cab,acb,cba,bac
21,antisymmetry,The scientist approved the treatment.,N,T,,The scientist will fail to approve the treatment tomorrow.,The scientist failed to have approved the treatment earlier.,,,,,,
21,antisymmetry,The scientist approved the treatment.,Q,M,,Could the scientist allegedly approve the treatment?,Is it alleged that the scientist approved the treatment?,,,,,,
21,antisymmetry,The scientist approved the treatment.,Q,T,,Could the scientist approve the treatment tomorrow?,Will the scientist approve the treatment tomorrow?,,,,,,
21,antisymmetry,The scientist approved the treatment.,M,T,,The scientist will allegedly approve the treatment tomorrow.,The scientist was allegedly going to approve the treatment.,,,,,,
21,jacobi,The scientist approved the treatment.,N,Q,M,,,Could the scientist allegedly fail to approve the treatment?,Is it false that the scientist allegedly approved the treatment?,Is it alleged that the scientist failed to approve the treatment?,Could it be alleged that the scientist failed to approve the treatment?,"Allegedly, is it false that the scientist approved the treatment?",Could it be false that the scientist allegedly approved the treatment?
21,jacobi,The scientist approved the treatment.,N,Q,T,,,Could the scientist fail to approve the treatment tomorrow?,Is it false that the scientist will approve the treatment tomorrow?,Could the scientist have failed to approve the treatment earlier?,Could it be that the scientist will fail to approve the treatment tomorrow?,Will it be false that the scientist approve the treatment tomorrow?,Could it be false that the scientist will approve the treatment tomorrow?
21,jacobi,The scientist approved the treatment.,N,M,T,,,The scientist will allegedly fail to approve the treatment tomorrow.,The scientist was allegedly going to fail to approve the treatment.,"Earlier, the scientist allegedly failed to have approved the treatment.","Allegedly, the scientist will fail to approve the treatment tomorrow.","Earlier, it was alleged that the scientist failed to have approved the treatment.",It is alleged that the scientist will fail to approve the treatment tomorrow.
21,jacobi,The scientist approved the treatment.,Q,M,T,,,Could the scientist allegedly approve the treatment tomorrow?,Could it be alleged that the scientist will approve the treatment tomorrow?,"Allegedly, will the scientist approve the treatment tomorrow?","Allegedly, could the scientist approve the treatment tomorrow?",Could the scientist have allegedly planned to approve the treatment?,Will it be alleged that the scientist approve the treatment tomorrow?
22,antisymmetry,The researcher accepted the explanation.,N,Q,,Could the researcher fail to accept the explanation?,Is it false that the researcher accepted the explanation?,,,,,,
22,antisymmetry,The researcher accepted the explanation.,N,M,,The researcher allegedly failed to accept the explanation.,"Allegedly, the researcher failed to accept the explanation.",,,,,,
22,antisymmetry,The researcher accepted the explanation.,N,T,,The researcher will fail to accept the explanation tomorrow.,The researcher failed to have accepted the explanation earlier.,,,,,,
22,antisymmetry,The researcher accepted the explanation.,Q,M,,Could the researcher allegedly accept the explanation?,Is it alleged that the researcher accepted the explanation?,,,,,,
22,antisymmetry,The researcher accepted the explanation.,Q,T,,Could the researcher accept the explanation tomorrow?,Will the researcher accept the explanation tomorrow?,,,,,,
22,antisymmetry,The researcher accepted the explanation.,M,T,,The researcher will allegedly accept the explanation tomorrow.,The researcher was allegedly going to accept the explanation.,,,,,,
22,jacobi,The researcher accepted the explanation.,N,Q,M,,,Could the researcher allegedly fail to accept the explanation?,Is it false that the researcher allegedly accepted the explanation?,Is it alleged that the researcher failed to accept the explanation?,Could it be alleged that the researcher failed to accept the explanation?,"Allegedly, is it false that the researcher accepted the explanation?",Could it be false that the researcher allegedly accepted the explanation?
22,jacobi,The researcher accepted the explanation.,N,Q,T,,,Could the researcher fail to accept the explanation tomorrow?,Is it false that the researcher will accept the explanation tomorrow?,Could the researcher have failed to accept the explanation earlier?,Could it be that the researcher will fail to accept the explanation tomorrow?,Will it be false that the researcher accept the explanation tomorrow?,Could it be false that the researcher will accept the explanation tomorrow?
22,jacobi,The researcher accepted the explanation.,N,M,T,,,The researcher will allegedly fail to accept the explanation tomorrow.,The researcher was allegedly going to fail to accept the explanation.,"Earlier, the researcher allegedly failed to have accepted the explanation.","Allegedly, the researcher will fail to accept the explanation tomorrow.","Earlier, it was alleged that the researcher failed to have accepted the explanation.",It is alleged that the researcher will fail to accept the explanation tomorrow.
22,jacobi,The researcher accepted the explanation.,Q,M,T,,,Could the researcher allegedly accept the explanation tomorrow?,Could it be alleged that the researcher will accept the explanation tomorrow?,"Allegedly, will the researcher accept the explanation tomorrow?","Allegedly, could the researcher accept the explanation tomorrow?",Could the researcher have allegedly planned to accept the explanation?,Will it be alleged that the researcher accept the explanation tomorrow?
23,antisymmetry,The researcher verified the report.,N,Q,,Could the researcher fail to verify the report?,Is it false that the researcher verified the report?,,,,,,
23,antisymmetry,The researcher verified the report.,N,M,,The researcher allegedly failed to verify the report.,"Allegedly, the researcher failed to verify the report.",,,,,,
23,antisymmetry,The researcher verified the report.,N,T,,The researcher will fail to verify the report tomorrow.,The researcher failed to have verified the report earlier.,,,,,,
23,antisymmetry,The researcher verified the report.,Q,M,,Could the researcher allegedly verify the report?,Is it alleged that the researcher verified the report?,,,,,,
23,antisymmetry,The researcher verified the report.,Q,T,,Could the researcher verify the report tomorrow?,Will the researcher verify the report tomorrow?,,,,,,
23,antisymmetry,The researcher verified the report.,M,T,,The researcher will allegedly verify the report tomorrow.,The researcher was allegedly going to verify the report.,,,,,,
23,jacobi,The researcher verified the report.,N,Q,M,,,Could the researcher allegedly fail to verify the report?,Is it false that the researcher allegedly verified the report?,Is it alleged that the researcher failed to verify the report?,Could it be alleged that the researcher failed to verify the report?,"Allegedly, is it false that the researcher verified the report?",Could it be false that the researcher allegedly verified the report?
23,jacobi,The researcher verified the report.,N,Q,T,,,Could the researcher fail to verify the report tomorrow?,Is it false that the researcher will verify the report tomorrow?,Could the researcher have failed to verify the report earlier?,Could it be that the researcher will fail to verify the report tomorrow?,Will it be false that the researcher verify the report tomorrow?,Could it be false that the researcher will verify the report tomorrow?
23,jacobi,The researcher verified the report.,N,M,T,,,The researcher will allegedly fail to verify the report tomorrow.,The researcher was allegedly going to fail to verify the report.,"Earlier, the researcher allegedly failed to have verified the report.","Allegedly, the researcher will fail to verify the report tomorrow.","Earlier, it was alleged that the researcher failed to have verified the report.",It is alleged that the researcher will fail to verify the report tomorrow.
23,jacobi,The researcher verified the report.,Q,M,T,,,Could the researcher allegedly verify the report tomorrow?,Could it be alleged that the researcher will verify the report tomorrow?,"Allegedly, will the researcher verify the report tomorrow?","Allegedly, could the researcher verify the report tomorrow?",Could the researcher have allegedly planned to verify the report?,Will it be alleged that the researcher verify the report tomorrow?
24,antisymmetry,The scientist opened the portal.,N,Q,,Could the scientist fail to open the portal?,Is it false that the scientist opened the portal?,,,,,,
24,antisymmetry,The scientist opened the portal.,N,M,,The scientist allegedly failed to open the portal.,"Allegedly, the scientist failed to open the portal.",,,,,,
24,antisymmetry,The scientist opened the portal.,N,T,,The scientist will fail to open the portal tomorrow.,The scientist failed to have opened the portal earlier.,,,,,,
24,antisymmetry,The scientist opened the portal.,Q,M,,Could the scientist allegedly open the portal?,Is it alleged that the scientist opened the portal?,,,,,,
24,antisymmetry,The scientist opened the portal.,Q,T,,Could the scientist open the portal tomorrow?,Will the scientist open the portal tomorrow?,,,,,,
24,antisymmetry,The scientist opened the portal.,M,T,,The scientist will allegedly open the portal tomorrow.,The scientist was allegedly going to open the portal.,,,,,,
24,jacobi,The scientist opened the portal.,N,Q,M,,,Could the scientist allegedly fail to open the portal?,Is it false that the scientist allegedly opened the portal?,Is it alleged that the scientist failed to open the portal?,Could it be alleged that the scientist failed to open the portal?,"Allegedly, is it false that the scientist opened the portal?",Could it be false that the scientist allegedly opened the portal?
24,jacobi,The scientist opened the portal.,N,Q,T,,,Could the scientist fail to open the portal tomorrow?,Is it false that the scientist will open the portal tomorrow?,Could the scientist have failed to open the portal earlier?,Could it be that the scientist will fail to open the portal tomorrow?,Will it be false that the scientist open the portal tomorrow?,Could it be false that the scientist will open the portal tomorrow?
24,jacobi,The scientist opened the portal.,N,M,T,,,The scientist will allegedly fail to open the portal tomorrow.,The scientist was allegedly going to fail to open the portal.,"Earlier, the scientist allegedly failed to have opened the portal.","Allegedly, the scientist will fail to open the portal tomorrow.","Earlier, it was alleged that the scientist failed to have opened the portal.",It is alleged that the scientist will fail to open the portal tomorrow.
24,jacobi,The scientist opened the portal.,Q,M,T,,,Could the scientist allegedly open the portal tomorrow?,Could it be alleged that the scientist will open the portal tomorrow?,"Allegedly, will the scientist open the portal tomorrow?","Allegedly, could the scientist open the portal tomorrow?",Could the scientist have allegedly planned to open the portal?,Will it be alleged that the scientist open the portal tomorrow?
25,antisymmetry,The oracle confirmed the answer.,N,Q,,Could the oracle fail to confirm the answer?,Is it false that the oracle confirmed the answer?,,,,,,
25,antisymmetry,The oracle confirmed the answer.,N,M,,The oracle allegedly failed to confirm the answer.,"Allegedly, the oracle failed to confirm the answer.",,,,,,
25,antisymmetry,The oracle confirmed the answer.,N,T,,The oracle will fail to confirm the answer tomorrow.,The oracle failed to have confirmed the answer earlier.,,,,,,
25,antisymmetry,The oracle confirmed the answer.,Q,M,,Could the oracle allegedly confirm the answer?,Is it alleged that the oracle confirmed the answer?,,,,,,
25,antisymmetry,The oracle confirmed the answer.,Q,T,,Could the oracle confirm the answer tomorrow?,Will the oracle confirm the answer tomorrow?,,,,,,
25,antisymmetry,The oracle confirmed the answer.,M,T,,The oracle will allegedly confirm the answer tomorrow.,The oracle was allegedly going to confirm the answer.,,,,,,
25,jacobi,The oracle confirmed the answer.,N,Q,M,,,Could the oracle allegedly fail to confirm the answer?,Is it false that the oracle allegedly confirmed the answer?,Is it alleged that the oracle failed to confirm the answer?,Could it be alleged that the oracle failed to confirm the answer?,"Allegedly, is it false that the oracle confirmed the answer?",Could it be false that the oracle allegedly confirmed the answer?
25,jacobi,The oracle confirmed the answer.,N,Q,T,,,Could the oracle fail to confirm the answer tomorrow?,Is it false that the oracle will confirm the answer tomorrow?,Could the oracle have failed to confirm the answer earlier?,Could it be that the oracle will fail to confirm the answer tomorrow?,Will it be false that the oracle confirm the answer tomorrow?,Could it be false that the oracle will confirm the answer tomorrow?
25,jacobi,The oracle confirmed the answer.,N,M,T,,,The oracle will allegedly fail to confirm the answer tomorrow.,The oracle was allegedly going to fail to confirm the answer.,"Earlier, the oracle allegedly failed to have confirmed the answer.","Allegedly, the oracle will fail to confirm the answer tomorrow.","Earlier, it was alleged that the oracle failed to have confirmed the answer.",It is alleged that the oracle will fail to confirm the answer tomorrow.
25,jacobi,The oracle confirmed the answer.,Q,M,T,,,Could the oracle allegedly confirm the answer tomorrow?,Could it be alleged that the oracle will confirm the answer tomorrow?,"Allegedly, will the oracle confirm the answer tomorrow?","Allegedly, could the oracle confirm the answer tomorrow?",Could the oracle have allegedly planned to confirm the answer?,Will it be alleged that the oracle confirm the answer tomorrow?
26,antisymmetry,The pirate accepted the explanation.,N,Q,,Could the pirate fail to accept the explanation?,Is it false that the pirate accepted the explanation?,,,,,,
26,antisymmetry,The pirate accepted the explanation.,N,M,,The pirate allegedly failed to accept the explanation.,"Allegedly, the pirate failed to accept the explanation.",,,,,,
26,antisymmetry,The pirate accepted the explanation.,N,T,,The pirate will fail to accept the explanation tomorrow.,The pirate failed to have accepted the explanation earlier.,,,,,,
26,antisymmetry,The pirate accepted the explanation.,Q,M,,Could the pirate allegedly accept the explanation?,Is it alleged that the pirate accepted the explanation?,,,,,,
26,antisymmetry,The pirate accepted the explanation.,Q,T,,Could the pirate accept the explanation tomorrow?,Will the pirate accept the explanation tomorrow?,,,,,,
26,antisymmetry,The pirate accepted the explanation.,M,T,,The pirate will allegedly accept the explanation tomorrow.,The pirate was allegedly going to accept the explanation.,,,,,,
26,jacobi,The pirate accepted the explanation.,N,Q,M,,,Could the pirate allegedly fail to accept the explanation?,Is it false that the pirate allegedly accepted the explanation?,Is it alleged that the pirate failed to accept the explanation?,Could it be alleged that the pirate failed to accept the explanation?,"Allegedly, is it false that the pirate accepted the explanation?",Could it be false that the pirate allegedly accepted the explanation?
26,jacobi,The pirate accepted the explanation.,N,Q,T,,,Could the pirate fail to accept the explanation tomorrow?,Is it false that the pirate will accept the explanation tomorrow?,Could the pirate have failed to accept the explanation earlier?,Could it be that the pirate will fail to accept the explanation tomorrow?,Will it be false that the pirate accept the explanation tomorrow?,Could it be false that the pirate will accept the explanation tomorrow?
26,jacobi,The pirate accepted the explanation.,N,M,T,,,The pirate will allegedly fail to accept the explanation tomorrow.,The pirate was allegedly going to fail to accept the explanation.,"Earlier, the pirate allegedly failed to have accepted the explanation.","Allegedly, the pirate will fail to accept the explanation tomorrow.","Earlier, it was alleged that the pirate failed to have accepted the explanation.",It is alleged that the pirate will fail to accept the explanation tomorrow.
26,jacobi,The pirate accepted the explanation.,Q,M,T,,,Could the pirate allegedly accept the explanation tomorrow?,Could it be alleged that the pirate will accept the explanation tomorrow?,"Allegedly, will the pirate accept the explanation tomorrow?","Allegedly, could the pirate accept the explanation tomorrow?",Could the pirate have allegedly planned to accept the explanation?,Will it be alleged that the pirate accept the explanation tomorrow?
27,antisymmetry,The teacher accepted the explanation.,N,Q,,Could the teacher fail to accept the explanation?,Is it false that the teacher accepted the explanation?,,,,,,
27,antisymmetry,The teacher accepted the explanation.,N,M,,The teacher allegedly failed to accept the explanation.,"Allegedly, the teacher failed to accept the explanation.",,,,,,
27,antisymmetry,The teacher accepted the explanation.,N,T,,The teacher will fail to accept the explanation tomorrow.,The teacher failed to have accepted the explanation earlier.,,,,,,
27,antisymmetry,The teacher accepted the explanation.,Q,M,,Could the teacher allegedly accept the explanation?,Is it alleged that the teacher accepted the explanation?,,,,,,
27,antisymmetry,The teacher accepted the explanation.,Q,T,,Could the teacher accept the explanation tomorrow?,Will the teacher accept the explanation tomorrow?,,,,,,
27,antisymmetry,The teacher accepted the explanation.,M,T,,The teacher will allegedly accept the explanation tomorrow.,The teacher was allegedly going to accept the explanation.,,,,,,
27,jacobi,The teacher accepted the explanation.,N,Q,M,,,Could the teacher allegedly fail to accept the explanation?,Is it false that the teacher allegedly accepted the explanation?,Is it alleged that the teacher failed to accept the explanation?,Could it be alleged that the teacher failed to accept the explanation?,"Allegedly, is it false that the teacher accepted the explanation?",Could it be false that the teacher allegedly accepted the explanation?
27,jacobi,The teacher accepted the explanation.,N,Q,T,,,Could the teacher fail to accept the explanation tomorrow?,Is it false that the teacher will accept the explanation tomorrow?,Could the teacher have failed to accept the explanation earlier?,Could it be that the teacher will fail to accept the explanation tomorrow?,Will it be false that the teacher accept the explanation tomorrow?,Could it be false that the teacher will accept the explanation tomorrow?
27,jacobi,The teacher accepted the explanation.,N,M,T,,,The teacher will allegedly fail to accept the explanation tomorrow.,The teacher was allegedly going to fail to accept the explanation.,"Earlier, the teacher allegedly failed to have accepted the explanation.","Allegedly, the teacher will fail to accept the explanation tomorrow.","Earlier, it was alleged that the teacher failed to have accepted the explanation.",It is alleged that the teacher will fail to accept the explanation tomorrow.
27,jacobi,The teacher accepted the explanation.,Q,M,T,,,Could the teacher allegedly accept the explanation tomorrow?,Could it be alleged that the teacher will accept the explanation tomorrow?,"Allegedly, will the teacher accept the explanation tomorrow?","Allegedly, could the teacher accept the explanation tomorrow?",Could the teacher have allegedly planned to accept the explanation?,Will it be alleged that the teacher accept the explanation tomorrow?
28,antisymmetry,The doctor approved the treatment.,N,Q,,Could the doctor fail to approve the treatment?,Is it false that the doctor approved the treatment?,,,,,,
28,antisymmetry,The doctor approved the treatment.,N,M,,The doctor allegedly failed to approve the treatment.,"Allegedly, the doctor failed to approve the treatment.",,,,,,
28,antisymmetry,The doctor approved the treatment.,N,T,,The doctor will fail to approve the treatment tomorrow.,The doctor failed to have approved the treatment earlier.,,,,,,
28,antisymmetry,The doctor approved the treatment.,Q,M,,Could the doctor allegedly approve the treatment?,Is it alleged that the doctor approved the treatment?,,,,,,
28,antisymmetry,The doctor approved the treatment.,Q,T,,Could the doctor approve the treatment tomorrow?,Will the doctor approve the treatment tomorrow?,,,,,,
28,antisymmetry,The doctor approved the treatment.,M,T,,The doctor will allegedly approve the treatment tomorrow.,The doctor was allegedly going to approve the treatment.,,,,,,
28,jacobi,The doctor approved the treatment.,N,Q,M,,,Could the doctor allegedly fail to approve the treatment?,Is it false that the doctor allegedly approved the treatment?,Is it alleged that the doctor failed to approve the treatment?,Could it be alleged that the doctor failed to approve the treatment?,"Allegedly, is it false that the doctor approved the treatment?",Could it be false that the doctor allegedly approved the treatment?
28,jacobi,The doctor approved the treatment.,N,Q,T,,,Could the doctor fail to approve the treatment tomorrow?,Is it false that the doctor will approve the treatment tomorrow?,Could the doctor have failed to approve the treatment earlier?,Could it be that the doctor will fail to approve the treatment tomorrow?,Will it be false that the doctor approve the treatment tomorrow?,Could it be false that the doctor will approve the treatment tomorrow?
28,jacobi,The doctor approved the treatment.,N,M,T,,,The doctor will allegedly fail to approve the treatment tomorrow.,The doctor was allegedly going to fail to approve the treatment.,"Earlier, the doctor allegedly failed to have approved the treatment.","Allegedly, the doctor will fail to approve the treatment tomorrow.","Earlier, it was alleged that the doctor failed to have approved the treatment.",It is alleged that the doctor will fail to approve the treatment tomorrow.
28,jacobi,The doctor approved the treatment.,Q,M,T,,,Could the doctor allegedly approve the treatment tomorrow?,Could it be alleged that the doctor will approve the treatment tomorrow?,"Allegedly, will the doctor approve the treatment tomorrow?","Allegedly, could the doctor approve the treatment tomorrow?",Could the doctor have allegedly planned to approve the treatment?,Will it be alleged that the doctor approve the treatment tomorrow?
29,antisymmetry,The robot fixed the bug.,N,Q,,Could the robot fail to fix the bug?,Is it false that the robot fixed the bug?,,,,,,
29,antisymmetry,The robot fixed the bug.,N,M,,The robot allegedly failed to fix the bug.,"Allegedly, the robot failed to fix the bug.",,,,,,
29,antisymmetry,The robot fixed the bug.,N,T,,The robot will fail to fix the bug tomorrow.,The robot failed to have fixed the bug earlier.,,,,,,
29,antisymmetry,The robot fixed the bug.,Q,M,,Could the robot allegedly fix the bug?,Is it alleged that the robot fixed the bug?,,,,,,
29,antisymmetry,The robot fixed the bug.,Q,T,,Could the robot fix the bug tomorrow?,Will the robot fix the bug tomorrow?,,,,,,
29,antisymmetry,The robot fixed the bug.,M,T,,The robot will allegedly fix the bug tomorrow.,The robot was allegedly going to fix the bug.,,,,,,
29,jacobi,The robot fixed the bug.,N,Q,M,,,Could the robot allegedly fail to fix the bug?,Is it false that the robot allegedly fixed the bug?,Is it alleged that the robot failed to fix the bug?,Could it be alleged that the robot failed to fix the bug?,"Allegedly, is it false that the robot fixed the bug?",Could it be false that the robot allegedly fixed the bug?
29,jacobi,The robot fixed the bug.,N,Q,T,,,Could the robot fail to fix the bug tomorrow?,Is it false that the robot will fix the bug tomorrow?,Could the robot have failed to fix the bug earlier?,Could it be that the robot will fail to fix the bug tomorrow?,Will it be false that the robot fix the bug tomorrow?,Could it be false that the robot will fix the bug tomorrow?
29,jacobi,The robot fixed the bug.,N,M,T,,,The robot will allegedly fail to fix the bug tomorrow.,The robot was allegedly going to fail to fix the bug.,"Earlier, the robot allegedly failed to have fixed the bug.","Allegedly, the robot will fail to fix the bug tomorrow.","Earlier, it was alleged that the robot failed to have fixed the bug.",It is alleged that the robot will fail to fix the bug tomorrow.
29,jacobi,The robot fixed the bug.,Q,M,T,,,Could the robot allegedly fix the bug tomorrow?,Could it be alleged that the robot will fix the bug tomorrow?,"Allegedly, will the robot fix the bug tomorrow?","Allegedly, could the robot fix the bug tomorrow?",Could the robot have allegedly planned to fix the bug?,Will it be alleged that the robot fix the bug tomorrow?
30,antisymmetry,The manager signed the treaty.,N,Q,,Could the manager fail to sign the treaty?,Is it false that the manager signed the treaty?,,,,,,
30,antisymmetry,The manager signed the treaty.,N,M,,The manager allegedly failed to sign the treaty.,"Allegedly, the manager failed to sign the treaty.",,,,,,
30,antisymmetry,The manager signed the treaty.,N,T,,The manager will fail to sign the treaty tomorrow.,The manager failed to have signed the treaty earlier.,,,,,,
30,antisymmetry,The manager signed the treaty.,Q,M,,Could the manager allegedly sign the treaty?,Is it alleged that the manager signed the treaty?,,,,,,
30,antisymmetry,The manager signed the treaty.,Q,T,,Could the manager sign the treaty tomorrow?,Will the manager sign the treaty tomorrow?,,,,,,
30,antisymmetry,The manager signed the treaty.,M,T,,The manager will allegedly sign the treaty tomorrow.,The manager was allegedly going to sign the treaty.,,,,,,
30,jacobi,The manager signed the treaty.,N,Q,M,,,Could the manager allegedly fail to sign the treaty?,Is it false that the manager allegedly signed the treaty?,Is it alleged that the manager failed to sign the treaty?,Could it be alleged that the manager failed to sign the treaty?,"Allegedly, is it false that the manager signed the treaty?",Could it be false that the manager allegedly signed the treaty?
30,jacobi,The manager signed the treaty.,N,Q,T,,,Could the manager fail to sign the treaty tomorrow?,Is it false that the manager will sign the treaty tomorrow?,Could the manager have failed to sign the treaty earlier?,Could it be that the manager will fail to sign the treaty tomorrow?,Will it be false that the manager sign the treaty tomorrow?,Could it be false that the manager will sign the treaty tomorrow?
30,jacobi,The manager signed the treaty.,N,M,T,,,The manager will allegedly fail to sign the treaty tomorrow.,The manager was allegedly going to fail to sign the treaty.,"Earlier, the manager allegedly failed to have signed the treaty.","Allegedly, the manager will fail to sign the treaty tomorrow.","Earlier, it was alleged that the manager failed to have signed the treaty.",It is alleged that the manager will fail to sign the treaty tomorrow.
30,jacobi,The manager signed the treaty.,Q,M,T,,,Could the manager allegedly sign the treaty tomorrow?,Could it be alleged that the manager will sign the treaty tomorrow?,"Allegedly, will the manager sign the treaty tomorrow?","Allegedly, could the manager sign the treaty tomorrow?",Could the manager have allegedly planned to sign the treaty?,Will it be alleged that the manager sign the treaty tomorrow?
31,antisymmetry,The researcher confirmed the answer.,N,Q,,Could the researcher fail to confirm the answer?,Is it false that the researcher confirmed the answer?,,,,,,
31,antisymmetry,The researcher confirmed the answer.,N,M,,The researcher allegedly failed to confirm the answer.,"Allegedly, the researcher failed to confirm the answer.",,,,,,
31,antisymmetry,The researcher confirmed the answer.,N,T,,The researcher will fail to confirm the answer tomorrow.,The researcher failed to have confirmed the answer earlier.,,,,,,
31,antisymmetry,The researcher confirmed the answer.,Q,M,,Could the researcher allegedly confirm the answer?,Is it alleged that the researcher confirmed the answer?,,,,,,
31,antisymmetry,The researcher confirmed the answer.,Q,T,,Could the researcher confirm the answer tomorrow?,Will the researcher confirm the answer tomorrow?,,,,,,
31,antisymmetry,The researcher confirmed the answer.,M,T,,The researcher will allegedly confirm the answer tomorrow.,The researcher was allegedly going to confirm the answer.,,,,,,
31,jacobi,The researcher confirmed the answer.,N,Q,M,,,Could the researcher allegedly fail to confirm the answer?,Is it false that the researcher allegedly confirmed the answer?,Is it alleged that the researcher failed to confirm the answer?,Could it be alleged that the researcher failed to confirm the answer?,"Allegedly, is it false that the researcher confirmed the answer?",Could it be false that the researcher allegedly confirmed the answer?
31,jacobi,The researcher confirmed the answer.,N,Q,T,,,Could the researcher fail to confirm the answer tomorrow?,Is it false that the researcher will confirm the answer tomorrow?,Could the researcher have failed to confirm the answer earlier?,Could it be that the researcher will fail to confirm the answer tomorrow?,Will it be false that the researcher confirm the answer tomorrow?,Could it be false that the researcher will confirm the answer tomorrow?
31,jacobi,The researcher confirmed the answer.,N,M,T,,,The researcher will allegedly fail to confirm the answer tomorrow.,The researcher was allegedly going to fail to confirm the answer.,"Earlier, the researcher allegedly failed to have confirmed the answer.","Allegedly, the researcher will fail to confirm the answer tomorrow.","Earlier, it was alleged that the researcher failed to have confirmed the answer.",It is alleged that the researcher will fail to confirm the answer tomorrow.
31,jacobi,The researcher confirmed the answer.,Q,M,T,,,Could the researcher allegedly confirm the answer tomorrow?,Could it be alleged that the researcher will confirm the answer tomorrow?,"Allegedly, will the researcher confirm the answer tomorrow?","Allegedly, could the researcher confirm the answer tomorrow?",Could the researcher have allegedly planned to confirm the answer?,Will it be alleged that the researcher confirm the answer tomorrow?
32,antisymmetry,The alien completed the repair.,N,Q,,Could the alien fail to complete the repair?,Is it false that the alien completed the repair?,,,,,,
32,antisymmetry,The alien completed the repair.,N,M,,The alien allegedly failed to complete the repair.,"Allegedly, the alien failed to complete the repair.",,,,,,
32,antisymmetry,The alien completed the repair.,N,T,,The alien will fail to complete the repair tomorrow.,The alien failed to have completed the repair earlier.,,,,,,
32,antisymmetry,The alien completed the repair.,Q,M,,Could the alien allegedly complete the repair?,Is it alleged that the alien completed the repair?,,,,,,
32,antisymmetry,The alien completed the repair.,Q,T,,Could the alien complete the repair tomorrow?,Will the alien complete the repair tomorrow?,,,,,,
32,antisymmetry,The alien completed the repair.,M,T,,The alien will allegedly complete the repair tomorrow.,The alien was allegedly going to complete the repair.,,,,,,
32,jacobi,The alien completed the repair.,N,Q,M,,,Could the alien allegedly fail to complete the repair?,Is it false that the alien allegedly completed the repair?,Is it alleged that the alien failed to complete the repair?,Could it be alleged that the alien failed to complete the repair?,"Allegedly, is it false that the alien completed the repair?",Could it be false that the alien allegedly completed the repair?
32,jacobi,The alien completed the repair.,N,Q,T,,,Could the alien fail to complete the repair tomorrow?,Is it false that the alien will complete the repair tomorrow?,Could the alien have failed to complete the repair earlier?,Could it be that the alien will fail to complete the repair tomorrow?,Will it be false that the alien complete the repair tomorrow?,Could it be false that the alien will complete the repair tomorrow?
32,jacobi,The alien completed the repair.,N,M,T,,,The alien will allegedly fail to complete the repair tomorrow.,The alien was allegedly going to fail to complete the repair.,"Earlier, the alien allegedly failed to have completed the repair.","Allegedly, the alien will fail to complete the repair tomorrow.","Earlier, it was alleged that the alien failed to have completed the repair.",It is alleged that the alien will fail to complete the repair tomorrow.
32,jacobi,The alien completed the repair.,Q,M,T,,,Could the alien allegedly complete the repair tomorrow?,Could it be alleged that the alien will complete the repair tomorrow?,"Allegedly, will the alien complete the repair tomorrow?","Allegedly, could the alien complete the repair tomorrow?",Could the alien have allegedly planned to complete the repair?,Will it be alleged that the alien complete the repair tomorrow?
33,antisymmetry,The analyst opened the portal.,N,Q,,Could the analyst fail to open the portal?,Is it false that the analyst opened the portal?,,,,,,
33,antisymmetry,The analyst opened the portal.,N,M,,The analyst allegedly failed to open the portal.,"Allegedly, the analyst failed to open the portal.",,,,,,
33,antisymmetry,The analyst opened the portal.,N,T,,The analyst will fail to open the portal tomorrow.,The analyst failed to have opened the portal earlier.,,,,,,
33,antisymmetry,The analyst opened the portal.,Q,M,,Could the analyst allegedly open the portal?,Is it alleged that the analyst opened the portal?,,,,,,
33,antisymmetry,The analyst opened the portal.,Q,T,,Could the analyst open the portal tomorrow?,Will the analyst open the portal tomorrow?,,,,,,
33,antisymmetry,The analyst opened the portal.,M,T,,The analyst will allegedly open the portal tomorrow.,The analyst was allegedly going to open the portal.,,,,,,
33,jacobi,The analyst opened the portal.,N,Q,M,,,Could the analyst allegedly fail to open the portal?,Is it false that the analyst allegedly opened the portal?,Is it alleged that the analyst failed to open the portal?,Could it be alleged that the analyst failed to open the portal?,"Allegedly, is it false that the analyst opened the portal?",Could it be false that the analyst allegedly opened the portal?
33,jacobi,The analyst opened the portal.,N,Q,T,,,Could the analyst fail to open the portal tomorrow?,Is it false that the analyst will open the portal tomorrow?,Could the analyst have failed to open the portal earlier?,Could it be that the analyst will fail to open the portal tomorrow?,Will it be false that the analyst open the portal tomorrow?,Could it be false that the analyst will open the portal tomorrow?
33,jacobi,The analyst opened the portal.,N,M,T,,,The analyst will allegedly fail to open the portal tomorrow.,The analyst was allegedly going to fail to open the portal.,"Earlier, the analyst allegedly failed to have opened the portal.","Allegedly, the analyst will fail to open the portal tomorrow.","Earlier, it was alleged that the analyst failed to have opened the portal.",It is alleged that the analyst will fail to open the portal tomorrow.
33,jacobi,The analyst opened the portal.,Q,M,T,,,Could the analyst allegedly open the portal tomorrow?,Could it be alleged that the analyst will open the portal tomorrow?,"Allegedly, will the analyst open the portal tomorrow?","Allegedly, could the analyst open the portal tomorrow?",Could the analyst have allegedly planned to open the portal?,Will it be alleged that the analyst open the portal tomorrow?
34,antisymmetry,The doctor opened the portal.,N,Q,,Could the doctor fail to open the portal?,Is it false that the doctor opened the portal?,,,,,,
