model,ridge_alpha,heldout_language,method,operator,target_cosine,mse,n_test,mean_target_cosine,mean_mse,cells
sentence-transformers/LaBSE,10.0,ru,additive,N,0.8941947817802429,0.2283094376325607,160.0,,,
sentence-transformers/LaBSE,10.0,ru,linear,N,0.7620064135966867,0.4485071509446746,160.0,,,
sentence-transformers/LaBSE,10.0,ru,affine,N,0.7670581936836243,0.4391922056674957,160.0,,,
sentence-transformers/LaBSE,10.0,ru,additive,Q,0.9002760648727417,0.2520682513713836,160.0,,,
sentence-transformers/LaBSE,10.0,ru,linear,Q,0.8250157876313186,0.4132979172593533,160.0,,,
sentence-transformers/LaBSE,10.0,ru,affine,Q,0.8248413801193237,0.4109896719455719,160.0,,,
sentence-transformers/LaBSE,10.0,ru,additive,M,0.8837202191352844,0.2641258835792541,160.0,,,
sentence-transformers/LaBSE,10.0,ru,linear,M,0.8250654972023106,0.3358732127270976,160.0,,,
sentence-transformers/LaBSE,10.0,ru,affine,M,0.8228987455368042,0.3393320143222809,160.0,,,
sentence-transformers/LaBSE,10.0,ru,additive,T,0.8780864477157593,0.2742664515972137,160.0,,,
sentence-transformers/LaBSE,10.0,ru,linear,T,0.7098876911357328,0.579455551551065,160.0,,,
sentence-transformers/LaBSE,10.0,ru,affine,T,0.702472984790802,0.5997174978256226,160.0,,,
sentence-transformers/LaBSE,10.0,zh,additive,N,0.9384737014770508,0.1594394147396087,160.0,,,
sentence-transformers/LaBSE,10.0,zh,linear,N,0.875321056223281,0.3003401555896112,160.0,,,
sentence-transformers/LaBSE,10.0,zh,affine,N,0.8753854632377625,0.300687313079834,160.0,,,
sentence-transformers/LaBSE,10.0,zh,additive,Q,0.9229196310043336,0.2096208333969116,160.0,,,
sentence-transformers/LaBSE,10.0,zh,linear,Q,0.8668506039708685,0.3700300693055931,160.0,,,
sentence-transformers/LaBSE,10.0,zh,affine,Q,0.8658193349838257,0.3730112612247467,160.0,,,
sentence-transformers/LaBSE,10.0,zh,additive,M,0.9376081228256226,0.1617256850004196,160.0,,,
sentence-transformers/LaBSE,10.0,zh,linear,M,0.8891457657152335,0.2234176223306458,160.0,,,
sentence-transformers/LaBSE,10.0,zh,affine,M,0.8892715573310852,0.2234666347503662,160.0,,,
sentence-transformers/LaBSE,10.0,zh,additive,T,0.9534164667129515,0.1261444985866546,160.0,,,
sentence-transformers/LaBSE,10.0,zh,linear,T,0.8918633211800973,0.2679481939163247,160.0,,,
sentence-transformers/LaBSE,10.0,zh,affine,T,0.8913924098014832,0.2695810794830322,160.0,,,
sentence-transformers/LaBSE,10.0,ar,additive,N,0.8875210881233215,0.3094971179962158,160.0,,,
sentence-transformers/LaBSE,10.0,ar,linear,N,0.6227790657228583,0.895827656787852,160.0,,,
sentence-transformers/LaBSE,10.0,ar,affine,N,0.5684715509414673,1.0499178171157837,160.0,,,
sentence-transformers/LaBSE,10.0,ar,additive,Q,0.8563591837882996,0.373615026473999,160.0,,,
sentence-transformers/LaBSE,10.0,ar,linear,Q,0.7127525377667224,0.6540798802290371,160.0,,,
sentence-transformers/LaBSE,10.0,ar,affine,Q,0.662171483039856,0.7808462381362915,160.0,,,
sentence-transformers/LaBSE,10.0,ar,additive,M,0.9380863904953004,0.1799111664295196,160.0,,,
sentence-transformers/LaBSE,10.0,ar,linear,M,0.7981508630993209,0.4824344431654558,160.0,,,
sentence-transformers/LaBSE,10.0,ar,affine,M,0.7961480021476746,0.4856887459754944,160.0,,,
sentence-transformers/LaBSE,10.0,ar,additive,T,0.8868389129638672,0.3256572186946869,160.0,,,
sentence-transformers/LaBSE,10.0,ar,linear,T,0.7113450235491137,0.7275299147351099,160.0,,,
sentence-transformers/LaBSE,10.0,ar,affine,T,0.6973328590393066,0.7575005888938904,160.0,,,
sentence-transformers/LaBSE,100.0,en,additive,N,0.9493204951286316,0.1810195446014404,160.0,,,
sentence-transformers/LaBSE,100.0,en,linear,N,0.9006097516205294,0.336643167005962,160.0,,,
sentence-transformers/LaBSE,100.0,en,affine,N,0.9002891778945923,0.3358179628849029,160.0,,,
sentence-transformers/LaBSE,100.0,en,additive,Q,0.9536206126213074,0.1711385995149612,160.0,,,
sentence-transformers/LaBSE,100.0,en,linear,Q,0.8576970232246366,0.506644085677366,160.0,,,
sentence-transformers/LaBSE,100.0,en,affine,Q,0.8499467968940735,0.5417068004608154,160.0,,,
sentence-transformers/LaBSE,100.0,en,additive,M,0.9544792175292968,0.1535292863845825,160.0,,,
sentence-transformers/LaBSE,100.0,en,linear,M,0.9118786174440712,0.2630878987743374,160.0,,,
sentence-transformers/LaBSE,100.0,en,affine,M,0.909991443157196,0.2652526497840881,160.0,,,
sentence-transformers/LaBSE,100.0,en,additive,T,0.9380899667739868,0.2235508263111114,160.0,,,
sentence-transformers/LaBSE,100.0,en,linear,T,0.8972957669943196,0.3453093561099253,160.0,,,
sentence-transformers/LaBSE,100.0,en,affine,T,0.8987671136856079,0.3396824896335602,160.0,,,
sentence-transformers/LaBSE,100.0,es,additive,N,0.8900077939033508,0.3111384510993957,160.0,,,
sentence-transformers/LaBSE,100.0,es,linear,N,0.8749128412978461,0.3145965471946932,160.0,,,
sentence-transformers/LaBSE,100.0,es,affine,N,0.8738639950752258,0.3184762895107269,160.0,,,
sentence-transformers/LaBSE,100.0,es,additive,Q,0.9316412210464478,0.2141514271497726,160.0,,,
sentence-transformers/LaBSE,100.0,es,linear,Q,0.8636142450267016,0.4380088864886763,160.0,,,
sentence-transformers/LaBSE,100.0,es,affine,Q,0.8592748641967773,0.4594193398952484,160.0,,,
sentence-transformers/LaBSE,100.0,es,additive,M,0.9439899325370787,0.1690548956394195,160.0,,,
sentence-transformers/LaBSE,100.0,es,linear,M,0.9178362745233384,0.1780588315240749,160.0,,,
sentence-transformers/LaBSE,100.0,es,affine,M,0.9184075593948364,0.1765456795692443,160.0,,,
sentence-transformers/LaBSE,100.0,es,additive,T,0.9051445126533508,0.293889582157135,160.0,,,
sentence-transformers/LaBSE,100.0,es,linear,T,0.913976763601281,0.2590702578105052,160.0,,,
sentence-transformers/LaBSE,100.0,es,affine,T,0.9143519401550292,0.2576654553413391,160.0,,,
sentence-transformers/LaBSE,100.0,fr,additive,N,0.9002231359481812,0.3210953772068023,160.0,,,
sentence-transformers/LaBSE,100.0,fr,linear,N,0.9067660106833226,0.2945456849421725,160.0,,,
sentence-transformers/LaBSE,100.0,fr,affine,N,0.9070407748222352,0.2934540212154388,160.0,,,
sentence-transformers/LaBSE,100.0,fr,additive,Q,0.924344539642334,0.3636522889137268,160.0,,,
sentence-transformers/LaBSE,100.0,fr,linear,Q,0.9189138046783386,0.39100978417505,160.0,,,
sentence-transformers/LaBSE,100.0,fr,affine,Q,0.9196235537528992,0.3884606957435608,160.0,,,
sentence-transformers/LaBSE,100.0,fr,additive,M,0.9318933486938475,0.203765720129013,160.0,,,
sentence-transformers/LaBSE,100.0,fr,linear,M,0.9051968569612696,0.2388701005446836,160.0,,,
sentence-transformers/LaBSE,100.0,fr,affine,M,0.9048738479614258,0.2388298511505127,160.0,,,
sentence-transformers/LaBSE,100.0,fr,additive,T,0.935383915901184,0.2247476875782013,160.0,,,
sentence-transformers/LaBSE,100.0,fr,linear,T,0.9223263455778502,0.2780072894540879,160.0,,,
sentence-transformers/LaBSE,100.0,fr,affine,T,0.9222366213798524,0.2772148549556732,160.0,,,
sentence-transformers/LaBSE,100.0,de,additive,N,0.922206699848175,0.3143025040626526,160.0,,,
sentence-transformers/LaBSE,100.0,de,linear,N,0.8878190495295618,0.4251086281334695,160.0,,,
sentence-transformers/LaBSE,100.0,de,affine,N,0.8882625699043274,0.4224238991737366,160.0,,,
sentence-transformers/LaBSE,100.0,de,additive,Q,0.9307405352592468,0.3201735317707062,160.0,,,
sentence-transformers/LaBSE,100.0,de,linear,Q,0.9373939850053744,0.2850153482915863,160.0,,,
sentence-transformers/LaBSE,100.0,de,affine,Q,0.9375444650650024,0.2844614386558532,160.0,,,
sentence-transformers/LaBSE,100.0,de,additive,M,0.9248083233833312,0.2901768088340759,160.0,,,
sentence-transformers/LaBSE,100.0,de,linear,M,0.876896769455108,0.3934294885752104,160.0,,,
sentence-transformers/LaBSE,100.0,de,affine,M,0.8753817677497864,0.3960013687610626,160.0,,,
sentence-transformers/LaBSE,100.0,de,additive,T,0.9187755584716796,0.3156082034111023,160.0,,,
sentence-transformers/LaBSE,100.0,de,linear,T,0.8880460528723582,0.3875736161018398,160.0,,,
sentence-transformers/LaBSE,100.0,de,affine,T,0.8882182836532593,0.3871500492095947,160.0,,,
sentence-transformers/LaBSE,100.0,ru,additive,N,0.8941947817802429,0.2283094376325607,160.0,,,
sentence-transformers/LaBSE,100.0,ru,linear,N,0.7912274309252564,0.3854722096673403,160.0,,,
sentence-transformers/LaBSE,100.0,ru,affine,N,0.7841200828552246,0.3943682014942169,160.0,,,
sentence-transformers/LaBSE,100.0,ru,additive,Q,0.9002760648727417,0.2520682513713836,160.0,,,
sentence-transformers/LaBSE,100.0,ru,linear,Q,0.7955248227846349,0.4812480863365714,160.0,,,
sentence-transformers/LaBSE,100.0,ru,affine,Q,0.7955127954483032,0.4764213562011719,160.0,,,
sentence-transformers/LaBSE,100.0,ru,additive,M,0.8837202191352844,0.2641258835792541,160.0,,,
sentence-transformers/LaBSE,100.0,ru,linear,M,0.8015303593458614,0.3756314482433504,160.0,,,
sentence-transformers/LaBSE,100.0,ru,affine,M,0.7943388819694519,0.3835981488227844,160.0,,,
sentence-transformers/LaBSE,100.0,ru,additive,T,0.8780864477157593,0.2742664515972137,160.0,,,
sentence-transformers/LaBSE,100.0,ru,linear,T,0.757019689010823,0.4685349102810817,160.0,,,
sentence-transformers/LaBSE,100.0,ru,affine,T,0.7489200234413147,0.4813215732574463,160.0,,,
sentence-transformers/LaBSE,100.0,zh,additive,N,0.9384737014770508,0.1594394147396087,160.0,,,
sentence-transformers/LaBSE,100.0,zh,linear,N,0.8815048034948714,0.2740706688901774,160.0,,,
sentence-transformers/LaBSE,100.0,zh,affine,N,0.8811982274055481,0.2754754424095154,160.0,,,
sentence-transformers/LaBSE,100.0,zh,additive,Q,0.9229196310043336,0.2096208333969116,160.0,,,
sentence-transformers/LaBSE,100.0,zh,linear,Q,0.84368692276114,0.403221892068372,160.0,,,
sentence-transformers/LaBSE,100.0,zh,affine,Q,0.8410409092903137,0.4146608710289001,160.0,,,
sentence-transformers/LaBSE,100.0,zh,additive,M,0.9376081228256226,0.1617256850004196,160.0,,,
sentence-transformers/LaBSE,100.0,zh,linear,M,0.8834023349067056,0.2234412914830342,160.0,,,
sentence-transformers/LaBSE,100.0,zh,affine,M,0.8839252591133118,0.2229939401149749,160.0,,,
sentence-transformers/LaBSE,100.0,zh,additive,T,0.9534164667129515,0.1261444985866546,160.0,,,
sentence-transformers/LaBSE,100.0,zh,linear,T,0.8963552596368934,0.246392876096386,160.0,,,
sentence-transformers/LaBSE,100.0,zh,affine,T,0.8956247568130493,0.2488421648740768,160.0,,,
sentence-transformers/LaBSE,100.0,ar,additive,N,0.8875210881233215,0.3094971179962158,160.0,,,
sentence-transformers/LaBSE,100.0,ar,linear,N,0.7349603705475832,0.6526637550175679,160.0,,,
sentence-transformers/LaBSE,100.0,ar,affine,N,0.6834610104560852,0.7431500554084778,160.0,,,
sentence-transformers/LaBSE,100.0,ar,additive,Q,0.8563591837882996,0.373615026473999,160.0,,,
sentence-transformers/LaBSE,100.0,ar,linear,Q,0.7147307988467068,0.6207205571357521,160.0,,,
sentence-transformers/LaBSE,100.0,ar,affine,Q,0.6464579701423645,0.7496064901351929,160.0,,,
sentence-transformers/LaBSE,100.0,ar,additive,M,0.9380863904953004,0.1799111664295196,160.0,,,
sentence-transformers/LaBSE,100.0,ar,linear,M,0.7797401449840671,0.5263963495537068,160.0,,,
sentence-transformers/LaBSE,100.0,ar,affine,M,0.762135922908783,0.5535185933113098,160.0,,,
sentence-transformers/LaBSE,100.0,ar,additive,T,0.8868389129638672,0.3256572186946869,160.0,,,
sentence-transformers/LaBSE,100.0,ar,linear,T,0.7434305375421575,0.6527937532758402,160.0,,,
sentence-transformers/LaBSE,100.0,ar,affine,T,0.7047880291938782,0.7176567316055298,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,en,additive,N,0.6186734437942505,0.0404618456959724,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,en,linear,N,0.8952186426663623,0.011300952869589,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,en,affine,N,0.894827663898468,0.0112344250082969,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,en,additive,Q,0.8364478945732117,0.0161832440644502,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,en,linear,Q,0.8738505074290718,0.01122223056569,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,en,affine,Q,0.880130410194397,0.0106961373239755,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,en,additive,M,0.9865452647209167,0.0016490534180775,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,en,linear,M,0.9797177441456724,0.0024771244611251,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,en,affine,M,0.979421615600586,0.0025123881641775,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,en,additive,T,0.9451233148574828,0.0062218406237661,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,en,linear,T,0.9596541425781222,0.0045986459532337,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,en,affine,T,0.9587475061416626,0.0047110486775636,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,es,additive,N,0.7074827551841736,0.0224883668124675,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,es,linear,N,0.8544988405802961,0.0105458480050541,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,es,affine,N,0.8694814443588257,0.009606803767383,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,es,additive,Q,0.901780903339386,0.0063959755934774,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,es,linear,Q,0.8933841422839499,0.0062542056046061,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,es,affine,Q,0.910904049873352,0.0051264534704387,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,es,additive,M,0.9440540075302124,0.0042950613424181,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,es,linear,M,0.9290462295151192,0.0050386523155482,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,es,affine,M,0.9293252229690552,0.0050726658664643,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,es,additive,T,0.9086003303527832,0.0068495185114443,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,es,linear,T,0.9188504040573046,0.0056438875987141,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,es,affine,T,0.9208167195320128,0.0055400719866156,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,fr,additive,N,0.7212870717048645,0.0206586457788944,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,fr,linear,N,0.8535993088792126,0.0111228422537663,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,fr,affine,N,0.8575230836868286,0.0109508130699396,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,fr,additive,Q,0.8491693735122681,0.0090696010738611,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,fr,linear,Q,0.8931387392349002,0.0057596773876052,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,fr,affine,Q,0.8961988687515259,0.0055724321864545,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,fr,additive,M,0.9638970494270324,0.0026525636203587,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,fr,linear,M,0.9399400287442858,0.0040101328532149,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,fr,affine,M,0.939719557762146,0.0040262946859002,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,fr,additive,T,0.9602972865104676,0.0027222768403589,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,fr,linear,T,0.9413367064436124,0.0037546431656677,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,fr,affine,T,0.9413141012191772,0.0037724219728261,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,de,additive,N,0.746848464012146,0.0204554088413715,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,de,linear,N,0.8489763416320747,0.010432402324329,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,de,affine,N,0.8528329730033875,0.0102619072422385,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,de,additive,Q,0.830963134765625,0.0099576190114021,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,de,linear,Q,0.8893322898432393,0.006009309265089,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,de,affine,Q,0.893692672252655,0.0058139190077781,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,de,additive,M,0.9653555154800416,0.0021160033065825,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,de,linear,M,0.934013701499394,0.0032548858363615,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,de,affine,M,0.9318968653678894,0.0033653278369456,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,de,additive,T,0.9222833514213562,0.0050701941363513,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,de,linear,T,0.9245830516096648,0.0044761552755649,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,de,affine,T,0.9247391819953918,0.0044995555654168,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ru,additive,N,0.5786181688308716,0.0264043323695659,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ru,linear,N,0.5165772135011522,0.0199666643146362,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ru,affine,N,0.5054598450660706,0.0219857636839151,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ru,additive,Q,0.7874232530593872,0.0084045585244894,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ru,linear,Q,0.6611410873638089,0.0165171438760945,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ru,affine,Q,0.6614554524421692,0.0181077979505062,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ru,additive,M,0.890198826789856,0.0045271213166415,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ru,linear,M,0.7508055543295682,0.0098380883260126,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ru,affine,M,0.7368413805961609,0.0104333655908703,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ru,additive,T,0.8813605308532715,0.0051825139671564,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ru,linear,T,0.7487996981787279,0.0101395981197846,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ru,affine,T,0.7705395221710205,0.0096226464956998,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,zh,additive,N,0.7251147627830505,0.0221354849636554,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,zh,linear,N,0.8838520484538301,0.0092867981718109,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,zh,affine,N,0.888008713722229,0.0090066147968173,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,zh,additive,Q,0.8956106305122375,0.0073264315724372,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,zh,linear,Q,0.9298504673839542,0.0044476875519013,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,zh,affine,Q,0.931536078453064,0.0043483464978635,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,zh,additive,M,0.9681708216667176,0.0027756213676184,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,zh,linear,M,0.9569319661015884,0.0036761948493267,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,zh,affine,M,0.9567500948905944,0.0036903761792927,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,zh,additive,T,0.9579187631607056,0.0032966311555355,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,zh,linear,T,0.9613174786524816,0.0029590119009516,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,zh,affine,T,0.9614418148994446,0.0029775551520287,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ar,additive,N,0.7692688703536987,0.0309813134372234,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ar,linear,N,0.483525852536215,0.0876459310175389,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ar,affine,N,0.4057064652442932,0.0983851999044418,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ar,additive,Q,0.9099584817886353,0.0095258671790361,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ar,linear,Q,0.2624009882835941,0.1444817844042376,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ar,affine,Q,0.1490977108478546,0.1124942079186439,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ar,additive,M,0.978679656982422,0.002163938479498,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ar,linear,M,0.7478954000121754,0.0262885386263509,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ar,affine,M,0.6641634106636047,0.0331657864153385,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ar,additive,T,0.9241992831230164,0.0084260459989309,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ar,linear,T,0.5439318253367722,0.0477915788134064,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,0.1,ar,affine,T,0.4787160456180572,0.0509826131165027,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,additive,N,0.6186734437942505,0.0404618456959724,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,linear,N,0.9058808262761084,0.010035926774429,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,affine,N,0.9051950573921204,0.0100779291242361,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,additive,Q,0.8364478945732117,0.0161832440644502,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,linear,Q,0.8859291692613185,0.0101525630022365,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,affine,Q,0.8902450799942017,0.0098052062094211,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,additive,M,0.9865452647209167,0.0016490534180775,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,linear,M,0.9784238036381016,0.0026973426438427,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,affine,M,0.9783344268798828,0.0027237283065915,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,additive,T,0.9451233148574828,0.0062218406237661,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,linear,T,0.9664337654255182,0.0039688556525234,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,affine,T,0.9661895632743835,0.0040276935324072,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,additive,N,0.7074827551841736,0.0224883668124675,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,linear,N,0.8819341598215555,0.0088831111126692,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,affine,N,0.8901811838150024,0.0082645351067185,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,additive,Q,0.901780903339386,0.0063959755934774,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,linear,Q,0.9278601379865248,0.0040092263056902,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,affine,Q,0.9316459894180298,0.0038026731926947,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,additive,M,0.9440540075302124,0.0042950613424181,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,linear,M,0.9252099833345,0.005132640062433,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,affine,M,0.9244415163993835,0.0051904991269111,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,additive,T,0.9086003303527832,0.0068495185114443,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,linear,T,0.9252173350720844,0.005133891919048,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,affine,T,0.9246383905410768,0.0051756245084106,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,additive,N,0.7212870717048645,0.0206586457788944,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,linear,N,0.8762620268584346,0.0092710036735039,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,affine,N,0.8781235814094543,0.0091270459815859,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,additive,Q,0.8491693735122681,0.0090696010738611,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,linear,Q,0.8997512056760153,0.0051786001462763,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,affine,Q,0.9001069068908691,0.0051480080001056,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,additive,M,0.9638970494270324,0.0026525636203587,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,linear,M,0.9408881005911456,0.0037109931978044,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,affine,M,0.9405935406684875,0.0037296123337,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,additive,T,0.9602972865104676,0.0027222768403589,160.0,,,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,linear,T,0.9468345403027384,0.0033764064035362,160.0,,,
