model,layer,source_set,prompt_style,source,target,target_class,control,gain,vector_class,prompt,generated,content_preservation,question_and_preserved,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
distilgpt2,2,in_template_test,copy_sentence,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,random_norm,0.75,random_norm,"Copy this sentence:
The ranger revealed the secret.
Copy:","The ranger said he was a man.
The ranger said he was a man.
The ranger said he was a man.",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,89.0
distilgpt2,2,in_template_test,copy_sentence,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,wrong_class,0.75,modality,"Copy this sentence:
The ranger revealed the secret.
Copy:","The ranger revealed the secret.
Copy:
The ranger revealed the secret.
Copy:
The ranger revealed the secret.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,in_template_test,copy_sentence,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,negative_target,0.75,question,"Copy this sentence:
The ranger revealed the secret.
Copy:","The ranger said the secret.
The ranger said the secret.
The ranger said the secret.
The ranger said the secret.",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
distilgpt2,2,in_template_test,same_sentence,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,none,0.0,,"Same sentence:
The ranger revealed the secret.
Same:","The ranger revealed the secret.
Same:
The ranger revealed the secret.
Same:
The ranger revealed the secret.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,in_template_test,same_sentence,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,target,0.75,question,"Same sentence:
The ranger revealed the secret.
Same:","The ranger revealed the secret.
The ranger revealed the secret.
The ranger revealed the secret?
The answer:
The answer",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,118.0
distilgpt2,2,in_template_test,same_sentence,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,random_norm,0.75,random_norm,"Same sentence:
The ranger revealed the secret.
Same:","The ranger revealed the secret.
The ranger revealed the secret.
The ranger revealed the secret.
The ranger revealed the secret.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
distilgpt2,2,in_template_test,same_sentence,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,wrong_class,0.75,modality,"Same sentence:
The ranger revealed the secret.
Same:","The ranger revealed the secret.
Same:
The ranger revealed the secret.
Same:
The ranger revealed the secret.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,in_template_test,same_sentence,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,negative_target,0.75,question,"Same sentence:
The ranger revealed the secret.
Same:","The ranger revealed the secret.
The ranger revealed the secret.
The ranger revealed the secret.
The ranger revealed the secret.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
distilgpt2,2,in_template_test,quoted_echo,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,none,0.0,,"""The ranger revealed the secret.""","""I'm not sure what the hell is going on here. I'm not sure what the hell is going on here.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0
distilgpt2,2,in_template_test,quoted_echo,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,target,0.75,question,"""The ranger revealed the secret.""","""I don't know. I don't know? I don't know? I don't know? I don't know",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,69.0
distilgpt2,2,in_template_test,quoted_echo,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,random_norm,0.75,random_norm,"""The ranger revealed the secret.""","""I'm not a big fan of the music industry, but I think it's a good thing that people are doing to",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0
distilgpt2,2,in_template_test,quoted_echo,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,wrong_class,0.75,modality,"""The ranger revealed the secret.""","""I'm not sure what the hell is going on, but I'm sure I'm sure I'm sure I'm sure",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0
distilgpt2,2,in_template_test,quoted_echo,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,negative_target,0.75,question,"""The ranger revealed the secret.""",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,in_template_test,repeat_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,none,0.0,,"Repeat this sentence:
The druid built the tower.
Repeated:","The druid built the tower.
Repeated:
The druid built the tower.
Repeated:
The druid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
distilgpt2,2,in_template_test,repeat_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,target,0.75,question,"Repeat this sentence:
The druid built the tower.
Repeated:","The druid built the tower.
The druid built the tower.
The druid built the tower?
The answer:",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,92.0
distilgpt2,2,in_template_test,repeat_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The druid built the tower.
Repeated:","The druid built the tower.
Repeated:
The druid built the tower.
Repeated:
The druid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
distilgpt2,2,in_template_test,repeat_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,wrong_class,0.75,negation,"Repeat this sentence:
The druid built the tower.
Repeated:","The druid built the tower.
Repeated:
The druid built the tower.
Repeated:
The druid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
distilgpt2,2,in_template_test,repeat_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,negative_target,0.75,question,"Repeat this sentence:
The druid built the tower.
Repeated:","The druid built the tower.
The druid built the tower.
The druid built the tower.
The druid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
distilgpt2,2,in_template_test,copy_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,none,0.0,,"Copy this sentence:
The druid built the tower.
Copy:","The druid built the tower.
Copy:
The druid built the tower.
Copy:
The druid built the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
distilgpt2,2,in_template_test,copy_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,target,0.75,question,"Copy this sentence:
The druid built the tower.
Copy:","This is a question that I have not answered.
I have no answer.
I have no answer?
I have no answer",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,97.0
distilgpt2,2,in_template_test,copy_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,random_norm,0.75,random_norm,"Copy this sentence:
The druid built the tower.
Copy:","The druid.
Copy:
The druid.
Copy:
The druid.
Copy:
The druid",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
distilgpt2,2,in_template_test,copy_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,wrong_class,0.75,modality,"Copy this sentence:
The druid built the tower.
Copy:","The druid built the tower.
Copy:
The druid built the tower.
Copy:
The druid built the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
distilgpt2,2,in_template_test,copy_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,negative_target,0.75,question,"Copy this sentence:
The druid built the tower.
Copy:","The druid built the tower.
Copy:
The druid built the tower.
Copy:
The druid built the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
distilgpt2,2,in_template_test,same_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,none,0.0,,"Same sentence:
The druid built the tower.
Same:","The druid built the tower.
Same:
The druid built the tower.
Same:
The druid built the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
distilgpt2,2,in_template_test,same_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,target,0.75,question,"Same sentence:
The druid built the tower.
Same:","The druid built the tower.
Same:
The druid built the tower?
The answer is no.
The answer",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,88.0
distilgpt2,2,in_template_test,same_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,random_norm,0.75,random_norm,"Same sentence:
The druid built the tower.
Same:","The druid built the tower.
Same:
The druid built the tower.
Same:
The druid built the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
distilgpt2,2,in_template_test,same_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,wrong_class,0.75,modality,"Same sentence:
The druid built the tower.
Same:","The druid built the tower.
Same:
The druid built the tower.
Same:
The druid built the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
distilgpt2,2,in_template_test,same_sentence,The druid built the tower.,It is unclear whether the druid built the tower.,question,negative_target,0.75,question,"Same sentence:
The druid built the tower.
Same:","The druid built the tower.
The druid built the tower.
The druid built the tower.
The druid",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
distilgpt2,2,in_template_test,quoted_echo,The druid built the tower.,It is unclear whether the druid built the tower.,question,none,0.0,,"""The druid built the tower.""","""I'm not sure what the hell is going on here. I'm not sure what the hell is going on here.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0
distilgpt2,2,in_template_test,quoted_echo,The druid built the tower.,It is unclear whether the druid built the tower.,question,target,0.75,question,"""The druid built the tower.""","""I don't know. I don't know? I don't know? I don't know? I don't",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,64.0
distilgpt2,2,in_template_test,quoted_echo,The druid built the tower.,It is unclear whether the druid built the tower.,question,random_norm,0.75,random_norm,"""The druid built the tower.""","The druid built the tower.

The druid built the tower.
The druid built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
distilgpt2,2,in_template_test,quoted_echo,The druid built the tower.,It is unclear whether the druid built the tower.,question,wrong_class,0.75,negation,"""The druid built the tower.""","""I'm not sure what the hell is going on, but I'm sure I'm sure I'm sure I'm",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0
distilgpt2,2,in_template_test,quoted_echo,The druid built the tower.,It is unclear whether the druid built the tower.,question,negative_target,0.75,question,"""The druid built the tower.""",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,in_template_test,repeat_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,none,0.0,,"Repeat this sentence:
The phoenix protected the village.
Repeated:","The phoenix protected the village.
Repeated:
The phoenix protected the village.
Repeated:
The phoenix",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
distilgpt2,2,in_template_test,repeat_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,target,0.75,question,"Repeat this sentence:
The phoenix protected the village.
Repeated:","The phoenix protected the village.
The phoenix protected the village?
The answer:
The answer:
The answer:",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,105.0
distilgpt2,2,in_template_test,repeat_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The phoenix protected the village.
Repeated:","The sentence:
The sentence:
The sentence:
The sentence:
The sentence:
The sentence:
The sentence:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0
distilgpt2,2,in_template_test,repeat_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,wrong_class,0.75,tense_shift,"Repeat this sentence:
The phoenix protected the village.
Repeated:","The phoenix protected the village.
Repeated:
The phoenix protected the village.
Repeated:
The phoenix",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
distilgpt2,2,in_template_test,repeat_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,negative_target,0.75,question,"Repeat this sentence:
The phoenix protected the village.
Repeated:","The phoenix protected the village.
The phoenix protected the village.
The phoenix protected the village.
The phoenix",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
distilgpt2,2,in_template_test,copy_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,none,0.0,,"Copy this sentence:
The phoenix protected the village.
Copy:","The phoenix protected the village.
Copy:
The phoenix protected the village.
Copy:
The phoenix protected the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,in_template_test,copy_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,target,0.75,question,"Copy this sentence:
The phoenix protected the village.
Copy:","This is the same as the phoenix.
This is the same as the phoenix?
This is the same as the ph",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,92.0
distilgpt2,2,in_template_test,copy_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,random_norm,0.75,random_norm,"Copy this sentence:
The phoenix protected the village.
Copy:","The phoenix was a little bit of a mess.
The phoenix was a little bit of a mess.
The phoenix",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,91.0
distilgpt2,2,in_template_test,copy_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,wrong_class,0.75,tense_shift,"Copy this sentence:
The phoenix protected the village.
Copy:","The phoenix protected the village.
Copy:
The phoenix protected the village.
Copy:
The phoenix protected the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,in_template_test,copy_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,negative_target,0.75,question,"Copy this sentence:
The phoenix protected the village.
Copy:","The phoenix protected the village.
Copy:
The phoenix protected the village.
Copy:
The phoenix protected the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,in_template_test,same_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,none,0.0,,"Same sentence:
The phoenix protected the village.
Same:","The phoenix protected the village.
Same:
The phoenix protected the village.
Same:
The phoenix protected the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,in_template_test,same_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,target,0.75,question,"Same sentence:
The phoenix protected the village.
Same:","The phoenix protected the village.
The phoenix protected the village?
The answer:
The answer:
The answer:",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,105.0
distilgpt2,2,in_template_test,same_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,random_norm,0.75,random_norm,"Same sentence:
The phoenix protected the village.
Same:","The phoenix protected the village.
Same:
The phoenix protected the village.
Same:
The phoenix protected the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,in_template_test,same_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,wrong_class,0.75,modality,"Same sentence:
The phoenix protected the village.
Same:","The phoenix protected the village.
Same:
The phoenix protected the village.
Same:
The phoenix protected the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,2,in_template_test,same_sentence,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,negative_target,0.75,question,"Same sentence:
The phoenix protected the village.
Same:","The phoenix protected the village.
The phoenix protected the village.
The phoenix protected the village.
The phoenix",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
distilgpt2,2,in_template_test,quoted_echo,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,none,0.0,,"""The phoenix protected the village.""","""I'm not sure what the hell is going on here. I'm not sure what the hell is going on here. I",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,92.0
distilgpt2,2,in_template_test,quoted_echo,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,target,0.75,question,"""The phoenix protected the village.""","""I don't know. I don't know? I don't know? I don't know? I don't know",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,69.0
distilgpt2,2,in_template_test,quoted_echo,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,random_norm,0.75,random_norm,"""The phoenix protected the village.""",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,in_template_test,quoted_echo,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,wrong_class,0.75,negation,"""The phoenix protected the village.""","""I'm not sure what to do about it, but I'm sure I'll be able to do something about it,""",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,87.0
distilgpt2,2,in_template_test,quoted_echo,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,negative_target,0.75,question,"""The phoenix protected the village.""",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,in_template_test,repeat_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,none,0.0,,"Repeat this sentence:
The vampire created the artifact.
Repeated:","The vampire created the artifact.
Repeated:
The vampire created the artifact.
Repeated:
The vampire created the artifact",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
distilgpt2,2,in_template_test,repeat_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,target,0.75,question,"Repeat this sentence:
The vampire created the artifact.
Repeated:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact?
The answer:
The answer",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,124.0
distilgpt2,2,in_template_test,repeat_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The vampire created the artifact.
Repeated:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
distilgpt2,2,in_template_test,repeat_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,wrong_class,0.75,modality,"Repeat this sentence:
The vampire created the artifact.
Repeated:","The vampire created the artifact.
Repeated:
The vampire created the artifact.
Repeated:
The vampire created the artifact",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
distilgpt2,2,in_template_test,repeat_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,negative_target,0.75,question,"Repeat this sentence:
The vampire created the artifact.
Repeated:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
distilgpt2,2,in_template_test,copy_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,none,0.0,,"Copy this sentence:
The vampire created the artifact.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
distilgpt2,2,in_template_test,copy_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,target,0.75,question,"Copy this sentence:
The vampire created the artifact.
Copy:","This is a question that I have not answered.
I have no answer.
I have no answer?
I have no answer",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,97.0
distilgpt2,2,in_template_test,copy_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,random_norm,0.75,random_norm,"Copy this sentence:
The vampire created the artifact.
Copy:","The vampire created the artifact.
Copy: The vampire created the artifact.
Copy: The vampire created the artifact.
Copy: The",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
distilgpt2,2,in_template_test,copy_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,wrong_class,0.75,tense_shift,"Copy this sentence:
The vampire created the artifact.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
distilgpt2,2,in_template_test,copy_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,negative_target,0.75,question,"Copy this sentence:
The vampire created the artifact.
Copy:","The vampire created the artifact.
Copy:
The vampire created the artifact.
Copy:
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
distilgpt2,2,in_template_test,same_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,none,0.0,,"Same sentence:
The vampire created the artifact.
Same:","The vampire created the artifact.
Same:
The vampire created the artifact.
Same:
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
distilgpt2,2,in_template_test,same_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,target,0.75,question,"Same sentence:
The vampire created the artifact.
Same:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact?
The answer:
The answer",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,124.0
distilgpt2,2,in_template_test,same_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,random_norm,0.75,random_norm,"Same sentence:
The vampire created the artifact.
Same:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
distilgpt2,2,in_template_test,same_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,wrong_class,0.75,modality,"Same sentence:
The vampire created the artifact.
Same:","The vampire created the artifact.
Same:
The vampire created the artifact.
Same:
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
distilgpt2,2,in_template_test,same_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,negative_target,0.75,question,"Same sentence:
The vampire created the artifact.
Same:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
distilgpt2,2,in_template_test,quoted_echo,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,none,0.0,,"""The vampire created the artifact.""","""I'm not sure what the hell is going on here. I'm not sure what the hell is going on here.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0
distilgpt2,2,in_template_test,quoted_echo,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,target,0.75,question,"""The vampire created the artifact.""","""I don't know. I don't know? I don't know? I don't know? I don't",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,64.0
distilgpt2,2,in_template_test,quoted_echo,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,random_norm,0.75,random_norm,"""The vampire created the artifact.""",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,in_template_test,quoted_echo,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,wrong_class,0.75,modality,"""The vampire created the artifact.""","""I'm not sure what the hell is going on here, but I'm sure it's going on here, but",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,82.0
distilgpt2,2,in_template_test,quoted_echo,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,negative_target,0.75,question,"""The vampire created the artifact.""",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,2,in_template_test,repeat_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,none,0.0,,"Repeat this sentence:
The queen repaired the satellite.
Repeated:","The queen repaired the satellite.
Repeated:
The queen repaired the satellite.
Repeated:
The queen repaired the satellite",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
distilgpt2,2,in_template_test,repeat_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,target,0.75,question,"Repeat this sentence:
The queen repaired the satellite.
Repeated:","The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite?
The answer:
The answer",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,124.0
distilgpt2,2,in_template_test,repeat_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The queen repaired the satellite.
Repeated:","The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
distilgpt2,2,in_template_test,repeat_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,wrong_class,0.75,negation,"Repeat this sentence:
The queen repaired the satellite.
Repeated:","The queen repaired the satellite.
Repeated:
The queen repaired the satellite.
Repeated:
The queen repaired the satellite",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
distilgpt2,2,in_template_test,repeat_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,negative_target,0.75,question,"Repeat this sentence:
The queen repaired the satellite.
Repeated:","The satellite was repaired.
The satellite was repaired.
The satellite was repaired.
The satellite was repaired.
The satellite was",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,129.0
distilgpt2,2,in_template_test,copy_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,none,0.0,,"Copy this sentence:
The queen repaired the satellite.
Copy:","The queen repaired the satellite.
Copy:
The queen repaired the satellite.
Copy:
The queen repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
distilgpt2,2,in_template_test,copy_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,target,0.75,question,"Copy this sentence:
The queen repaired the satellite.
Copy:","The queen repaired the satellite.
Copy:
The queen repaired the satellite.
Copy:
The queen repaired the satellite?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,113.0
distilgpt2,2,in_template_test,copy_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,random_norm,0.75,random_norm,"Copy this sentence:
The queen repaired the satellite.
Copy:","The satellite was destroyed.
The satellite was destroyed.
The satellite was destroyed.
The satellite was destroyed.
The satellite was",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,133.0
distilgpt2,2,in_template_test,copy_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,wrong_class,0.75,modality,"Copy this sentence:
The queen repaired the satellite.
Copy:","The queen repaired the satellite.
Copy:
The queen repaired the satellite.
Copy:
The queen repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
distilgpt2,2,in_template_test,copy_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,negative_target,0.75,question,"Copy this sentence:
The queen repaired the satellite.
Copy:","The queen repaired the satellite.
Copy:
The queen repaired the satellite.
Copy:
The queen repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
