model,language,path,direct,mean_residual_norm,mean_direct_norm,relative_residual_norm,mean_cosine_composed_direct,note
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,0->1->2,0->2,3.7677075681585854e-08,0.9913089871406556,3.800739989401336e-08,1.0,sanity_identity_for_same_endpoint_path
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,-2->0->2,-2->2,4.1427789199133265e-08,1.0974833965301514,3.774798784661471e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ar,-2->-1->0,-2->0,3.2503436386832625e-08,0.7739262580871582,4.19981063259911e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ar,-1->0->1,-1->1,2.7764292198639854e-08,0.2899501025676727,9.575541781714493e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ar,0->1->2,0->2,3.0115170801536806e-08,0.7751070261001587,3.8852920880572135e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ar,-2->0->2,-2->2,2.9547795321605008e-08,0.6699264049530029,4.4106030827606446e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,de,-2->-1->0,-2->0,4.43771739355725e-08,1.1398000717163086,3.893417499511997e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,de,-1->0->1,-1->1,4.031481282140703e-08,0.4365958273410797,9.233897912963585e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,de,0->1->2,0->2,4.6380925766698056e-08,1.038079857826233,4.4679534738634175e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,de,-2->0->2,-2->2,4.0038010240550654e-08,0.5540016293525696,7.227056642022944e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,en,-2->-1->0,-2->0,3.0153966434909314e-08,1.0114952325820925,2.9811278778879575e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,en,-1->0->1,-1->1,2.9961043424009404e-08,0.4792906641960144,6.251121931200032e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,en,0->1->2,0->2,3.3573900992678325e-08,0.9378100633621216,3.5800319153622695e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,en,-2->0->2,-2->2,3.377977364493745e-08,0.442939281463623,7.626276499195228e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,es,-2->-1->0,-2->0,3.3140118205210456e-08,0.9280892610549928,3.5707898859982385e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,es,-1->0->1,-1->1,3.156316807917392e-08,0.4864856600761413,6.487995563020378e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,es,0->1->2,0->2,3.6025944893935964e-08,1.0481518507003784,3.43709203320941e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,es,-2->0->2,-2->2,3.638747969603173e-08,0.5807715654373169,6.265369023594758e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,fr,-2->-1->0,-2->0,4.7055856100541866e-08,1.2499444484710691,3.7646358919118945e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,fr,-1->0->1,-1->1,3.5374661422338256e-08,0.6756598949432373,5.235572331230288e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,fr,0->1->2,0->2,3.365619960504773e-08,0.9648408889770508,3.4882642552247496e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,fr,-2->0->2,-2->2,4.50596466805564e-08,0.7585927248001099,5.9398995944093265e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ru,-2->-1->0,-2->0,2.868497617214416e-08,0.6814735531806946,4.2092572982710414e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ru,-1->0->1,-1->1,2.8766629966980872e-08,0.6084142923355103,4.72813184160259e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ru,0->1->2,0->2,3.0434073039486975e-08,0.7881357073783875,3.8615269204456126e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,ru,-2->0->2,-2->2,2.8908280214068327e-08,0.5683623552322388,5.0862411171692656e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,zh,-2->-1->0,-2->0,3.8214057695995514e-08,0.8438283801078796,4.528652652879828e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,zh,-1->0->1,-1->1,3.5698938916084444e-08,0.5294361114501953,6.742822478145173e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,zh,0->1->2,0->2,3.6618629906115536e-08,0.7927771210670471,4.6190322677830415e-08,1.0,sanity_identity_for_same_endpoint_path
xlm-roberta-base,zh,-2->0->2,-2->2,3.13736663315467e-08,0.5571370720863342,5.63122952712547e-08,1.0,sanity_identity_for_same_endpoint_path
