template_id,subject,action_base,object,context,op_a,op_b,pair,source,ab_text,ba_text
26,planner,fix,the bug,after the review,N,M,NM_vs_MN,The planner fixed the bug after the review.,The planner did not allegedly fix the bug after the review.,The planner allegedly refused to fix the bug after the review.
26,planner,fix,the bug,after the review,N,T,NT_vs_TN,The planner fixed the bug after the review.,The planner will fail to fix the bug after the review.,The planner will not fix the bug after the review.
26,planner,fix,the bug,after the review,Q,M,QM_vs_MQ,The planner fixed the bug after the review.,Is it allegedly true that the planner fixed the bug after the review?,Did the planner allegedly fix the bug after the review?
26,planner,fix,the bug,after the review,Q,T,QT_vs_TQ,The planner fixed the bug after the review.,Will it be true that the planner will fix the bug after the review?,Will the planner fix the bug after the review?
26,planner,fix,the bug,after the review,M,T,MT_vs_TM,The planner fixed the bug after the review.,The planner allegedly will fix the bug after the review.,The planner will allegedly fix the bug after the review.
27,auditor,submit,the request,before the deadline,N,Q,NQ_vs_QN,The auditor submitted the request before the deadline.,Did the auditor fail to submit the request before the deadline?,Is it false that the auditor submitted the request before the deadline?
27,auditor,submit,the request,before the deadline,N,M,NM_vs_MN,The auditor submitted the request before the deadline.,The auditor did not reportedly submit the request before the deadline.,The auditor reportedly failed to submit the request before the deadline.
27,auditor,submit,the request,before the deadline,N,T,NT_vs_TN,The auditor submitted the request before the deadline.,The auditor will fail to submit the request before the deadline.,The auditor will not submit the request before the deadline.
27,auditor,submit,the request,before the deadline,Q,M,QM_vs_MQ,The auditor submitted the request before the deadline.,Is it reportedly true that the auditor submitted the request before the deadline?,Did the auditor reportedly submit the request before the deadline?
27,auditor,submit,the request,before the deadline,Q,T,QT_vs_TQ,The auditor submitted the request before the deadline.,Will it be true that the auditor will submit the request before the deadline?,Will the auditor submit the request before the deadline?
27,auditor,submit,the request,before the deadline,M,T,MT_vs_TM,The auditor submitted the request before the deadline.,The auditor reportedly will submit the request before the deadline.,The auditor will reportedly submit the request before the deadline.
28,engineer,complete,the repair,under the policy,N,Q,NQ_vs_QN,The engineer completed the repair under the policy.,Did the engineer fail to complete the repair under the policy?,Is it false that the engineer completed the repair under the policy?
28,engineer,complete,the repair,under the policy,N,M,NM_vs_MN,The engineer completed the repair under the policy.,The engineer did not apparently complete the repair under the policy.,The engineer apparently failed to complete the repair under the policy.
28,engineer,complete,the repair,under the policy,N,T,NT_vs_TN,The engineer completed the repair under the policy.,The engineer will fail to complete the repair under the policy.,The engineer will not complete the repair under the policy.
28,engineer,complete,the repair,under the policy,Q,M,QM_vs_MQ,The engineer completed the repair under the policy.,Is it apparently true that the engineer completed the repair under the policy?,Did the engineer apparently complete the repair under the policy?
28,engineer,complete,the repair,under the policy,Q,T,QT_vs_TQ,The engineer completed the repair under the policy.,Will it be true that the engineer is going to complete the repair under the policy?,Will the engineer complete the repair under the policy?
28,engineer,complete,the repair,under the policy,M,T,MT_vs_TM,The engineer completed the repair under the policy.,The engineer apparently is going to complete the repair under the policy.,The engineer will apparently complete the repair under the policy.
29,programmer,accept,the explanation,before the deadline,N,Q,NQ_vs_QN,The programmer accepted the explanation before the deadline.,Did the programmer fail to accept the explanation before the deadline?,Is it false that the programmer accepted the explanation before the deadline?
29,programmer,accept,the explanation,before the deadline,N,M,NM_vs_MN,The programmer accepted the explanation before the deadline.,The programmer did not apparently accept the explanation before the deadline.,The programmer apparently did not accept the explanation before the deadline.
29,programmer,accept,the explanation,before the deadline,N,T,NT_vs_TN,The programmer accepted the explanation before the deadline.,The programmer will fail to accept the explanation before the deadline.,The programmer will not accept the explanation before the deadline.
29,programmer,accept,the explanation,before the deadline,Q,M,QM_vs_MQ,The programmer accepted the explanation before the deadline.,Is it apparently true that the programmer accepted the explanation before the deadline?,Did the programmer apparently accept the explanation before the deadline?
29,programmer,accept,the explanation,before the deadline,Q,T,QT_vs_TQ,The programmer accepted the explanation before the deadline.,Will it be true that the programmer plans to accept the explanation before the deadline?,Will the programmer accept the explanation before the deadline?
29,programmer,accept,the explanation,before the deadline,M,T,MT_vs_TM,The programmer accepted the explanation before the deadline.,The programmer apparently plans to accept the explanation before the deadline.,The programmer will apparently accept the explanation before the deadline.
30,analyst,fix,the bug,in the morning,N,Q,NQ_vs_QN,The analyst fixed the bug in the morning.,Did the analyst fail to fix the bug in the morning?,Is it false that the analyst fixed the bug in the morning?
30,analyst,fix,the bug,in the morning,N,M,NM_vs_MN,The analyst fixed the bug in the morning.,The analyst did not reportedly fix the bug in the morning.,The analyst reportedly failed to fix the bug in the morning.
30,analyst,fix,the bug,in the morning,N,T,NT_vs_TN,The analyst fixed the bug in the morning.,The analyst will fail to fix the bug in the morning.,The analyst will not fix the bug in the morning.
30,analyst,fix,the bug,in the morning,Q,M,QM_vs_MQ,The analyst fixed the bug in the morning.,Is it reportedly true that the analyst fixed the bug in the morning?,Did the analyst reportedly fix the bug in the morning?
30,analyst,fix,the bug,in the morning,Q,T,QT_vs_TQ,The analyst fixed the bug in the morning.,Will it be true that the analyst will fix the bug in the morning?,Will the analyst fix the bug in the morning?
30,analyst,fix,the bug,in the morning,M,T,MT_vs_TM,The analyst fixed the bug in the morning.,The analyst reportedly will fix the bug in the morning.,The analyst will reportedly fix the bug in the morning.
31,researcher,submit,the request,after the review,N,Q,NQ_vs_QN,The researcher submitted the request after the review.,Did the researcher fail to submit the request after the review?,Is it false that the researcher submitted the request after the review?
31,researcher,submit,the request,after the review,N,M,NM_vs_MN,The researcher submitted the request after the review.,The researcher did not apparently submit the request after the review.,The researcher apparently did not submit the request after the review.
31,researcher,submit,the request,after the review,N,T,NT_vs_TN,The researcher submitted the request after the review.,The researcher will fail to submit the request after the review.,The researcher will not submit the request after the review.
31,researcher,submit,the request,after the review,Q,M,QM_vs_MQ,The researcher submitted the request after the review.,Is it apparently true that the researcher submitted the request after the review?,Did the researcher apparently submit the request after the review?
31,researcher,submit,the request,after the review,Q,T,QT_vs_TQ,The researcher submitted the request after the review.,Will it be true that the researcher will submit the request after the review?,Will the researcher submit the request after the review?
31,researcher,submit,the request,after the review,M,T,MT_vs_TM,The researcher submitted the request after the review.,The researcher apparently will submit the request after the review.,The researcher will apparently submit the request after the review.
32,researcher,update,the schedule,under the policy,N,Q,NQ_vs_QN,The researcher updated the schedule under the policy.,Did the researcher fail to update the schedule under the policy?,Is it false that the researcher updated the schedule under the policy?
32,researcher,update,the schedule,under the policy,N,M,NM_vs_MN,The researcher updated the schedule under the policy.,The researcher did not reportedly update the schedule under the policy.,The researcher reportedly did not update the schedule under the policy.
32,researcher,update,the schedule,under the policy,N,T,NT_vs_TN,The researcher updated the schedule under the policy.,The researcher will fail to update the schedule under the policy.,The researcher will not update the schedule under the policy.
32,researcher,update,the schedule,under the policy,Q,M,QM_vs_MQ,The researcher updated the schedule under the policy.,Is it reportedly true that the researcher updated the schedule under the policy?,Did the researcher reportedly update the schedule under the policy?
32,researcher,update,the schedule,under the policy,Q,T,QT_vs_TQ,The researcher updated the schedule under the policy.,Will it be true that the researcher is going to update the schedule under the policy?,Will the researcher update the schedule under the policy?
32,researcher,update,the schedule,under the policy,M,T,MT_vs_TM,The researcher updated the schedule under the policy.,The researcher reportedly is going to update the schedule under the policy.,The researcher will reportedly update the schedule under the policy.
33,engineer,support,the theory,with the team,N,Q,NQ_vs_QN,The engineer supported the theory with the team.,Did the engineer fail to support the theory with the team?,Is it false that the engineer supported the theory with the team?
33,engineer,support,the theory,with the team,N,M,NM_vs_MN,The engineer supported the theory with the team.,The engineer did not reportedly support the theory with the team.,The engineer reportedly refused to support the theory with the team.
33,engineer,support,the theory,with the team,N,T,NT_vs_TN,The engineer supported the theory with the team.,The engineer will fail to support the theory with the team.,The engineer will not support the theory with the team.
33,engineer,support,the theory,with the team,Q,M,QM_vs_MQ,The engineer supported the theory with the team.,Is it reportedly true that the engineer supported the theory with the team?,Did the engineer reportedly support the theory with the team?
33,engineer,support,the theory,with the team,Q,T,QT_vs_TQ,The engineer supported the theory with the team.,Will it be true that the engineer will support the theory with the team?,Will the engineer support the theory with the team?
33,engineer,support,the theory,with the team,M,T,MT_vs_TM,The engineer supported the theory with the team.,The engineer reportedly will support the theory with the team.,The engineer will reportedly support the theory with the team.
34,doctor,support,the theory,during the meeting,N,Q,NQ_vs_QN,The doctor supported the theory during the meeting.,Did the doctor fail to support the theory during the meeting?,Is it false that the doctor supported the theory during the meeting?
34,doctor,support,the theory,during the meeting,N,M,NM_vs_MN,The doctor supported the theory during the meeting.,The doctor did not apparently support the theory during the meeting.,The doctor apparently failed to support the theory during the meeting.
34,doctor,support,the theory,during the meeting,N,T,NT_vs_TN,The doctor supported the theory during the meeting.,The doctor will fail to support the theory during the meeting.,The doctor will not support the theory during the meeting.
34,doctor,support,the theory,during the meeting,Q,M,QM_vs_MQ,The doctor supported the theory during the meeting.,Is it apparently true that the doctor supported the theory during the meeting?,Did the doctor apparently support the theory during the meeting?
34,doctor,support,the theory,during the meeting,Q,T,QT_vs_TQ,The doctor supported the theory during the meeting.,Will it be true that the doctor will support the theory during the meeting?,Will the doctor support the theory during the meeting?
34,doctor,support,the theory,during the meeting,M,T,MT_vs_TM,The doctor supported the theory during the meeting.,The doctor apparently will support the theory during the meeting.,The doctor will apparently support the theory during the meeting.
35,doctor,review,the proposal,for the committee,N,Q,NQ_vs_QN,The doctor reviewed the proposal for the committee.,Did the doctor fail to review the proposal for the committee?,Is it false that the doctor reviewed the proposal for the committee?
35,doctor,review,the proposal,for the committee,N,M,NM_vs_MN,The doctor reviewed the proposal for the committee.,The doctor did not reportedly review the proposal for the committee.,The doctor reportedly did not review the proposal for the committee.
35,doctor,review,the proposal,for the committee,N,T,NT_vs_TN,The doctor reviewed the proposal for the committee.,The doctor will fail to review the proposal for the committee.,The doctor will not review the proposal for the committee.
35,doctor,review,the proposal,for the committee,Q,M,QM_vs_MQ,The doctor reviewed the proposal for the committee.,Is it reportedly true that the doctor reviewed the proposal for the committee?,Did the doctor reportedly review the proposal for the committee?
35,doctor,review,the proposal,for the committee,Q,T,QT_vs_TQ,The doctor reviewed the proposal for the committee.,Will it be true that the doctor plans to review the proposal for the committee?,Will the doctor review the proposal for the committee?
35,doctor,review,the proposal,for the committee,M,T,MT_vs_TM,The doctor reviewed the proposal for the committee.,The doctor reportedly plans to review the proposal for the committee.,The doctor will reportedly review the proposal for the committee.
36,doctor,submit,the request,after the review,N,Q,NQ_vs_QN,The doctor submitted the request after the review.,Did the doctor fail to submit the request after the review?,Is it false that the doctor submitted the request after the review?
36,doctor,submit,the request,after the review,N,M,NM_vs_MN,The doctor submitted the request after the review.,The doctor did not allegedly submit the request after the review.,The doctor allegedly failed to submit the request after the review.
36,doctor,submit,the request,after the review,N,T,NT_vs_TN,The doctor submitted the request after the review.,The doctor will fail to submit the request after the review.,The doctor will not submit the request after the review.
36,doctor,submit,the request,after the review,Q,M,QM_vs_MQ,The doctor submitted the request after the review.,Is it allegedly true that the doctor submitted the request after the review?,Did the doctor allegedly submit the request after the review?
36,doctor,submit,the request,after the review,Q,T,QT_vs_TQ,The doctor submitted the request after the review.,Will it be true that the doctor plans to submit the request after the review?,Will the doctor submit the request after the review?
36,doctor,submit,the request,after the review,M,T,MT_vs_TM,The doctor submitted the request after the review.,The doctor allegedly plans to submit the request after the review.,The doctor will allegedly submit the request after the review.
37,analyst,confirm,the answer,after the review,N,Q,NQ_vs_QN,The analyst confirmed the answer after the review.,Did the analyst fail to confirm the answer after the review?,Is it false that the analyst confirmed the answer after the review?
37,analyst,confirm,the answer,after the review,N,M,NM_vs_MN,The analyst confirmed the answer after the review.,The analyst did not reportedly confirm the answer after the review.,The analyst reportedly did not confirm the answer after the review.
37,analyst,confirm,the answer,after the review,N,T,NT_vs_TN,The analyst confirmed the answer after the review.,The analyst will fail to confirm the answer after the review.,The analyst will not confirm the answer after the review.
37,analyst,confirm,the answer,after the review,Q,M,QM_vs_MQ,The analyst confirmed the answer after the review.,Is it reportedly true that the analyst confirmed the answer after the review?,Did the analyst reportedly confirm the answer after the review?
37,analyst,confirm,the answer,after the review,Q,T,QT_vs_TQ,The analyst confirmed the answer after the review.,Will it be true that the analyst plans to confirm the answer after the review?,Will the analyst confirm the answer after the review?
37,analyst,confirm,the answer,after the review,M,T,MT_vs_TM,The analyst confirmed the answer after the review.,The analyst reportedly plans to confirm the answer after the review.,The analyst will reportedly confirm the answer after the review.
38,scientist,fix,the bug,for the committee,N,Q,NQ_vs_QN,The scientist fixed the bug for the committee.,Did the scientist fail to fix the bug for the committee?,Is it false that the scientist fixed the bug for the committee?
38,scientist,fix,the bug,for the committee,N,M,NM_vs_MN,The scientist fixed the bug for the committee.,The scientist did not reportedly fix the bug for the committee.,The scientist reportedly did not fix the bug for the committee.
38,scientist,fix,the bug,for the committee,N,T,NT_vs_TN,The scientist fixed the bug for the committee.,The scientist will fail to fix the bug for the committee.,The scientist will not fix the bug for the committee.
38,scientist,fix,the bug,for the committee,Q,M,QM_vs_MQ,The scientist fixed the bug for the committee.,Is it reportedly true that the scientist fixed the bug for the committee?,Did the scientist reportedly fix the bug for the committee?
38,scientist,fix,the bug,for the committee,Q,T,QT_vs_TQ,The scientist fixed the bug for the committee.,Will it be true that the scientist will fix the bug for the committee?,Will the scientist fix the bug for the committee?
38,scientist,fix,the bug,for the committee,M,T,MT_vs_TM,The scientist fixed the bug for the committee.,The scientist reportedly will fix the bug for the committee.,The scientist will reportedly fix the bug for the committee.
39,consultant,accept,the explanation,under the policy,N,Q,NQ_vs_QN,The consultant accepted the explanation under the policy.,Did the consultant fail to accept the explanation under the policy?,Is it false that the consultant accepted the explanation under the policy?
39,consultant,accept,the explanation,under the policy,N,M,NM_vs_MN,The consultant accepted the explanation under the policy.,The consultant did not apparently accept the explanation under the policy.,The consultant apparently did not accept the explanation under the policy.
39,consultant,accept,the explanation,under the policy,N,T,NT_vs_TN,The consultant accepted the explanation under the policy.,The consultant will fail to accept the explanation under the policy.,The consultant will not accept the explanation under the policy.
39,consultant,accept,the explanation,under the policy,Q,M,QM_vs_MQ,The consultant accepted the explanation under the policy.,Is it apparently true that the consultant accepted the explanation under the policy?,Did the consultant apparently accept the explanation under the policy?
39,consultant,accept,the explanation,under the policy,Q,T,QT_vs_TQ,The consultant accepted the explanation under the policy.,Will it be true that the consultant is going to accept the explanation under the policy?,Will the consultant accept the explanation under the policy?
39,consultant,accept,the explanation,under the policy,M,T,MT_vs_TM,The consultant accepted the explanation under the policy.,The consultant apparently is going to accept the explanation under the policy.,The consultant will apparently accept the explanation under the policy.
40,auditor,approve,the treatment,during the meeting,N,Q,NQ_vs_QN,The auditor approved the treatment during the meeting.,Did the auditor fail to approve the treatment during the meeting?,Is it false that the auditor approved the treatment during the meeting?
40,auditor,approve,the treatment,during the meeting,N,M,NM_vs_MN,The auditor approved the treatment during the meeting.,The auditor did not reportedly approve the treatment during the meeting.,The auditor reportedly failed to approve the treatment during the meeting.
40,auditor,approve,the treatment,during the meeting,N,T,NT_vs_TN,The auditor approved the treatment during the meeting.,The auditor will fail to approve the treatment during the meeting.,The auditor will not approve the treatment during the meeting.
40,auditor,approve,the treatment,during the meeting,Q,M,QM_vs_MQ,The auditor approved the treatment during the meeting.,Is it reportedly true that the auditor approved the treatment during the meeting?,Did the auditor reportedly approve the treatment during the meeting?
40,auditor,approve,the treatment,during the meeting,Q,T,QT_vs_TQ,The auditor approved the treatment during the meeting.,Will it be true that the auditor plans to approve the treatment during the meeting?,Will the auditor approve the treatment during the meeting?
40,auditor,approve,the treatment,during the meeting,M,T,MT_vs_TM,The auditor approved the treatment during the meeting.,The auditor reportedly plans to approve the treatment during the meeting.,The auditor will reportedly approve the treatment during the meeting.
41,editor,review,the proposal,before the deadline,N,Q,NQ_vs_QN,The editor reviewed the proposal before the deadline.,Did the editor fail to review the proposal before the deadline?,Is it false that the editor reviewed the proposal before the deadline?
41,editor,review,the proposal,before the deadline,N,M,NM_vs_MN,The editor reviewed the proposal before the deadline.,The editor did not apparently review the proposal before the deadline.,The editor apparently failed to review the proposal before the deadline.
41,editor,review,the proposal,before the deadline,N,T,NT_vs_TN,The editor reviewed the proposal before the deadline.,The editor will fail to review the proposal before the deadline.,The editor will not review the proposal before the deadline.
41,editor,review,the proposal,before the deadline,Q,M,QM_vs_MQ,The editor reviewed the proposal before the deadline.,Is it apparently true that the editor reviewed the proposal before the deadline?,Did the editor apparently review the proposal before the deadline?
41,editor,review,the proposal,before the deadline,Q,T,QT_vs_TQ,The editor reviewed the proposal before the deadline.,Will it be true that the editor is going to review the proposal before the deadline?,Will the editor review the proposal before the deadline?
41,editor,review,the proposal,before the deadline,M,T,MT_vs_TM,The editor reviewed the proposal before the deadline.,The editor apparently is going to review the proposal before the deadline.,The editor will apparently review the proposal before the deadline.
42,teacher,confirm,the answer,after the review,N,Q,NQ_vs_QN,The teacher confirmed the answer after the review.,Did the teacher fail to confirm the answer after the review?,Is it false that the teacher confirmed the answer after the review?
42,teacher,confirm,the answer,after the review,N,M,NM_vs_MN,The teacher confirmed the answer after the review.,The teacher did not reportedly confirm the answer after the review.,The teacher reportedly refused to confirm the answer after the review.
42,teacher,confirm,the answer,after the review,N,T,NT_vs_TN,The teacher confirmed the answer after the review.,The teacher will fail to confirm the answer after the review.,The teacher will not confirm the answer after the review.
42,teacher,confirm,the answer,after the review,Q,M,QM_vs_MQ,The teacher confirmed the answer after the review.,Is it reportedly true that the teacher confirmed the answer after the review?,Did the teacher reportedly confirm the answer after the review?
42,teacher,confirm,the answer,after the review,Q,T,QT_vs_TQ,The teacher confirmed the answer after the review.,Will it be true that the teacher is going to confirm the answer after the review?,Will the teacher confirm the answer after the review?
42,teacher,confirm,the answer,after the review,M,T,MT_vs_TM,The teacher confirmed the answer after the review.,The teacher reportedly is going to confirm the answer after the review.,The teacher will reportedly confirm the answer after the review.
43,researcher,complete,the repair,during the meeting,N,Q,NQ_vs_QN,The researcher completed the repair during the meeting.,Did the researcher fail to complete the repair during the meeting?,Is it false that the researcher completed the repair during the meeting?
43,researcher,complete,the repair,during the meeting,N,M,NM_vs_MN,The researcher completed the repair during the meeting.,The researcher did not reportedly complete the repair during the meeting.,The researcher reportedly refused to complete the repair during the meeting.
43,researcher,complete,the repair,during the meeting,N,T,NT_vs_TN,The researcher completed the repair during the meeting.,The researcher will fail to complete the repair during the meeting.,The researcher will not complete the repair during the meeting.
43,researcher,complete,the repair,during the meeting,Q,M,QM_vs_MQ,The researcher completed the repair during the meeting.,Is it reportedly true that the researcher completed the repair during the meeting?,Did the researcher reportedly complete the repair during the meeting?
43,researcher,complete,the repair,during the meeting,Q,T,QT_vs_TQ,The researcher completed the repair during the meeting.,Will it be true that the researcher will complete the repair during the meeting?,Will the researcher complete the repair during the meeting?
43,researcher,complete,the repair,during the meeting,M,T,MT_vs_TM,The researcher completed the repair during the meeting.,The researcher reportedly will complete the repair during the meeting.,The researcher will reportedly complete the repair during the meeting.
44,coordinator,complete,the repair,during the meeting,N,Q,NQ_vs_QN,The coordinator completed the repair during the meeting.,Did the coordinator fail to complete the repair during the meeting?,Is it false that the coordinator completed the repair during the meeting?
44,coordinator,complete,the repair,during the meeting,N,M,NM_vs_MN,The coordinator completed the repair during the meeting.,The coordinator did not reportedly complete the repair during the meeting.,The coordinator reportedly refused to complete the repair during the meeting.
44,coordinator,complete,the repair,during the meeting,N,T,NT_vs_TN,The coordinator completed the repair during the meeting.,The coordinator will fail to complete the repair during the meeting.,The coordinator will not complete the repair during the meeting.
44,coordinator,complete,the repair,during the meeting,Q,M,QM_vs_MQ,The coordinator completed the repair during the meeting.,Is it reportedly true that the coordinator completed the repair during the meeting?,Did the coordinator reportedly complete the repair during the meeting?
44,coordinator,complete,the repair,during the meeting,Q,T,QT_vs_TQ,The coordinator completed the repair during the meeting.,Will it be true that the coordinator will complete the repair during the meeting?,Will the coordinator complete the repair during the meeting?
44,coordinator,complete,the repair,during the meeting,M,T,MT_vs_TM,The coordinator completed the repair during the meeting.,The coordinator reportedly will complete the repair during the meeting.,The coordinator will reportedly complete the repair during the meeting.
45,consultant,submit,the request,before the deadline,N,Q,NQ_vs_QN,The consultant submitted the request before the deadline.,Did the consultant fail to submit the request before the deadline?,Is it false that the consultant submitted the request before the deadline?
45,consultant,submit,the request,before the deadline,N,M,NM_vs_MN,The consultant submitted the request before the deadline.,The consultant did not allegedly submit the request before the deadline.,The consultant allegedly failed to submit the request before the deadline.
45,consultant,submit,the request,before the deadline,N,T,NT_vs_TN,The consultant submitted the request before the deadline.,The consultant will fail to submit the request before the deadline.,The consultant will not submit the request before the deadline.
45,consultant,submit,the request,before the deadline,Q,M,QM_vs_MQ,The consultant submitted the request before the deadline.,Is it allegedly true that the consultant submitted the request before the deadline?,Did the consultant allegedly submit the request before the deadline?
45,consultant,submit,the request,before the deadline,Q,T,QT_vs_TQ,The consultant submitted the request before the deadline.,Will it be true that the consultant plans to submit the request before the deadline?,Will the consultant submit the request before the deadline?
45,consultant,submit,the request,before the deadline,M,T,MT_vs_TM,The consultant submitted the request before the deadline.,The consultant allegedly plans to submit the request before the deadline.,The consultant will allegedly submit the request before the deadline.
46,designer,update,the schedule,during the meeting,N,Q,NQ_vs_QN,The designer updated the schedule during the meeting.,Did the designer fail to update the schedule during the meeting?,Is it false that the designer updated the schedule during the meeting?
46,designer,update,the schedule,during the meeting,N,M,NM_vs_MN,The designer updated the schedule during the meeting.,The designer did not allegedly update the schedule during the meeting.,The designer allegedly did not update the schedule during the meeting.
46,designer,update,the schedule,during the meeting,N,T,NT_vs_TN,The designer updated the schedule during the meeting.,The designer will fail to update the schedule during the meeting.,The designer will not update the schedule during the meeting.
46,designer,update,the schedule,during the meeting,Q,M,QM_vs_MQ,The designer updated the schedule during the meeting.,Is it allegedly true that the designer updated the schedule during the meeting?,Did the designer allegedly update the schedule during the meeting?
46,designer,update,the schedule,during the meeting,Q,T,QT_vs_TQ,The designer updated the schedule during the meeting.,Will it be true that the designer is going to update the schedule during the meeting?,Will the designer update the schedule during the meeting?
46,designer,update,the schedule,during the meeting,M,T,MT_vs_TM,The designer updated the schedule during the meeting.,The designer allegedly is going to update the schedule during the meeting.,The designer will allegedly update the schedule during the meeting.
47,architect,fix,the bug,under the policy,N,Q,NQ_vs_QN,The architect fixed the bug under the policy.,Did the architect fail to fix the bug under the policy?,Is it false that the architect fixed the bug under the policy?
47,architect,fix,the bug,under the policy,N,M,NM_vs_MN,The architect fixed the bug under the policy.,The architect did not allegedly fix the bug under the policy.,The architect allegedly did not fix the bug under the policy.
47,architect,fix,the bug,under the policy,N,T,NT_vs_TN,The architect fixed the bug under the policy.,The architect will fail to fix the bug under the policy.,The architect will not fix the bug under the policy.
47,architect,fix,the bug,under the policy,Q,M,QM_vs_MQ,The architect fixed the bug under the policy.,Is it allegedly true that the architect fixed the bug under the policy?,Did the architect allegedly fix the bug under the policy?
47,architect,fix,the bug,under the policy,Q,T,QT_vs_TQ,The architect fixed the bug under the policy.,Will it be true that the architect is going to fix the bug under the policy?,Will the architect fix the bug under the policy?
47,architect,fix,the bug,under the policy,M,T,MT_vs_TM,The architect fixed the bug under the policy.,The architect allegedly is going to fix the bug under the policy.,The architect will allegedly fix the bug under the policy.
48,designer,accept,the explanation,in the morning,N,Q,NQ_vs_QN,The designer accepted the explanation in the morning.,Did the designer fail to accept the explanation in the morning?,Is it false that the designer accepted the explanation in the morning?
48,designer,accept,the explanation,in the morning,N,M,NM_vs_MN,The designer accepted the explanation in the morning.,The designer did not reportedly accept the explanation in the morning.,The designer reportedly did not accept the explanation in the morning.
48,designer,accept,the explanation,in the morning,N,T,NT_vs_TN,The designer accepted the explanation in the morning.,The designer will fail to accept the explanation in the morning.,The designer will not accept the explanation in the morning.
48,designer,accept,the explanation,in the morning,Q,M,QM_vs_MQ,The designer accepted the explanation in the morning.,Is it reportedly true that the designer accepted the explanation in the morning?,Did the designer reportedly accept the explanation in the morning?
48,designer,accept,the explanation,in the morning,Q,T,QT_vs_TQ,The designer accepted the explanation in the morning.,Will it be true that the designer is going to accept the explanation in the morning?,Will the designer accept the explanation in the morning?
48,designer,accept,the explanation,in the morning,M,T,MT_vs_TM,The designer accepted the explanation in the morning.,The designer reportedly is going to accept the explanation in the morning.,The designer will reportedly accept the explanation in the morning.
49,programmer,confirm,the answer,during the meeting,N,Q,NQ_vs_QN,The programmer confirmed the answer during the meeting.,Did the programmer fail to confirm the answer during the meeting?,Is it false that the programmer confirmed the answer during the meeting?
49,programmer,confirm,the answer,during the meeting,N,M,NM_vs_MN,The programmer confirmed the answer during the meeting.,The programmer did not allegedly confirm the answer during the meeting.,The programmer allegedly refused to confirm the answer during the meeting.
49,programmer,confirm,the answer,during the meeting,N,T,NT_vs_TN,The programmer confirmed the answer during the meeting.,The programmer will fail to confirm the answer during the meeting.,The programmer will not confirm the answer during the meeting.
49,programmer,confirm,the answer,during the meeting,Q,M,QM_vs_MQ,The programmer confirmed the answer during the meeting.,Is it allegedly true that the programmer confirmed the answer during the meeting?,Did the programmer allegedly confirm the answer during the meeting?
49,programmer,confirm,the answer,during the meeting,Q,T,QT_vs_TQ,The programmer confirmed the answer during the meeting.,Will it be true that the programmer is going to confirm the answer during the meeting?,Will the programmer confirm the answer during the meeting?
49,programmer,confirm,the answer,during the meeting,M,T,MT_vs_TM,The programmer confirmed the answer during the meeting.,The programmer allegedly is going to confirm the answer during the meeting.,The programmer will allegedly confirm the answer during the meeting.
50,programmer,support,the theory,before the deadline,N,Q,NQ_vs_QN,The programmer supported the theory before the deadline.,Did the programmer fail to support the theory before the deadline?,Is it false that the programmer supported the theory before the deadline?
50,programmer,support,the theory,before the deadline,N,M,NM_vs_MN,The programmer supported the theory before the deadline.,The programmer did not reportedly support the theory before the deadline.,The programmer reportedly failed to support the theory before the deadline.
50,programmer,support,the theory,before the deadline,N,T,NT_vs_TN,The programmer supported the theory before the deadline.,The programmer will fail to support the theory before the deadline.,The programmer will not support the theory before the deadline.
50,programmer,support,the theory,before the deadline,Q,M,QM_vs_MQ,The programmer supported the theory before the deadline.,Is it reportedly true that the programmer supported the theory before the deadline?,Did the programmer reportedly support the theory before the deadline?
50,programmer,support,the theory,before the deadline,Q,T,QT_vs_TQ,The programmer supported the theory before the deadline.,Will it be true that the programmer will support the theory before the deadline?,Will the programmer support the theory before the deadline?
50,programmer,support,the theory,before the deadline,M,T,MT_vs_TM,The programmer supported the theory before the deadline.,The programmer reportedly will support the theory before the deadline.,The programmer will reportedly support the theory before the deadline.
51,architect,support,the theory,before the deadline,N,Q,NQ_vs_QN,The architect supported the theory before the deadline.,Did the architect fail to support the theory before the deadline?,Is it false that the architect supported the theory before the deadline?
51,architect,support,the theory,before the deadline,N,M,NM_vs_MN,The architect supported the theory before the deadline.,The architect did not apparently support the theory before the deadline.,The architect apparently did not support the theory before the deadline.
51,architect,support,the theory,before the deadline,N,T,NT_vs_TN,The architect supported the theory before the deadline.,The architect will fail to support the theory before the deadline.,The architect will not support the theory before the deadline.
51,architect,support,the theory,before the deadline,Q,M,QM_vs_MQ,The architect supported the theory before the deadline.,Is it apparently true that the architect supported the theory before the deadline?,Did the architect apparently support the theory before the deadline?
51,architect,support,the theory,before the deadline,Q,T,QT_vs_TQ,The architect supported the theory before the deadline.,Will it be true that the architect will support the theory before the deadline?,Will the architect support the theory before the deadline?
51,architect,support,the theory,before the deadline,M,T,MT_vs_TM,The architect supported the theory before the deadline.,The architect apparently will support the theory before the deadline.,The architect will apparently support the theory before the deadline.
52,teacher,accept,the explanation,during the meeting,N,Q,NQ_vs_QN,The teacher accepted the explanation during the meeting.,Did the teacher fail to accept the explanation during the meeting?,Is it false that the teacher accepted the explanation during the meeting?
