prompt_id,prompt
817,The report said that the journalist improved the document.
818,"If the journalist improved the document, the result mattered."
819,The person who reported the data was the chef.
820,"After the chef reported the data, the situation changed."
821,The report said that the chef reported the data.
822,"If the chef reported the data, the result mattered."
823,The person who discovered the question was the farmer.
824,"After the farmer discovered the question, the situation changed."
825,The report said that the farmer discovered the question.
826,"If the farmer discovered the question, the result mattered."
827,The person who reported the question was the farmer.
828,"After the farmer reported the question, the situation changed."
829,The report said that the farmer reported the question.
830,"If the farmer reported the question, the result mattered."
831,The person who tested the family was the musician.
832,"After the musician tested the family, the situation changed."
833,The report said that the musician tested the family.
834,"If the musician tested the family, the result mattered."
835,The person who examined the question was the farmer.
836,"After the farmer examined the question, the situation changed."
837,The report said that the farmer examined the question.
838,"If the farmer examined the question, the result mattered."
839,The person who wrote the event was the chef.
840,"After the chef wrote the event, the situation changed."
841,The report said that the chef wrote the event.
842,"If the chef wrote the event, the result mattered."
843,The person who examined the data was the pilot.
844,"After the pilot examined the data, the situation changed."
845,The report said that the pilot examined the data.
846,"If the pilot examined the data, the result mattered."
847,The person who prepared the data was the nurse.
848,"After the nurse prepared the data, the situation changed."
849,The report said that the nurse prepared the data.
850,"If the nurse prepared the data, the result mattered."
851,The person who studied the question was the pilot.
852,"After the pilot studied the question, the situation changed."
853,The report said that the pilot studied the question.
854,"If the pilot studied the question, the result mattered."
855,The person who examined the document was the lawyer.
856,"After the lawyer examined the document, the situation changed."
857,The report said that the lawyer examined the document.
858,"If the lawyer examined the document, the result mattered."
859,The person who designed the signal was the lawyer.
860,"After the lawyer designed the signal, the situation changed."
861,The report said that the lawyer designed the signal.
862,"If the lawyer designed the signal, the result mattered."
863,The person who created the signal was the researcher.
864,"After the researcher created the signal, the situation changed."
865,The report said that the researcher created the signal.
866,"If the researcher created the signal, the result mattered."
867,The person who wrote the interface was the lawyer.
868,"After the lawyer wrote the interface, the situation changed."
869,The report said that the lawyer wrote the interface.
870,"If the lawyer wrote the interface, the result mattered."
871,The person who defended the data was the nurse.
872,"After the nurse defended the data, the situation changed."
873,The report said that the nurse defended the data.
874,"If the nurse defended the data, the result mattered."
875,The student never found the system.
876,Could the student have found the system?
877,The student will find the system.
878,The student might have found the system.
879,The system had been found by the student.
880,It is true that the student found the system.
881,The student never found the system after the discussion.
882,Did the student find the system after the discussion?
883,The student is going to find the system after the discussion.
884,The student may have found the system after the discussion.
885,The system had been found by the student after the discussion.
886,The fact is that the student found the system after the discussion.
887,The scientist did not explain a black cat.
888,Could the scientist have explained a black cat?
889,The scientist will explain a black cat.
890,The scientist may have explained a black cat.
891,A black cat had been explained by the scientist.
892,It is true that the scientist explained a black cat.
893,The scientist never explained a black cat before the deadline.
894,Could the scientist have explained a black cat before the deadline?
895,The scientist is going to explain a black cat before the deadline.
896,The scientist might have explained a black cat before the deadline.
897,A black cat was explained by the scientist before the deadline.
898,It is true that the scientist explained a black cat before the deadline.
899,The writer did not prepare the decision.
900,Did the writer prepare the decision?
901,The writer is going to prepare the decision.
902,The writer may have prepared the decision.
903,The decision was prepared by the writer.
904,The fact is that the writer prepared the decision.
905,The writer never prepared the decision after the discussion.
906,Could the writer have prepared the decision after the discussion?
907,The writer is going to prepare the decision after the discussion.
908,The writer might have prepared the decision after the discussion.
909,The decision had been prepared by the writer after the discussion.
910,It is true that the writer prepared the decision after the discussion.
911,The scientist never created the patient.
912,Could the scientist have created the patient?
913,The scientist is going to create the patient.
914,The scientist might have created the patient.
915,The patient had been created by the scientist.
916,It is true that the scientist created the patient.
917,The scientist never created the patient after the discussion.
918,Could the scientist have created the patient after the discussion?
919,The scientist will create the patient after the discussion.
920,The scientist may have created the patient after the discussion.
921,The patient had been created by the scientist after the discussion.
922,The fact is that the scientist created the patient after the discussion.
923,The programmer never studied the patient.
924,Did the programmer study the patient?
925,The programmer will study the patient.
926,The programmer might have studied the patient.
927,The patient had been studied by the programmer.
928,It is true that the programmer studied the patient.
929,The programmer did not study the patient before the presentation.
930,Could the programmer have studied the patient before the presentation?
931,The programmer is going to study the patient before the presentation.
932,The programmer might have studied the patient before the presentation.
933,The patient had been studied by the programmer before the presentation.
934,The fact is that the programmer studied the patient before the presentation.
935,The scientist never prepared the rule.
936,Did the scientist prepare the rule?
937,The scientist will prepare the rule.
938,The scientist may have prepared the rule.
939,The rule had been prepared by the scientist.
940,The fact is that the scientist prepared the rule.
941,The scientist never prepared the rule in the laboratory.
942,Did the scientist prepare the rule in the laboratory?
943,The scientist is going to prepare the rule in the laboratory.
944,The scientist might have prepared the rule in the laboratory.
945,The rule was prepared by the scientist in the laboratory.
946,The fact is that the scientist prepared the rule in the laboratory.
947,The programmer did not test a black cat.
948,Could the programmer have tested a black cat?
949,The programmer will test a black cat.
950,The programmer may have tested a black cat.
951,A black cat had been tested by the programmer.
952,It is true that the programmer tested a black cat.
953,The programmer did not test a black cat before the presentation.
954,Did the programmer test a black cat before the presentation?
955,The programmer is going to test a black cat before the presentation.
956,The programmer may have tested a black cat before the presentation.
957,A black cat was tested by the programmer before the presentation.
958,The fact is that the programmer tested a black cat before the presentation.
959,The doctor never examined a complex machine.
960,Could the doctor have examined a complex machine?
961,The doctor will examine a complex machine.
962,The doctor might have examined a complex machine.
963,A complex machine had been examined by the doctor.
964,The fact is that the doctor examined a complex machine.
965,The doctor never examined a complex machine before the deadline.
966,Did the doctor examine a complex machine before the deadline?
967,The doctor is going to examine a complex machine before the deadline.
968,The doctor might have examined a complex machine before the deadline.
969,A complex machine was examined by the doctor before the deadline.
970,The fact is that the doctor examined a complex machine before the deadline.
971,The programmer never prepared a beautiful painting.
972,Could the programmer have prepared a beautiful painting?
973,The programmer is going to prepare a beautiful painting.
974,The programmer might have prepared a beautiful painting.
975,A beautiful painting was prepared by the programmer.
976,It is true that the programmer prepared a beautiful painting.
977,The programmer never prepared a beautiful painting in the laboratory.
978,Could the programmer have prepared a beautiful painting in the laboratory?
979,The programmer will prepare a beautiful painting in the laboratory.
980,The programmer might have prepared a beautiful painting in the laboratory.
981,A beautiful painting had been prepared by the programmer in the laboratory.
982,It is true that the programmer prepared a beautiful painting in the laboratory.
983,The programmer did not report the patient.
984,Could the programmer have reported the patient?
985,The programmer is going to report the patient.
986,The programmer might have reported the patient.
987,The patient had been reported by the programmer.
988,It is true that the programmer reported the patient.
989,The programmer did not report the patient at the school.
990,Did the programmer report the patient at the school?
991,The programmer will report the patient at the school.
992,The programmer may have reported the patient at the school.
993,The patient had been reported by the programmer at the school.
994,It is true that the programmer reported the patient at the school.
995,The doctor never studied a black cat.
996,Did the doctor study a black cat?
997,The doctor will study a black cat.
998,The doctor might have studied a black cat.
999,A black cat was studied by the doctor.
1000,The fact is that the doctor studied a black cat.
1001,The doctor did not study a black cat after the discussion.
1002,Could the doctor have studied a black cat after the discussion?
1003,The doctor will study a black cat after the discussion.
1004,The doctor may have studied a black cat after the discussion.
1005,A black cat had been studied by the doctor after the discussion.
1006,The fact is that the doctor studied a black cat after the discussion.
1007,The teacher did not examine a complex machine.
1008,Did the teacher examine a complex machine?
1009,The teacher is going to examine a complex machine.
1010,The teacher may have examined a complex machine.
1011,A complex machine had been examined by the teacher.
1012,It is true that the teacher examined a complex machine.
1013,The teacher never examined a complex machine before the deadline.
1014,Did the teacher examine a complex machine before the deadline?
1015,The teacher will examine a complex machine before the deadline.
1016,The teacher may have examined a complex machine before the deadline.
1017,A complex machine had been examined by the teacher before the deadline.
1018,The fact is that the teacher examined a complex machine before the deadline.
1019,The manager did not observe the system.
1020,Could the manager have observed the system?
1021,The manager will observe the system.
1022,The manager may have observed the system.
1023,The system had been observed by the manager.
1024,It is true that the manager observed the system.
1025,The manager never observed the system during the experiment.
1026,Did the manager observe the system during the experiment?
1027,The manager will observe the system during the experiment.
1028,The manager might have observed the system during the experiment.
1029,The system was observed by the manager during the experiment.
1030,It is true that the manager observed the system during the experiment.
1031,The teacher did not find a black cat.
1032,Could the teacher have found a black cat?
1033,The teacher is going to find a black cat.
1034,The teacher might have found a black cat.
1035,A black cat was found by the teacher.
1036,The fact is that the teacher found a black cat.
1037,The teacher never found a black cat after the interview.
1038,Did the teacher find a black cat after the interview?
1039,The teacher will find a black cat after the interview.
1040,The teacher might have found a black cat after the interview.
1041,A black cat had been found by the teacher after the interview.
1042,It is true that the teacher found a black cat after the interview.
1043,The artist never solved the rule.
1044,Could the artist have solved the rule?
1045,The artist will solve the rule.
1046,The artist might have solved the rule.
1047,The rule had been solved by the artist.
1048,The fact is that the artist solved the rule.
1049,The artist never solved the rule during the meeting.
1050,Did the artist solve the rule during the meeting?
1051,The artist will solve the rule during the meeting.
1052,The artist may have solved the rule during the meeting.
1053,The rule had been solved by the artist during the meeting.
1054,It is true that the artist solved the rule during the meeting.
1055,The programmer did not help the decision.
1056,Could the programmer have helped the decision?
1057,The programmer is going to help the decision.
1058,The programmer might have helped the decision.
1059,The decision was helped by the programmer.
1060,It is true that the programmer helped the decision.
1061,The programmer never helped the decision during the experiment.
1062,Did the programmer help the decision during the experiment?
1063,The programmer is going to help the decision during the experiment.
1064,The programmer may have helped the decision during the experiment.
1065,The decision had been helped by the programmer during the experiment.
1066,It is true that the programmer helped the decision during the experiment.
1067,The teacher never tested a beautiful painting.
1068,Could the teacher have tested a beautiful painting?
1069,The teacher will test a beautiful painting.
1070,The teacher might have tested a beautiful painting.
1071,A beautiful painting had been tested by the teacher.
1072,The fact is that the teacher tested a beautiful painting.
1073,The teacher never tested a beautiful painting during the experiment.
1074,Could the teacher have tested a beautiful painting during the experiment?
1075,The teacher is going to test a beautiful painting during the experiment.
1076,The teacher might have tested a beautiful painting during the experiment.
1077,A beautiful painting had been tested by the teacher during the experiment.
1078,It is true that the teacher tested a beautiful painting during the experiment.
1079,The manager did not improve a short story.
1080,Did the manager improve a short story?
1081,The manager is going to improve a short story.
1082,The manager may have improved a short story.
1083,A short story was improved by the manager.
1084,The fact is that the manager improved a short story.
1085,The manager never improved a short story before the deadline.
1086,Could the manager have improved a short story before the deadline?
1087,The manager is going to improve a short story before the deadline.
1088,The manager may have improved a short story before the deadline.
1089,A short story had been improved by the manager before the deadline.
1090,The fact is that the manager improved a short story before the deadline.
1091,The artist never created a short story.
1092,Could the artist have created a short story?
1093,The artist will create a short story.
1094,The artist may have created a short story.
1095,A short story was created by the artist.
1096,The fact is that the artist created a short story.
1097,The artist never created a short story during the meeting.
1098,Could the artist have created a short story during the meeting?
1099,The artist will create a short story during the meeting.
1100,The artist may have created a short story during the meeting.
1101,A short story was created by the artist during the meeting.
1102,The fact is that the artist created a short story during the meeting.
1103,The student did not create the decision.
1104,Did the student create the decision?
1105,The student is going to create the decision.
1106,The student might have created the decision.
1107,The decision had been created by the student.
1108,The fact is that the student created the decision.
1109,The student did not create the decision after the interview.
1110,Could the student have created the decision after the interview?
1111,The student will create the decision after the interview.
1112,The student might have created the decision after the interview.
1113,The decision had been created by the student after the interview.
1114,The fact is that the student created the decision after the interview.
1115,The scientist never prepared a complex machine.
1116,Did the scientist prepare a complex machine?
1117,The scientist is going to prepare a complex machine.
1118,The scientist may have prepared a complex machine.
1119,A complex machine had been prepared by the scientist.
1120,The fact is that the scientist prepared a complex machine.
1121,The scientist did not prepare a complex machine during the meeting.
1122,Did the scientist prepare a complex machine during the meeting?
1123,The scientist is going to prepare a complex machine during the meeting.
1124,The scientist may have prepared a complex machine during the meeting.
1125,A complex machine had been prepared by the scientist during the meeting.
1126,It is true that the scientist prepared a complex machine during the meeting.
1127,The child did not defend the problem.
1128,Did the child defend the problem?
1129,The child is going to defend the problem.
1130,The child may have defended the problem.
1131,The problem was defended by the child.
1132,The fact is that the child defended the problem.
1133,The child never defended the problem after the discussion.
1134,Could the child have defended the problem after the discussion?
1135,The child will defend the problem after the discussion.
1136,The child may have defended the problem after the discussion.
1137,The problem was defended by the child after the discussion.
1138,The fact is that the child defended the problem after the discussion.
1139,The programmer did not prepare a black cat.
1140,Could the programmer have prepared a black cat?
1141,The programmer will prepare a black cat.
1142,The programmer might have prepared a black cat.
1143,A black cat was prepared by the programmer.
1144,The fact is that the programmer prepared a black cat.
1145,The programmer did not prepare a black cat after the discussion.
1146,Did the programmer prepare a black cat after the discussion?
1147,The programmer is going to prepare a black cat after the discussion.
1148,The programmer may have prepared a black cat after the discussion.
1149,A black cat was prepared by the programmer after the discussion.
1150,The fact is that the programmer prepared a black cat after the discussion.
1151,The child did not design a black cat.
1152,Did the child design a black cat?
1153,The child will design a black cat.
1154,The child might have designed a black cat.
1155,A black cat was designed by the child.
1156,It is true that the child designed a black cat.
1157,The child never designed a black cat during the meeting.
1158,Could the child have designed a black cat during the meeting?
1159,The child will design a black cat during the meeting.
1160,The child may have designed a black cat during the meeting.
1161,A black cat was designed by the child during the meeting.
1162,It is true that the child designed a black cat during the meeting.
1163,The engineer never defended a new principle.
1164,Did the engineer defend a new principle?
1165,The engineer will defend a new principle.
1166,The engineer may have defended a new principle.
1167,A new principle was defended by the engineer.
1168,The fact is that the engineer defended a new principle.
1169,The engineer never defended a new principle before the deadline.
1170,Did the engineer defend a new principle before the deadline?
1171,The engineer will defend a new principle before the deadline.
1172,The engineer might have defended a new principle before the deadline.
1173,A new principle was defended by the engineer before the deadline.
1174,It is true that the engineer defended a new principle before the deadline.
1175,The scientist never defended a beautiful painting.
1176,Did the scientist defend a beautiful painting?
1177,The scientist is going to defend a beautiful painting.
1178,The scientist may have defended a beautiful painting.
1179,A beautiful painting had been defended by the scientist.
1180,It is true that the scientist defended a beautiful painting.
1181,The scientist did not defend a beautiful painting before the deadline.
1182,Did the scientist defend a beautiful painting before the deadline?
1183,The scientist is going to defend a beautiful painting before the deadline.
1184,The scientist might have defended a beautiful painting before the deadline.
1185,A beautiful painting was defended by the scientist before the deadline.
1186,The fact is that the scientist defended a beautiful painting before the deadline.
1187,The engineer did not analyze the rule.
1188,Could the engineer have analyzed the rule?
1189,The engineer will analyze the rule.
1190,The engineer might have analyzed the rule.
1191,The rule was analyzed by the engineer.
1192,The fact is that the engineer analyzed the rule.
1193,The engineer never analyzed the rule after the discussion.
1194,Could the engineer have analyzed the rule after the discussion?
1195,The engineer is going to analyze the rule after the discussion.
1196,The engineer may have analyzed the rule after the discussion.
1197,The rule had been analyzed by the engineer after the discussion.
1198,The fact is that the engineer analyzed the rule after the discussion.
1199,The manager never prepared the rule.
1200,Could the manager have prepared the rule?
1201,The manager is going to prepare the rule.
1202,The manager may have prepared the rule.
1203,The rule had been prepared by the manager.
1204,The fact is that the manager prepared the rule.
1205,The manager never prepared the rule before the presentation.
1206,Could the manager have prepared the rule before the presentation?
1207,The manager will prepare the rule before the presentation.
1208,The manager may have prepared the rule before the presentation.
1209,The rule had been prepared by the manager before the presentation.
1210,It is true that the manager prepared the rule before the presentation.
1211,The doctor never helped the problem.
1212,Could the doctor have helped the problem?
1213,The doctor is going to help the problem.
1214,The doctor may have helped the problem.
1215,The problem was helped by the doctor.
1216,It is true that the doctor helped the problem.
1217,The doctor never helped the problem before the deadline.
1218,Could the doctor have helped the problem before the deadline?
1219,The doctor will help the problem before the deadline.
1220,The doctor might have helped the problem before the deadline.
1221,The problem had been helped by the doctor before the deadline.
1222,It is true that the doctor helped the problem before the deadline.
1223,The student did not build a black cat.
1224,Did the student build a black cat?
1225,The student will build a black cat.
1226,The student may have built a black cat.
1227,A black cat had been built by the student.
1228,The fact is that the student built a black cat.
1229,The student never built a black cat after the interview.
1230,Could the student have built a black cat after the interview?
1231,The student will build a black cat after the interview.
1232,The student might have built a black cat after the interview.
1233,A black cat was built by the student after the interview.
1234,It is true that the student built a black cat after the interview.
1235,The programmer never approved the system.
1236,Did the programmer approve the system?
1237,The programmer will approve the system.
1238,The programmer might have approved the system.
1239,The system was approved by the programmer.
1240,It is true that the programmer approved the system.
1241,The programmer did not approve the system in the laboratory.
1242,Could the programmer have approved the system in the laboratory?
1243,The programmer is going to approve the system in the laboratory.
1244,The programmer might have approved the system in the laboratory.
1245,The system had been approved by the programmer in the laboratory.
1246,It is true that the programmer approved the system in the laboratory.
1247,The student never explained a short story.
1248,Could the student have explained a short story?
1249,The student is going to explain a short story.
1250,The student might have explained a short story.
1251,A short story was explained by the student.
1252,The fact is that the student explained a short story.
1253,The student never explained a short story after the interview.
1254,Could the student have explained a short story after the interview?
1255,The student is going to explain a short story after the interview.
1256,The student might have explained a short story after the interview.
1257,A short story had been explained by the student after the interview.
1258,The fact is that the student explained a short story after the interview.
1259,The writer never approved the rule.
1260,Could the writer have approved the rule?
1261,The writer will approve the rule.
1262,The writer might have approved the rule.
1263,The rule was approved by the writer.
1264,The fact is that the writer approved the rule.
1265,The writer never approved the rule after the interview.
1266,Did the writer approve the rule after the interview?
1267,The writer is going to approve the rule after the interview.
1268,The writer might have approved the rule after the interview.
1269,The rule was approved by the writer after the interview.
1270,It is true that the writer approved the rule after the interview.
1271,The programmer did not test the decision.
1272,Could the programmer have tested the decision?
1273,The programmer is going to test the decision.
1274,The programmer might have tested the decision.
1275,The decision was tested by the programmer.
1276,The fact is that the programmer tested the decision.
1277,The programmer never tested the decision in the laboratory.
1278,Could the programmer have tested the decision in the laboratory?
1279,The programmer is going to test the decision in the laboratory.
1280,The programmer may have tested the decision in the laboratory.
1281,The decision was tested by the programmer in the laboratory.
1282,The fact is that the programmer tested the decision in the laboratory.
1283,The doctor never reported the decision.
1284,Did the doctor report the decision?
1285,The doctor will report the decision.
1286,The doctor may have reported the decision.
1287,The decision was reported by the doctor.
1288,The fact is that the doctor reported the decision.
1289,The doctor never reported the decision during the meeting.
1290,Could the doctor have reported the decision during the meeting?
1291,The doctor will report the decision during the meeting.
1292,The doctor might have reported the decision during the meeting.
1293,The decision had been reported by the doctor during the meeting.
1294,It is true that the doctor reported the decision during the meeting.
1295,The programmer never wrote the system.
1296,Could the programmer have wrote the system?
1297,The programmer will write the system.
1298,The programmer may have wrote the system.
1299,The system was wrote by the programmer.
1300,The fact is that the programmer wrote the system.
1301,The programmer never wrote the system before the deadline.
1302,Could the programmer have wrote the system before the deadline?
1303,The programmer is going to write the system before the deadline.
1304,The programmer might have wrote the system before the deadline.
1305,The system was wrote by the programmer before the deadline.
1306,The fact is that the programmer wrote the system before the deadline.
1307,The student did not observe the system.
1308,Did the student observe the system?
1309,The student is going to observe the system.
1310,The student might have observed the system.
1311,The system was observed by the student.
1312,It is true that the student observed the system.
1313,The student never observed the system in the laboratory.
1314,Did the student observe the system in the laboratory?
1315,The student will observe the system in the laboratory.
1316,The student might have observed the system in the laboratory.
1317,The system was observed by the student in the laboratory.
1318,The fact is that the student observed the system in the laboratory.
1319,The scientist never studied a new principle.
1320,Could the scientist have studied a new principle?
1321,The scientist will study a new principle.
1322,The scientist may have studied a new principle.
1323,A new principle was studied by the scientist.
1324,The fact is that the scientist studied a new principle.
1325,The scientist never studied a new principle before the presentation.
1326,Could the scientist have studied a new principle before the presentation?
1327,The scientist will study a new principle before the presentation.
1328,The scientist may have studied a new principle before the presentation.
1329,A new principle had been studied by the scientist before the presentation.
1330,The fact is that the scientist studied a new principle before the presentation.
1331,The manager did not report a complex machine.
1332,Could the manager have reported a complex machine?
1333,The manager is going to report a complex machine.
1334,The manager might have reported a complex machine.
1335,A complex machine was reported by the manager.
1336,The fact is that the manager reported a complex machine.
1337,The manager never reported a complex machine after the interview.
1338,Did the manager report a complex machine after the interview?
1339,The manager will report a complex machine after the interview.
1340,The manager may have reported a complex machine after the interview.
1341,A complex machine had been reported by the manager after the interview.
1342,The fact is that the manager reported a complex machine after the interview.
1343,The scientist never designed the decision.
1344,Could the scientist have designed the decision?
1345,The scientist will design the decision.
1346,The scientist may have designed the decision.
1347,The decision had been designed by the scientist.
1348,It is true that the scientist designed the decision.
1349,The scientist never designed the decision in the laboratory.
1350,Did the scientist design the decision in the laboratory?
1351,The scientist is going to design the decision in the laboratory.
1352,The scientist might have designed the decision in the laboratory.
1353,The decision had been designed by the scientist in the laboratory.
1354,The fact is that the scientist designed the decision in the laboratory.
1355,The child did not help the system.
1356,Did the child help the system?
1357,The child will help the system.
1358,The child may have helped the system.
1359,The system was helped by the child.
1360,It is true that the child helped the system.
1361,The child never helped the system before the deadline.
1362,Did the child help the system before the deadline?
1363,The child will help the system before the deadline.
1364,The child might have helped the system before the deadline.
1365,The system had been helped by the child before the deadline.
1366,The fact is that the child helped the system before the deadline.
1367,The programmer never examined a black cat.
1368,Did the programmer examine a black cat?
1369,The programmer is going to examine a black cat.
1370,The programmer may have examined a black cat.
1371,A black cat was examined by the programmer.
1372,The fact is that the programmer examined a black cat.
1373,The programmer never examined a black cat after the discussion.
1374,Could the programmer have examined a black cat after the discussion?
1375,The programmer will examine a black cat after the discussion.
1376,The programmer might have examined a black cat after the discussion.
1377,A black cat had been examined by the programmer after the discussion.
1378,It is true that the programmer examined a black cat after the discussion.
1379,The writer never helped the problem.
1380,Did the writer help the problem?
1381,The writer will help the problem.
1382,The writer may have helped the problem.
1383,The problem had been helped by the writer.
1384,The fact is that the writer helped the problem.
1385,The writer did not help the problem in the laboratory.
1386,Could the writer have helped the problem in the laboratory?
1387,The writer will help the problem in the laboratory.
1388,The writer might have helped the problem in the laboratory.
1389,The problem had been helped by the writer in the laboratory.
1390,It is true that the writer helped the problem in the laboratory.
1391,The programmer never analyzed the system.
1392,Did the programmer analyze the system?
1393,The programmer will analyze the system.
1394,The programmer may have analyzed the system.
1395,The system was analyzed by the programmer.
1396,The fact is that the programmer analyzed the system.
1397,The programmer did not analyze the system after the interview.
1398,Did the programmer analyze the system after the interview?
1399,The programmer will analyze the system after the interview.
1400,The programmer may have analyzed the system after the interview.
1401,The system was analyzed by the programmer after the interview.
1402,The fact is that the programmer analyzed the system after the interview.
1403,The programmer did not measure the problem.
1404,Could the programmer have measured the problem?
1405,The programmer is going to measure the problem.
1406,The programmer may have measured the problem.
1407,The problem was measured by the programmer.
1408,It is true that the programmer measured the problem.
1409,The programmer never measured the problem before the deadline.
1410,Did the programmer measure the problem before the deadline?
1411,The programmer is going to measure the problem before the deadline.
1412,The programmer might have measured the problem before the deadline.
1413,The problem was measured by the programmer before the deadline.
1414,It is true that the programmer measured the problem before the deadline.
1415,The engineer never analyzed a new principle.
1416,Did the engineer analyze a new principle?
1417,The engineer will analyze a new principle.
1418,The engineer might have analyzed a new principle.
1419,A new principle was analyzed by the engineer.
1420,The fact is that the engineer analyzed a new principle.
1421,The engineer did not analyze a new principle during the experiment.
1422,Could the engineer have analyzed a new principle during the experiment?
1423,The engineer will analyze a new principle during the experiment.
1424,The engineer might have analyzed a new principle during the experiment.
1425,A new principle was analyzed by the engineer during the experiment.
1426,The fact is that the engineer analyzed a new principle during the experiment.
1427,The doctor never wrote a beautiful painting.
1428,Could the doctor have wrote a beautiful painting?
1429,The doctor will write a beautiful painting.
1430,The doctor may have wrote a beautiful painting.
1431,A beautiful painting had been wrote by the doctor.
1432,It is true that the doctor wrote a beautiful painting.
1433,The doctor did not write a beautiful painting before the presentation.
1434,Did the doctor write a beautiful painting before the presentation?
1435,The doctor will write a beautiful painting before the presentation.
1436,The doctor may have wrote a beautiful painting before the presentation.
1437,A beautiful painting was wrote by the doctor before the presentation.
1438,It is true that the doctor wrote a beautiful painting before the presentation.
1439,The manager never approved the system.
1440,Could the manager have approved the system?
1441,The manager is going to approve the system.
1442,The manager might have approved the system.
1443,The system was approved by the manager.
1444,It is true that the manager approved the system.
1445,The manager did not approve the system after the discussion.
1446,Could the manager have approved the system after the discussion?
1447,The manager is going to approve the system after the discussion.
1448,The manager might have approved the system after the discussion.
1449,The system was approved by the manager after the discussion.
1450,The fact is that the manager approved the system after the discussion.
1451,The doctor did not analyze the patient.
1452,Did the doctor analyze the patient?
1453,The doctor is going to analyze the patient.
1454,The doctor might have analyzed the patient.
1455,The patient had been analyzed by the doctor.
1456,It is true that the doctor analyzed the patient.
1457,The doctor never analyzed the patient in the laboratory.
1458,Could the doctor have analyzed the patient in the laboratory?
1459,The doctor is going to analyze the patient in the laboratory.
1460,The doctor may have analyzed the patient in the laboratory.
1461,The patient had been analyzed by the doctor in the laboratory.
1462,The fact is that the doctor analyzed the patient in the laboratory.
1463,The scientist did not write a new principle.
1464,Did the scientist write a new principle?
1465,The scientist is going to write a new principle.
1466,The scientist might have wrote a new principle.
1467,A new principle was wrote by the scientist.
1468,The fact is that the scientist wrote a new principle.
1469,The scientist never wrote a new principle after the interview.
1470,Did the scientist write a new principle after the interview?
1471,The scientist will write a new principle after the interview.
1472,The scientist may have wrote a new principle after the interview.
1473,A new principle was wrote by the scientist after the interview.
1474,It is true that the scientist wrote a new principle after the interview.
1475,The child did not improve a complex machine.
1476,Did the child improve a complex machine?
1477,The child will improve a complex machine.
1478,The child might have improved a complex machine.
1479,A complex machine was improved by the child.
1480,It is true that the child improved a complex machine.
1481,The child did not improve a complex machine before the presentation.
1482,Could the child have improved a complex machine before the presentation?
1483,The child is going to improve a complex machine before the presentation.
1484,The child might have improved a complex machine before the presentation.
1485,A complex machine was improved by the child before the presentation.
1486,The fact is that the child improved a complex machine before the presentation.
1487,The teacher did not test a complex machine.
1488,Did the teacher test a complex machine?
1489,The teacher will test a complex machine.
1490,The teacher may have tested a complex machine.
1491,A complex machine had been tested by the teacher.
1492,It is true that the teacher tested a complex machine.
1493,The teacher did not test a complex machine after the discussion.
1494,Did the teacher test a complex machine after the discussion?
1495,The teacher is going to test a complex machine after the discussion.
1496,The teacher may have tested a complex machine after the discussion.
1497,A complex machine had been tested by the teacher after the discussion.
1498,The fact is that the teacher tested a complex machine after the discussion.
1499,The student never explained a new principle.
1500,Could the student have explained a new principle?
1501,The student is going to explain a new principle.
1502,The student may have explained a new principle.
1503,A new principle was explained by the student.
1504,The fact is that the student explained a new principle.
1505,The student did not explain a new principle at the school.
1506,Could the student have explained a new principle at the school?
1507,The student will explain a new principle at the school.
1508,The student may have explained a new principle at the school.
1509,A new principle had been explained by the student at the school.
1510,It is true that the student explained a new principle at the school.
1511,The student never wrote a black cat.
1512,Did the student write a black cat?
1513,The student will write a black cat.
1514,The student may have wrote a black cat.
1515,A black cat was wrote by the student.
1516,The fact is that the student wrote a black cat.
1517,The student did not write a black cat after the interview.
1518,Did the student write a black cat after the interview?
1519,The student is going to write a black cat after the interview.
1520,The student may have wrote a black cat after the interview.
1521,A black cat was wrote by the student after the interview.
1522,The fact is that the student wrote a black cat after the interview.
1523,The student never prepared the problem.
1524,Could the student have prepared the problem?
1525,The student is going to prepare the problem.
1526,The student may have prepared the problem.
1527,The problem was prepared by the student.
1528,The fact is that the student prepared the problem.
1529,The student never prepared the problem in the laboratory.
1530,Could the student have prepared the problem in the laboratory?
1531,The student is going to prepare the problem in the laboratory.
1532,The student may have prepared the problem in the laboratory.
1533,The problem had been prepared by the student in the laboratory.
1534,The fact is that the student prepared the problem in the laboratory.
1535,The programmer is going to test a black cat.
1536,A black cat was tested by the programmer.
1537,The programmer did not test a black cat during the meeting.
1538,Did the programmer test a black cat during the meeting?
1539,The programmer will test a black cat during the meeting.
1540,The programmer may have tested a black cat during the meeting.
1541,A black cat was tested by the programmer during the meeting.
1542,The fact is that the programmer tested a black cat during the meeting.
1543,The programmer never wrote the patient.
1544,Did the programmer write the patient?
1545,The programmer will write the patient.
1546,The programmer may have wrote the patient.
1547,The patient had been wrote by the programmer.
1548,It is true that the programmer wrote the patient.
1549,The programmer never wrote the patient during the meeting.
1550,Could the programmer have wrote the patient during the meeting?
1551,The programmer is going to write the patient during the meeting.
1552,The programmer might have wrote the patient during the meeting.
1553,The patient was wrote by the programmer during the meeting.
1554,The fact is that the programmer wrote the patient during the meeting.
1555,The student never prepared the rule.
1556,Could the student have prepared the rule?
1557,The student will prepare the rule.
1558,The student may have prepared the rule.
1559,The rule had been prepared by the student.
1560,It is true that the student prepared the rule.
